label,trend_regime,volatility_regime,trade_count,net_pnl,profit_factor,win_rate,avg_mae,avg_mfe,top5_profit_contribution,cost_2x_pf
B2,uptrend,mid_vol,44,588.5361765033551,1.6000203497361785,36.36363636363637,-1.936076815527848,6.008463489837509,170.20404264528938,1.4452465444190021
B3,downtrend,high_vol,6,-178.13424244373982,0.0,0.0,-1.755048358172579,1.4792384930300841,0.0,0.0
B3,downtrend,low_vol,6,81.15730527328236,1.6203094365957729,33.33333333333333,-1.7440508308330545,5.087623181846689,261.2098641426366,1.4531517244290217
B3,downtrend,mid_vol,7,282.70013537253976,4.490629593125079,57.14285714285714,-1.3075287972707461,6.416767443550635,128.6481270304227,3.9197262531082453
B3,range,high_vol,3,173.3836720422749,inf,100.0,-1.0441847531762602,6.416004054588516,100.0,inf
B3,range,low_vol,2,36.066272837369105,3.9558416463781447,50.0,-0.7119852319433402,6.474275745976328,133.83131167480914,3.2041131601055954
B3,range,mid_vol,6,92.45328208020467,1.7071143875989072,50.0,-1.7045096613034492,5.6404248796271785,241.41983497120196,1.5387565360533348
B3,uptrend,high_vol,15,19.12084562081818,1.0683777936332146,33.33333333333333,-1.6454191593060181,4.45509487724617,1562.4630992981472,0.9399791352003759
B3,uptrend,low_vol,16,106.52363399402984,1.347772039902271,31.25,-1.8579533381391513,4.900738688269884,387.544680210926,1.1701964163188852
B3,uptrend,mid_vol,23,426.79045126867686,1.6448822771808118,34.78260869565217,-1.8671391499963834,7.343839511792333,216.75726179157263,1.517806248235971
C1,downtrend,high_vol,37,-478.24574667559733,0.2948909244751937,18.91891891891892,-2.1397523450033233,2.7786770196762096,0.0,0.2619554583232577
C1,downtrend,low_vol,66,-449.0362392189177,0.44686704930924254,19.696969696969695,-2.240659234027268,3.9677745940301232,0.0,0.3811312997358596
C1,downtrend,mid_vol,51,-371.8472582856167,0.44099178156859836,27.450980392156865,-2.06254783419543,3.7530814647675137,0.0,0.3780666609814402
C1,range,high_vol,2,123.64806943702914,4.784805687878948,50.0,-0.9835552685641795,8.20041819177763,126.4214356684824,4.436162212919334
C1,range,low_vol,10,329.5193023965535,9.148439978388577,80.0,-1.324735524778347,9.311292645313483,102.19805560585706,8.144222294059341
C1,range,mid_vol,12,234.02737211832593,6.824625032915565,66.66666666666666,-1.1554333738474598,7.924341996302882,110.22818909878245,5.580988082622379
C1,uptrend,high_vol,44,-234.25040974514937,0.716794484484959,27.27272727272727,-1.9986790362283882,5.1527803065042415,0.0,0.6420347426830978
C1,uptrend,low_vol,78,-631.3001563087021,0.3326674126573713,17.94871794871795,-2.23819958797591,3.890796521455936,0.0,0.2804762030493927
C1,uptrend,mid_vol,71,814.9270076500522,1.8451384487464595,28.169014084507044,-2.080629425950541,6.2624049423877,139.92890598401348,1.6654524152847923
