period,symbol,sizing_mode,trade_count,return,profit_factor,max_drawdown,win_rate,sample_status
2025Q1,BNBUSDT,fixed_risk_0_5pct,34,-0.019216783973610218,0.5635142139726415,-0.023953838055346233,0.29411764705882354,valid
2025Q1,BTCUSDT,fixed_1x,32,-0.027287882126196338,0.41179857042942575,-0.02622898537293028,0.25,valid
2025Q1,BTCUSDT,fixed_risk_0_5pct,32,-0.02724204857003076,0.3336028798371624,-0.026109310657373208,0.25,valid
2025Q1,ETHUSDT,fixed_1x,25,-0.006801326220020073,0.8239917635937043,-0.018611974482555693,0.44,valid
2025Q1,ETHUSDT,fixed_risk_0_5pct,25,-0.005282448721358812,0.8432512456874713,-0.01847173845109995,0.44,valid
2025Q1,SOLUSDT,fixed_1x,27,-0.05662816505123651,0.3529178061911323,-0.059705110077876156,0.2222222222222222,valid
2025Q1,SOLUSDT,fixed_risk_0_5pct,27,-0.0454728233970022,0.3697293127750492,-0.049984740893378565,0.2222222222222222,valid
2025Q2,BNBUSDT,fixed_1x,24,0.002079888153669157,1.1287673990934408,-0.006445073844953519,0.4166666666666667,valid
2025Q2,BNBUSDT,fixed_risk_0_5pct,24,0.002643580846036193,1.1179460222433468,-0.008924216730554546,0.4166666666666667,valid
2025Q2,BTCUSDT,fixed_1x,32,-0.01771449479988233,0.5037855310860173,-0.01900601747940145,0.28125,valid
2025Q2,BTCUSDT,fixed_risk_0_5pct,32,-0.017744418664090083,0.49775476589999845,-0.020078608994622882,0.28125,valid
2025Q2,ETHUSDT,fixed_1x,29,0.019084216520371056,1.3983382350529394,-0.02075791915971914,0.4482758620689655,valid
2025Q2,ETHUSDT,fixed_risk_0_5pct,29,0.011020127211314203,1.2955034683284223,-0.012324317247053074,0.4482758620689655,valid
2025Q2,SOLUSDT,fixed_1x,32,-0.012198862861643811,0.8818679215944217,-0.03096255588478669,0.34375,valid
2025Q2,SOLUSDT,fixed_risk_0_5pct,32,-0.013484805033931046,0.8043906303804348,-0.02550389404342157,0.34375,valid
2025Q3,BNBUSDT,fixed_1x,30,-0.024941652981299304,0.25119837619995544,-0.029897477004583117,0.3333333333333333,valid
2025Q3,BNBUSDT,fixed_risk_0_5pct,30,-0.0275596366154415,0.2989346053082347,-0.034527711684229745,0.3333333333333333,valid
2025Q3,BTCUSDT,fixed_1x,23,-0.004958665206144719,0.6835759410163271,-0.006830421390052299,0.43478260869565216,valid
2025Q3,BTCUSDT,fixed_risk_0_5pct,23,-0.0055874597959745705,0.669371996179556,-0.007366527428984915,0.43478260869565216,valid
2025Q3,ETHUSDT,fixed_1x,27,-0.00648818385063911,0.8254472484679415,-0.025427213073787036,0.4074074074074074,valid
2025Q3,ETHUSDT,fixed_risk_0_5pct,27,-0.007915047349053525,0.7746235586577114,-0.021748341678469396,0.4074074074074074,valid
2025Q3,SOLUSDT,fixed_1x,25,-0.01915506293075822,0.6763436982370004,-0.04447811270917368,0.36,valid
2025Q3,SOLUSDT,fixed_risk_0_5pct,25,-0.02274428755979483,0.5276790498406708,-0.03783239678315853,0.36,valid
2025Q4,BNBUSDT,fixed_1x,29,0.006457530083168199,1.2453951319542298,-0.017857897250453725,0.5172413793103449,valid
2025Q4,BNBUSDT,fixed_risk_0_5pct,29,0.010143324026857952,1.309600160353114,-0.02084279104022213,0.5172413793103449,valid
2025Q4,BTCUSDT,fixed_1x,36,-0.03504011251874358,0.2714629316100845,-0.03514959746869806,0.2222222222222222,valid
2025Q4,BTCUSDT,fixed_risk_0_5pct,36,-0.03520516010876139,0.26246292764535145,-0.03463880214006465,0.2222222222222222,valid
2025Q4,ETHUSDT,fixed_1x,24,-0.016761736480259116,0.6285608089831477,-0.018745967606363934,0.4583333333333333,valid
2025Q4,ETHUSDT,fixed_risk_0_5pct,24,-0.006814629976044774,0.7906652115690677,-0.011100285926526787,0.4583333333333333,valid
2025Q4,SOLUSDT,fixed_1x,26,-0.02846433385552126,0.582750099886645,-0.0347721414894554,0.38461538461538464,valid
2025Q4,SOLUSDT,fixed_risk_0_5pct,26,-0.01408827764111382,0.6998674235497605,-0.019244869234365525,0.38461538461538464,valid
2026Q1,BNBUSDT,fixed_1x,24,-0.005193547981422598,0.7715221351882238,-0.01465598113247657,0.375,valid
2026Q1,BNBUSDT,fixed_risk_0_5pct,24,-0.00815266418903612,0.7329649427971958,-0.019152462278467675,0.375,valid
2026Q1,BTCUSDT,fixed_1x,20,-0.013778046830862398,0.46959578974342414,-0.015508037959419463,0.2,valid
2026Q1,BTCUSDT,fixed_risk_0_5pct,20,-0.014837338774135832,0.4542800171995782,-0.01603993756780364,0.2,valid
2026Q1,ETHUSDT,fixed_1x,28,-0.01498973023083951,0.6096987239548224,-0.019308532765212272,0.32142857142857145,valid
2026Q1,ETHUSDT,fixed_risk_0_5pct,28,-0.015079168357618663,0.613542061182757,-0.019069005204468747,0.32142857142857145,valid
2026Q1,SOLUSDT,fixed_1x,16,-0.00010755706481869787,0.9965467080142791,-0.02162999531705012,0.375,valid
2026Q1,SOLUSDT,fixed_risk_0_5pct,16,-0.004077484162060532,0.8627386892698133,-0.02087245699391438,0.375,valid
2026Q2,BNBUSDT,fixed_1x,36,-0.003669432900151979,0.8513060957294165,-0.009139106623118232,0.4166666666666667,valid
2026Q2,BNBUSDT,fixed_risk_0_5pct,36,-0.007306913034574143,0.7894800936137918,-0.013055621406087847,0.4166666666666667,valid
2026Q2,BTCUSDT,fixed_1x,28,-0.009263311157563356,0.5457799130334962,-0.010736007851888774,0.35714285714285715,valid
2026Q2,BTCUSDT,fixed_risk_0_5pct,28,-0.010022320462371214,0.5468210547995243,-0.01162090051213227,0.35714285714285715,valid
2026Q2,ETHUSDT,fixed_1x,16,-0.013327880557382724,0.2625031007800149,-0.01177781790424548,0.3125,valid
2026Q2,ETHUSDT,fixed_risk_0_5pct,16,-0.013077486389853071,0.2836449169251466,-0.012189373555843819,0.3125,valid
2026Q2,SOLUSDT,fixed_1x,25,-0.013364916491185203,0.6911912207897626,-0.022073792689854987,0.32,valid
2026Q2,SOLUSDT,fixed_risk_0_5pct,25,-0.012566167655528076,0.6892406053789394,-0.019183754257774632,0.32,valid
