symbol,prototype,gate,leverage_mode,stress_case,trade_count,total_return,max_drawdown,profit_factor,liquidation_count,final_equity,stress_status
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,exit_delay_1m,179,1999.8996968920028,-0.21007801297772,2.5929712043837103,0,2000899.6968920028,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,exit_delay_3m,179,1041.1613100986594,-0.2150262851906808,2.546627299184323,0,1042161.3100986595,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,liquidation_price_up_10pct,179,3654.3577488685382,-0.20326418799500068,2.907239464202721,0,3655357.748868538,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_3x_8x_v1,liquidation_price_up_20pct,179,3654.3577488685382,-0.20326418799500068,2.907239464202721,0,3655357.748868538,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,fee_2x,179,3023.5570190366643,-0.23708119414308304,2.5862978175645694,0,3024557.019036664,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,slippage_2x,179,10087.74073158138,-0.22871821931585834,2.907872730644863,0,10088740.73158138,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,entry_delay_1m,179,7517.658047130054,-0.23009542257599147,2.7398539188143185,0,7518658.047130054,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,entry_delay_3m,179,1407.5592046670902,-0.2437916461815819,2.430884196207562,0,1408559.2046670902,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,exit_delay_1m,179,7516.056426566299,-0.23009886808011015,2.739765522553544,0,7517056.426566299,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,exit_delay_3m,179,1405.1854553416074,-0.2438223313563157,2.4303223201531328,0,1406185.4553416073,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,liquidation_price_up_10pct,179,14573.285907786658,-0.2231880166192053,2.7817721652858305,0,14574285.907786658,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_4x_10x_v1,liquidation_price_up_20pct,179,14573.285907786658,-0.2231880166192053,2.7817721652858305,0,14574285.907786658,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,fee_2x,179,4485.469460849422,-0.24492157629999933,2.3333895752833955,0,4486469.460849422,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,slippage_2x,179,8355.221026537929,-0.2362167445748138,2.4965932218463553,0,8356221.026537929,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,entry_delay_1m,179,7616.516579737335,-0.23764905174892204,2.4698227430640634,0,7617516.5797373345,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,entry_delay_3m,179,917.8000051592741,-0.27667678463461753,1.9179374702411482,0,918800.0051592741,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,exit_delay_1m,179,7614.845978348942,-0.2376526355728109,2.469756495229638,0,7615845.978348942,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,exit_delay_3m,179,916.2123502113155,-0.2767823567607761,1.9175769647544176,0,917212.3502113156,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,liquidation_price_up_10pct,179,16296.874857069448,-0.23480683780760692,2.5618088403674397,0,16297874.857069448,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G0_NO_PATH_GATE,adaptive_5x_12x_v1,liquidation_price_up_20pct,179,16296.874857069448,-0.23480683780760692,2.5618088403674397,0,16297874.857069448,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,fee_2x,107,1757813.0312170098,-0.43250627713021583,2.488613515542119,0,1757814031.2170098,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,slippage_2x,107,3137776.412641238,-0.4200973168404655,2.7124745893076643,0,3137777412.6412377,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,entry_delay_1m,107,2847389.204023697,-0.4221459383026289,2.6725922275405662,0,2847390204.023697,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,entry_delay_3m,107,1073034.778737096,-0.4423615869179385,2.329449707739275,0,1073035778.7370962,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,exit_delay_1m,107,2846696.841288105,-0.422151059948469,2.6724938418238273,0,2846697841.288105,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,exit_delay_3m,107,1070668.775153401,-0.4424065548250823,2.3287762577782134,0,1070669775.1534011,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,liquidation_price_up_10pct,107,4625697.591760605,-0.41184200142877847,2.877257752335885,0,4625698591.760605,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_10x,liquidation_price_up_20pct,107,4625697.591760605,-0.41184200142877847,2.877257752335885,0,4625698591.760605,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,fee_2x,107,5264657323.102969,-0.7198828034478941,1.859664231761137,0,5264657324102.969,stress_fragile
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,slippage_2x,107,16419611039.7907,-0.7041584411802786,2.037847669313994,0,16419611040790.701,stress_fragile
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,entry_delay_1m,107,13586498035.336294,-0.7067777084677886,2.0058622011884375,0,13586498036336.295,stress_fragile
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,entry_delay_3m,107,2002118747.1810682,-0.7321208253436204,1.735405737443711,0,2002118748181.068,stress_fragile
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,exit_delay_1m,107,13580052086.49283,-0.7067842450989548,2.005783425085528,0,13580052087492.83,stress_fragile
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,exit_delay_3m,107,1993417829.2067049,-0.7321761682934773,1.734884404798473,0,1993417830206.7048,stress_fragile
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,liquidation_price_up_10pct,107,34931573594.90744,-0.6935098115555386,2.1711293979354136,0,34931573595907.438,stress_fragile
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,fixed_20x,liquidation_price_up_20pct,107,34931573594.90744,-0.6935098115555386,2.1711293979354136,0,34931573595907.438,stress_fragile
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,fee_2x,107,621.2083313963238,-0.16743272800718334,2.713092856564,0,622208.3313963239,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,slippage_2x,107,800.8504699490667,-0.16264568932144563,2.898946688225377,0,801850.4699490666,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,entry_delay_1m,107,765.1511075074483,-0.16342880576046281,2.866229163257849,0,766151.1075074483,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,entry_delay_3m,107,501.63173609240994,-0.17125763371277458,2.645574198769241,0,502631.73609240993,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,exit_delay_1m,107,765.0637506347026,-0.16343076590326144,2.8661482130355407,0,766063.7506347026,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,exit_delay_3m,107,501.1218532387584,-0.171275257383098,2.644997195843043,0,502121.8532387584,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,liquidation_price_up_10pct,107,1207.587326045228,-0.15950852016334305,2.8125476776620126,0,1208587.3260452282,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_3x_8x_v1,liquidation_price_up_20pct,107,1207.587326045228,-0.15950852016334305,2.8125476776620126,0,1208587.3260452282,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,fee_2x,107,1144.4067476269308,-0.20929091000897926,2.493775772876135,0,1145406.747626931,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,slippage_2x,107,2485.014236415635,-0.20330711165180715,2.601471543346377,0,2486014.236415635,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,entry_delay_1m,107,2358.31752272599,-0.20428600720057843,2.57559206581685,0,2359317.52272599,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,entry_delay_3m,107,618.6136914778047,-0.2140720421409682,2.2430076854834318,0,619613.6914778047,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,exit_delay_1m,107,2358.008533879834,-0.20428845737907675,2.5755279383578307,0,2359008.5338798338,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,exit_delay_3m,107,617.919519723052,-0.21409407172887251,2.242579730310376,0,618919.5197230519,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,liquidation_price_up_10pct,107,3188.2649020172844,-0.19938565020417887,2.6567918723386246,0,3189264.902017284,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_4x_10x_v1,liquidation_price_up_20pct,107,3188.2649020172844,-0.19938565020417887,2.6567918723386246,0,3189264.902017284,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,fee_2x,107,1458.2630509582139,-0.25114909201077507,2.0018733995576965,0,1459263.0509582139,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,slippage_2x,107,2311.816574945803,-0.24396853398216856,2.171160677777849,0,2312816.5749458033,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,entry_delay_1m,107,2190.186496784712,-0.24514320864069417,2.1526927233878315,0,2191186.4967847117,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,entry_delay_3m,107,826.8631179441239,-0.25688645056916193,2.1936796635219777,0,827863.1179441239,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,exit_delay_1m,107,2189.890103123079,-0.24514614885489205,2.1526469250237543,0,2190890.103123079,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,exit_delay_3m,107,825.8823773707226,-0.2569128860746469,2.1931714043243526,0,826882.3773707226,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,liquidation_price_up_10pct,107,3729.572152839206,-0.23926278024501468,2.375580093019828,0,3730572.152839206,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G1_SINGLE_BEST_PATH_SAFETY,adaptive_5x_12x_v1,liquidation_price_up_20pct,107,3729.572152839206,-0.23926278024501468,2.375580093019828,0,3730572.152839206,stress_pass
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_10x,fee_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_10x,slippage_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_10x,entry_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_10x,entry_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_10x,exit_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_10x,exit_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_10x,liquidation_price_up_10pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_10x,liquidation_price_up_20pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,fee_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,slippage_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,entry_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,entry_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,exit_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,exit_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,liquidation_price_up_10pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,fixed_20x,liquidation_price_up_20pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,fee_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,slippage_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,entry_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,entry_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,exit_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,exit_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,liquidation_price_up_10pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_3x_8x_v1,liquidation_price_up_20pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_4x_10x_v1,fee_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_4x_10x_v1,slippage_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_4x_10x_v1,entry_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_4x_10x_v1,entry_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_4x_10x_v1,exit_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_4x_10x_v1,exit_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_4x_10x_v1,liquidation_price_up_10pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_4x_10x_v1,liquidation_price_up_20pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_5x_12x_v1,fee_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_5x_12x_v1,slippage_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_5x_12x_v1,entry_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_5x_12x_v1,entry_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_5x_12x_v1,exit_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_5x_12x_v1,exit_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_5x_12x_v1,liquidation_price_up_10pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G2_CONSENSUS_TWO_FACTORS,adaptive_5x_12x_v1,liquidation_price_up_20pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_10x,fee_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_10x,slippage_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_10x,entry_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_10x,entry_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_10x,exit_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_10x,exit_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_10x,liquidation_price_up_10pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_10x,liquidation_price_up_20pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_20x,fee_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_20x,slippage_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_20x,entry_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_20x,entry_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_20x,exit_delay_1m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_20x,exit_delay_3m,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_20x,liquidation_price_up_10pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,fixed_20x,liquidation_price_up_20pct,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,adaptive_3x_8x_v1,fee_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
ETHUSDT,P4_BREAKOUT_TOP20,G3_STRICT_CONSENSUS,adaptive_3x_8x_v1,slippage_2x,0,0.0,0.0,,0,1000.0,gate_unavailable
