prototype,symbol,month,regime,bars,coverage
Regime-1,SOLUSDT,2023-03,NON_TREND,2379,0.7993951612903226
Regime-1,SOLUSDT,2023-03,TREND,597,0.2006048387096774
Regime-1,SOLUSDT,2023-04,NON_TREND,2245,0.7795138888888888
Regime-1,SOLUSDT,2023-04,TREND,635,0.2204861111111111
Regime-1,SOLUSDT,2023-05,NON_TREND,2304,0.7741935483870968
Regime-1,SOLUSDT,2023-05,TREND,672,0.22580645161290322
Regime-1,SOLUSDT,2023-06,NON_TREND,2152,0.7472222222222222
Regime-1,SOLUSDT,2023-06,TREND,728,0.25277777777777777
Regime-1,SOLUSDT,2023-07,NON_TREND,2200,0.739247311827957
Regime-1,SOLUSDT,2023-07,TREND,776,0.260752688172043
Regime-1,SOLUSDT,2023-08,NON_TREND,2398,0.8057795698924731
Regime-1,SOLUSDT,2023-08,TREND,578,0.19422043010752688
Regime-1,SOLUSDT,2023-09,NON_TREND,2371,0.8232638888888889
Regime-1,SOLUSDT,2023-09,TREND,509,0.17673611111111112
Regime-1,SOLUSDT,2023-10,NON_TREND,2189,0.7355510752688172
Regime-1,SOLUSDT,2023-10,TREND,787,0.2644489247311828
Regime-1,SOLUSDT,2023-11,NON_TREND,2025,0.703125
Regime-1,SOLUSDT,2023-11,TREND,855,0.296875
Regime-1,SOLUSDT,2023-12,NON_TREND,1867,0.6273521505376344
Regime-1,SOLUSDT,2023-12,TREND,1109,0.37264784946236557
Regime-1,SOLUSDT,2024-01,NON_TREND,2246,0.7547043010752689
Regime-1,SOLUSDT,2024-01,TREND,730,0.2452956989247312
Regime-1,SOLUSDT,2024-02,NON_TREND,2040,0.7327586206896551
Regime-1,SOLUSDT,2024-02,TREND,744,0.2672413793103448
Regime-1,SOLUSDT,2024-03,NON_TREND,1954,0.6565860215053764
Regime-1,SOLUSDT,2024-03,TREND,1022,0.34341397849462363
Regime-1,SOLUSDT,2024-04,NON_TREND,2254,0.7826388888888889
Regime-1,SOLUSDT,2024-04,TREND,626,0.21736111111111112
Regime-1,SOLUSDT,2024-05,NON_TREND,2151,0.7227822580645161
Regime-1,SOLUSDT,2024-05,TREND,825,0.2772177419354839
Regime-1,SOLUSDT,2024-06,NON_TREND,2336,0.8111111111111111
Regime-1,SOLUSDT,2024-06,TREND,544,0.18888888888888888
Regime-1,SOLUSDT,2024-07,NON_TREND,1850,0.6216397849462365
Regime-1,SOLUSDT,2024-07,TREND,1126,0.37836021505376344
Regime-1,SOLUSDT,2024-08,NON_TREND,2291,0.7698252688172043
Regime-1,SOLUSDT,2024-08,TREND,685,0.2301747311827957
Regime-1,SOLUSDT,2024-09,NON_TREND,1988,0.6902777777777778
Regime-1,SOLUSDT,2024-09,TREND,892,0.30972222222222223
Regime-1,SOLUSDT,2024-10,NON_TREND,2097,0.7046370967741935
Regime-1,SOLUSDT,2024-10,TREND,879,0.29536290322580644
Regime-1,SOLUSDT,2024-11,NON_TREND,2048,0.7111111111111111
Regime-1,SOLUSDT,2024-11,TREND,832,0.28888888888888886
Regime-1,SOLUSDT,2024-12,NON_TREND,2178,0.7318548387096774
Regime-1,SOLUSDT,2024-12,TREND,798,0.26814516129032256
Regime-1,SOLUSDT,2025-01,NON_TREND,1944,0.6532258064516129
Regime-1,SOLUSDT,2025-01,TREND,1032,0.3467741935483871
Regime-1,SOLUSDT,2025-02,NON_TREND,2195,0.8165922619047619
Regime-1,SOLUSDT,2025-02,TREND,493,0.18340773809523808
Regime-1,SOLUSDT,2025-03,NON_TREND,2203,0.740255376344086
Regime-1,SOLUSDT,2025-03,TREND,773,0.259744623655914
Regime-1,SOLUSDT,2025-04,NON_TREND,1966,0.6826388888888889
Regime-1,SOLUSDT,2025-04,TREND,914,0.3173611111111111
Regime-1,SOLUSDT,2025-05,NON_TREND,2240,0.7526881720430108
Regime-1,SOLUSDT,2025-05,TREND,736,0.24731182795698925
Regime-1,SOLUSDT,2025-06,NON_TREND,2083,0.7232638888888889
Regime-1,SOLUSDT,2025-06,TREND,797,0.2767361111111111
Regime-1,SOLUSDT,2025-07,NON_TREND,2021,0.6790994623655914
Regime-1,SOLUSDT,2025-07,TREND,955,0.3209005376344086
Regime-1,SOLUSDT,2025-08,NON_TREND,1944,0.6532258064516129
Regime-1,SOLUSDT,2025-08,TREND,1032,0.3467741935483871
Regime-1,SOLUSDT,2025-09,NON_TREND,2065,0.7170138888888888
Regime-1,SOLUSDT,2025-09,TREND,815,0.2829861111111111
Regime-1,SOLUSDT,2025-10,NON_TREND,2069,0.6952284946236559
Regime-1,SOLUSDT,2025-10,TREND,907,0.30477150537634407
Regime-1,SOLUSDT,2025-11,NON_TREND,2219,0.7704861111111111
Regime-1,SOLUSDT,2025-11,TREND,661,0.22951388888888888
Regime-1,SOLUSDT,2025-12,NON_TREND,2360,0.793010752688172
Regime-1,SOLUSDT,2025-12,TREND,616,0.20698924731182797
Regime-1,SOLUSDT,2026-01,NON_TREND,2363,0.7940188172043011
Regime-1,SOLUSDT,2026-01,TREND,613,0.20598118279569894
Regime-1,SOLUSDT,2026-02,NON_TREND,2012,0.7485119047619048
Regime-1,SOLUSDT,2026-02,TREND,676,0.25148809523809523
Regime-1,SOLUSDT,2026-03,NON_TREND,2175,0.7308467741935484
Regime-1,SOLUSDT,2026-03,TREND,801,0.2691532258064516
Regime-1,SOLUSDT,2026-04,NON_TREND,2168,0.7527777777777778
Regime-1,SOLUSDT,2026-04,TREND,712,0.24722222222222223
Regime-1,SOLUSDT,2026-05,NON_TREND,2241,0.7530241935483871
Regime-1,SOLUSDT,2026-05,TREND,735,0.2469758064516129
Regime-1,SOLUSDT,2026-06,NON_TREND,1863,0.7176425269645609
Regime-1,SOLUSDT,2026-06,TREND,733,0.2823574730354391
Regime-2,BNBUSDT,2020-02,RANGE,556,0.29464758876523583
Regime-2,BNBUSDT,2020-02,TREND,274,0.14520402755696873
Regime-2,BNBUSDT,2020-02,UNCERTAIN,1057,0.5601483836777954
Regime-2,BNBUSDT,2020-03,RANGE,1018,0.34206989247311825
Regime-2,BNBUSDT,2020-03,TREND,762,0.2560483870967742
Regime-2,BNBUSDT,2020-03,UNCERTAIN,1196,0.4018817204301075
Regime-2,BNBUSDT,2020-04,RANGE,1038,0.36041666666666666
Regime-2,BNBUSDT,2020-04,TREND,932,0.3236111111111111
Regime-2,BNBUSDT,2020-04,UNCERTAIN,910,0.3159722222222222
Regime-2,BNBUSDT,2020-05,RANGE,997,0.33501344086021506
Regime-2,BNBUSDT,2020-05,TREND,847,0.28461021505376344
Regime-2,BNBUSDT,2020-05,UNCERTAIN,1132,0.3803763440860215
Regime-2,BNBUSDT,2020-06,RANGE,1263,0.43854166666666666
Regime-2,BNBUSDT,2020-06,TREND,535,0.1857638888888889
Regime-2,BNBUSDT,2020-06,UNCERTAIN,1082,0.37569444444444444
Regime-2,BNBUSDT,2020-07,RANGE,1185,0.39818548387096775
Regime-2,BNBUSDT,2020-07,TREND,821,0.2758736559139785
Regime-2,BNBUSDT,2020-07,UNCERTAIN,970,0.32594086021505375
Regime-2,BNBUSDT,2020-08,RANGE,1256,0.4220430107526882
Regime-2,BNBUSDT,2020-08,TREND,836,0.28091397849462363
Regime-2,BNBUSDT,2020-08,UNCERTAIN,884,0.2970430107526882
Regime-2,BNBUSDT,2020-09,RANGE,927,0.321875
Regime-2,BNBUSDT,2020-09,TREND,748,0.25972222222222224
Regime-2,BNBUSDT,2020-09,UNCERTAIN,1205,0.4184027777777778
Regime-2,BNBUSDT,2020-10,RANGE,1081,0.36323924731182794
Regime-2,BNBUSDT,2020-10,TREND,736,0.24731182795698925
Regime-2,BNBUSDT,2020-10,UNCERTAIN,1159,0.3894489247311828
Regime-2,BNBUSDT,2020-11,RANGE,1149,0.39895833333333336
Regime-2,BNBUSDT,2020-11,TREND,637,0.22118055555555555
Regime-2,BNBUSDT,2020-11,UNCERTAIN,1094,0.3798611111111111
Regime-2,BNBUSDT,2020-12,RANGE,944,0.3172043010752688
Regime-2,BNBUSDT,2020-12,TREND,937,0.31485215053763443
Regime-2,BNBUSDT,2020-12,UNCERTAIN,1095,0.36794354838709675
Regime-2,BNBUSDT,2021-01,RANGE,901,0.302755376344086
Regime-2,BNBUSDT,2021-01,TREND,904,0.30376344086021506
Regime-2,BNBUSDT,2021-01,UNCERTAIN,1171,0.39348118279569894
Regime-2,BNBUSDT,2021-02,RANGE,746,0.2775297619047619
Regime-2,BNBUSDT,2021-02,TREND,949,0.35305059523809523
Regime-2,BNBUSDT,2021-02,UNCERTAIN,993,0.36941964285714285
Regime-2,BNBUSDT,2021-03,RANGE,1095,0.36794354838709675
Regime-2,BNBUSDT,2021-03,TREND,909,0.30544354838709675
Regime-2,BNBUSDT,2021-03,UNCERTAIN,972,0.32661290322580644
Regime-2,BNBUSDT,2021-04,RANGE,788,0.27361111111111114
Regime-2,BNBUSDT,2021-04,TREND,1130,0.3923611111111111
Regime-2,BNBUSDT,2021-04,UNCERTAIN,962,0.33402777777777776
Regime-2,BNBUSDT,2021-05,RANGE,1026,0.34475806451612906
Regime-2,BNBUSDT,2021-05,TREND,689,0.23151881720430106
Regime-2,BNBUSDT,2021-05,UNCERTAIN,1261,0.4237231182795699
Regime-2,BNBUSDT,2021-06,RANGE,666,0.23125
Regime-2,BNBUSDT,2021-06,TREND,882,0.30625
Regime-2,BNBUSDT,2021-06,UNCERTAIN,1332,0.4625
Regime-2,BNBUSDT,2021-07,RANGE,717,0.24092741935483872
Regime-2,BNBUSDT,2021-07,TREND,899,0.3020833333333333
Regime-2,BNBUSDT,2021-07,UNCERTAIN,1360,0.45698924731182794
Regime-2,BNBUSDT,2021-08,RANGE,884,0.2970430107526882
Regime-2,BNBUSDT,2021-08,TREND,1086,0.3649193548387097
Regime-2,BNBUSDT,2021-08,UNCERTAIN,1006,0.33803763440860213
Regime-2,BNBUSDT,2021-09,RANGE,1022,0.3548611111111111
Regime-2,BNBUSDT,2021-09,TREND,717,0.24895833333333334
Regime-2,BNBUSDT,2021-09,UNCERTAIN,1141,0.39618055555555554
Regime-2,BNBUSDT,2021-10,RANGE,866,0.290994623655914
Regime-2,BNBUSDT,2021-10,TREND,1139,0.38272849462365593
Regime-2,BNBUSDT,2021-10,UNCERTAIN,971,0.3262768817204301
Regime-2,BNBUSDT,2021-11,RANGE,749,0.26006944444444446
Regime-2,BNBUSDT,2021-11,TREND,1069,0.37118055555555557
Regime-2,BNBUSDT,2021-11,UNCERTAIN,1062,0.36875
Regime-2,BNBUSDT,2021-12,RANGE,1142,0.38373655913978494
Regime-2,BNBUSDT,2021-12,TREND,627,0.21068548387096775
Regime-2,BNBUSDT,2021-12,UNCERTAIN,1207,0.4055779569892473
Regime-2,BNBUSDT,2022-01,RANGE,774,0.2600806451612903
Regime-2,BNBUSDT,2022-01,TREND,837,0.28125
Regime-2,BNBUSDT,2022-01,UNCERTAIN,1365,0.4586693548387097
Regime-2,BNBUSDT,2022-02,RANGE,623,0.23177083333333334
Regime-2,BNBUSDT,2022-02,TREND,793,0.29501488095238093
Regime-2,BNBUSDT,2022-02,UNCERTAIN,1272,0.4732142857142857
Regime-2,BNBUSDT,2022-03,RANGE,1019,0.3424059139784946
Regime-2,BNBUSDT,2022-03,TREND,936,0.31451612903225806
Regime-2,BNBUSDT,2022-03,UNCERTAIN,1021,0.3430779569892473
Regime-2,BNBUSDT,2022-04,RANGE,1008,0.35
Regime-2,BNBUSDT,2022-04,TREND,712,0.24722222222222223
Regime-2,BNBUSDT,2022-04,UNCERTAIN,1160,0.4027777777777778
Regime-2,BNBUSDT,2022-05,RANGE,808,0.271505376344086
Regime-2,BNBUSDT,2022-05,TREND,843,0.28326612903225806
Regime-2,BNBUSDT,2022-05,UNCERTAIN,1325,0.44522849462365593
Regime-2,BNBUSDT,2022-06,RANGE,963,0.334375
Regime-2,BNBUSDT,2022-06,TREND,683,0.23715277777777777
Regime-2,BNBUSDT,2022-06,UNCERTAIN,1234,0.4284722222222222
Regime-2,BNBUSDT,2022-07,RANGE,768,0.25806451612903225
Regime-2,BNBUSDT,2022-07,TREND,1097,0.36861559139784944
Regime-2,BNBUSDT,2022-07,UNCERTAIN,1111,0.37331989247311825
Regime-2,BNBUSDT,2022-08,RANGE,1072,0.3602150537634409
Regime-2,BNBUSDT,2022-08,TREND,745,0.25033602150537637
Regime-2,BNBUSDT,2022-08,UNCERTAIN,1159,0.3894489247311828
Regime-2,BNBUSDT,2022-09,RANGE,1341,0.465625
Regime-2,BNBUSDT,2022-09,TREND,689,0.23923611111111112
Regime-2,BNBUSDT,2022-09,UNCERTAIN,850,0.2951388888888889
Regime-2,BNBUSDT,2022-10,RANGE,1418,0.47647849462365593
Regime-2,BNBUSDT,2022-10,TREND,648,0.21774193548387097
Regime-2,BNBUSDT,2022-10,UNCERTAIN,910,0.3057795698924731
Regime-2,BNBUSDT,2022-11,RANGE,1133,0.39340277777777777
Regime-2,BNBUSDT,2022-11,TREND,662,0.2298611111111111
Regime-2,BNBUSDT,2022-11,UNCERTAIN,1085,0.3767361111111111
Regime-2,BNBUSDT,2022-12,RANGE,1643,0.5520833333333334
Regime-2,BNBUSDT,2022-12,TREND,361,0.12130376344086022
Regime-2,BNBUSDT,2022-12,UNCERTAIN,972,0.32661290322580644
Regime-2,BNBUSDT,2023-01,RANGE,1451,0.48756720430107525
Regime-2,BNBUSDT,2023-01,TREND,704,0.23655913978494625
Regime-2,BNBUSDT,2023-01,UNCERTAIN,821,0.2758736559139785
Regime-2,BNBUSDT,2023-02,RANGE,1110,0.41294642857142855
Regime-2,BNBUSDT,2023-02,TREND,544,0.20238095238095238
Regime-2,BNBUSDT,2023-02,UNCERTAIN,1034,0.38467261904761907
Regime-2,BNBUSDT,2023-03,RANGE,1244,0.41801075268817206
Regime-2,BNBUSDT,2023-03,TREND,636,0.21370967741935484
Regime-2,BNBUSDT,2023-03,UNCERTAIN,1096,0.3682795698924731
Regime-2,BNBUSDT,2023-04,RANGE,1031,0.3579861111111111
Regime-2,BNBUSDT,2023-04,TREND,822,0.28541666666666665
Regime-2,BNBUSDT,2023-04,UNCERTAIN,1027,0.35659722222222223
Regime-2,BNBUSDT,2023-05,RANGE,1112,0.3736559139784946
Regime-2,BNBUSDT,2023-05,TREND,806,0.2708333333333333
Regime-2,BNBUSDT,2023-05,UNCERTAIN,1058,0.35551075268817206
Regime-2,BNBUSDT,2023-06,RANGE,769,0.2670138888888889
Regime-2,BNBUSDT,2023-06,TREND,629,0.21840277777777778
Regime-2,BNBUSDT,2023-06,UNCERTAIN,1482,0.5145833333333333
Regime-2,BNBUSDT,2023-07,RANGE,1481,0.49764784946236557
Regime-2,BNBUSDT,2023-07,TREND,584,0.19623655913978494
Regime-2,BNBUSDT,2023-07,UNCERTAIN,911,0.30611559139784944
Regime-2,BNBUSDT,2023-08,RANGE,1230,0.41330645161290325
Regime-2,BNBUSDT,2023-08,TREND,599,0.2012768817204301
Regime-2,BNBUSDT,2023-08,UNCERTAIN,1147,0.3854166666666667
Regime-2,BNBUSDT,2023-09,RANGE,1381,0.4795138888888889
Regime-2,BNBUSDT,2023-09,TREND,527,0.1829861111111111
Regime-2,BNBUSDT,2023-09,UNCERTAIN,972,0.3375
Regime-2,BNBUSDT,2023-10,RANGE,1211,0.4069220430107527
Regime-2,BNBUSDT,2023-10,TREND,631,0.21202956989247312
Regime-2,BNBUSDT,2023-10,UNCERTAIN,1134,0.3810483870967742
Regime-2,BNBUSDT,2023-11,RANGE,1079,0.3746527777777778
Regime-2,BNBUSDT,2023-11,TREND,684,0.2375
Regime-2,BNBUSDT,2023-11,UNCERTAIN,1117,0.38784722222222223
Regime-2,BNBUSDT,2023-12,RANGE,1297,0.43581989247311825
Regime-2,BNBUSDT,2023-12,TREND,840,0.28225806451612906
Regime-2,BNBUSDT,2023-12,UNCERTAIN,839,0.2819220430107527
Regime-2,BNBUSDT,2024-01,RANGE,1061,0.35651881720430106
Regime-2,BNBUSDT,2024-01,TREND,623,0.20934139784946237
Regime-2,BNBUSDT,2024-01,UNCERTAIN,1292,0.43413978494623656
Regime-2,BNBUSDT,2024-02,RANGE,786,0.2823275862068966
Regime-2,BNBUSDT,2024-02,TREND,930,0.33405172413793105
Regime-2,BNBUSDT,2024-02,UNCERTAIN,1068,0.38362068965517243
Regime-2,BNBUSDT,2024-03,RANGE,868,0.2916666666666667
Regime-2,BNBUSDT,2024-03,TREND,1054,0.3541666666666667
Regime-2,BNBUSDT,2024-03,UNCERTAIN,1054,0.3541666666666667
Regime-2,BNBUSDT,2024-04,RANGE,885,0.3072916666666667
Regime-2,BNBUSDT,2024-04,TREND,738,0.25625
Regime-2,BNBUSDT,2024-04,UNCERTAIN,1257,0.43645833333333334
Regime-2,BNBUSDT,2024-05,RANGE,1180,0.396505376344086
Regime-2,BNBUSDT,2024-05,TREND,597,0.2006048387096774
Regime-2,BNBUSDT,2024-05,UNCERTAIN,1199,0.40288978494623656
Regime-2,BNBUSDT,2024-06,RANGE,1044,0.3625
Regime-2,BNBUSDT,2024-06,TREND,564,0.19583333333333333
Regime-2,BNBUSDT,2024-06,UNCERTAIN,1272,0.44166666666666665
Regime-2,BNBUSDT,2024-07,RANGE,882,0.2963709677419355
Regime-2,BNBUSDT,2024-07,TREND,895,0.30073924731182794
Regime-2,BNBUSDT,2024-07,UNCERTAIN,1199,0.40288978494623656
Regime-2,BNBUSDT,2024-08,RANGE,1015,0.34106182795698925
Regime-2,BNBUSDT,2024-08,TREND,791,0.2657930107526882
Regime-2,BNBUSDT,2024-08,UNCERTAIN,1170,0.39314516129032256
Regime-2,BNBUSDT,2024-09,RANGE,782,0.27152777777777776
Regime-2,BNBUSDT,2024-09,TREND,882,0.30625
Regime-2,BNBUSDT,2024-09,UNCERTAIN,1216,0.4222222222222222
Regime-2,BNBUSDT,2024-10,RANGE,1032,0.3467741935483871
Regime-2,BNBUSDT,2024-10,TREND,785,0.2637768817204301
Regime-2,BNBUSDT,2024-10,UNCERTAIN,1159,0.3894489247311828
Regime-2,BNBUSDT,2024-11,RANGE,873,0.303125
Regime-2,BNBUSDT,2024-11,TREND,760,0.2638888888888889
Regime-2,BNBUSDT,2024-11,UNCERTAIN,1247,0.4329861111111111
Regime-2,BNBUSDT,2024-12,RANGE,877,0.29469086021505375
Regime-2,BNBUSDT,2024-12,TREND,885,0.2973790322580645
Regime-2,BNBUSDT,2024-12,UNCERTAIN,1214,0.40793010752688175
Regime-2,BNBUSDT,2025-01,RANGE,802,0.26948924731182794
Regime-2,BNBUSDT,2025-01,TREND,879,0.29536290322580644
Regime-2,BNBUSDT,2025-01,UNCERTAIN,1295,0.43514784946236557
Regime-2,BNBUSDT,2025-02,RANGE,951,0.35379464285714285
Regime-2,BNBUSDT,2025-02,TREND,580,0.21577380952380953
Regime-2,BNBUSDT,2025-02,UNCERTAIN,1157,0.4304315476190476
Regime-2,BNBUSDT,2025-03,RANGE,689,0.23151881720430106
Regime-2,BNBUSDT,2025-03,TREND,897,0.3014112903225806
Regime-2,BNBUSDT,2025-03,UNCERTAIN,1390,0.46706989247311825
Regime-2,BNBUSDT,2025-04,RANGE,972,0.3375
Regime-2,BNBUSDT,2025-04,TREND,682,0.23680555555555555
Regime-2,BNBUSDT,2025-04,UNCERTAIN,1226,0.42569444444444443
Regime-2,BNBUSDT,2025-05,RANGE,770,0.25873655913978494
Regime-2,BNBUSDT,2025-05,TREND,831,0.27923387096774194
Regime-2,BNBUSDT,2025-05,UNCERTAIN,1375,0.4620295698924731
Regime-2,BNBUSDT,2025-06,RANGE,863,0.29965277777777777
Regime-2,BNBUSDT,2025-06,TREND,827,0.28715277777777776
Regime-2,BNBUSDT,2025-06,UNCERTAIN,1190,0.4131944444444444
Regime-2,BNBUSDT,2025-07,RANGE,598,0.20094086021505375
Regime-2,BNBUSDT,2025-07,TREND,1146,0.3850806451612903
Regime-2,BNBUSDT,2025-07,UNCERTAIN,1232,0.41397849462365593
Regime-2,BNBUSDT,2025-08,RANGE,620,0.20833333333333334
Regime-2,BNBUSDT,2025-08,TREND,1034,0.3474462365591398
Regime-2,BNBUSDT,2025-08,UNCERTAIN,1322,0.4442204301075269
Regime-2,BNBUSDT,2025-09,RANGE,736,0.25555555555555554
Regime-2,BNBUSDT,2025-09,TREND,1037,0.36006944444444444
Regime-2,BNBUSDT,2025-09,UNCERTAIN,1107,0.384375
Regime-2,BNBUSDT,2025-10,RANGE,888,0.29838709677419356
Regime-2,BNBUSDT,2025-10,TREND,853,0.2866263440860215
Regime-2,BNBUSDT,2025-10,UNCERTAIN,1235,0.41498655913978494
Regime-2,BNBUSDT,2025-11,RANGE,1015,0.3524305555555556
Regime-2,BNBUSDT,2025-11,TREND,562,0.1951388888888889
Regime-2,BNBUSDT,2025-11,UNCERTAIN,1303,0.45243055555555556
Regime-2,BNBUSDT,2025-12,RANGE,1023,0.34375
Regime-2,BNBUSDT,2025-12,TREND,709,0.23823924731182797
Regime-2,BNBUSDT,2025-12,UNCERTAIN,1244,0.41801075268817206
Regime-2,BNBUSDT,2026-01,RANGE,772,0.2594086021505376
Regime-2,BNBUSDT,2026-01,TREND,915,0.3074596774193548
Regime-2,BNBUSDT,2026-01,UNCERTAIN,1289,0.4331317204301075
Regime-2,BNBUSDT,2026-02,RANGE,741,0.27566964285714285
Regime-2,BNBUSDT,2026-02,TREND,651,0.2421875
Regime-2,BNBUSDT,2026-02,UNCERTAIN,1296,0.48214285714285715
Regime-2,BNBUSDT,2026-03,RANGE,979,0.3289650537634409
Regime-2,BNBUSDT,2026-03,TREND,776,0.260752688172043
Regime-2,BNBUSDT,2026-03,UNCERTAIN,1221,0.4102822580645161
Regime-2,BNBUSDT,2026-04,RANGE,921,0.31979166666666664
Regime-2,BNBUSDT,2026-04,TREND,814,0.2826388888888889
Regime-2,BNBUSDT,2026-04,UNCERTAIN,1145,0.3975694444444444
Regime-2,BNBUSDT,2026-05,RANGE,922,0.30981182795698925
Regime-2,BNBUSDT,2026-05,TREND,1076,0.36155913978494625
Regime-2,BNBUSDT,2026-05,UNCERTAIN,978,0.3286290322580645
Regime-2,BNBUSDT,2026-06,RANGE,784,0.3020030816640986
Regime-2,BNBUSDT,2026-06,TREND,600,0.23112480739599384
Regime-2,BNBUSDT,2026-06,UNCERTAIN,1212,0.46687211093990755
Regime-2,BTCUSDT,2020-01,RANGE,1009,0.3390456989247312
Regime-2,BTCUSDT,2020-01,TREND,855,0.2872983870967742
Regime-2,BTCUSDT,2020-01,UNCERTAIN,1112,0.3736559139784946
Regime-2,BTCUSDT,2020-02,RANGE,1319,0.4737787356321839
Regime-2,BTCUSDT,2020-02,TREND,490,0.17600574712643677
Regime-2,BTCUSDT,2020-02,UNCERTAIN,975,0.35021551724137934
Regime-2,BTCUSDT,2020-03,RANGE,1023,0.34375
Regime-2,BTCUSDT,2020-03,TREND,770,0.25873655913978494
Regime-2,BTCUSDT,2020-03,UNCERTAIN,1183,0.39751344086021506
Regime-2,BTCUSDT,2020-04,RANGE,1251,0.434375
Regime-2,BTCUSDT,2020-04,TREND,723,0.25104166666666666
Regime-2,BTCUSDT,2020-04,UNCERTAIN,906,0.3145833333333333
Regime-2,BTCUSDT,2020-05,RANGE,1120,0.3763440860215054
Regime-2,BTCUSDT,2020-05,TREND,793,0.2664650537634409
Regime-2,BTCUSDT,2020-05,UNCERTAIN,1063,0.35719086021505375
Regime-2,BTCUSDT,2020-06,RANGE,1459,0.5065972222222223
Regime-2,BTCUSDT,2020-06,TREND,465,0.16145833333333334
Regime-2,BTCUSDT,2020-06,UNCERTAIN,956,0.33194444444444443
Regime-2,BTCUSDT,2020-07,RANGE,1302,0.4375
Regime-2,BTCUSDT,2020-07,TREND,812,0.2728494623655914
Regime-2,BTCUSDT,2020-07,UNCERTAIN,862,0.2896505376344086
Regime-2,BTCUSDT,2020-08,RANGE,1129,0.3793682795698925
Regime-2,BTCUSDT,2020-08,TREND,709,0.23823924731182797
Regime-2,BTCUSDT,2020-08,UNCERTAIN,1138,0.38239247311827956
Regime-2,BTCUSDT,2020-09,RANGE,1025,0.3559027777777778
Regime-2,BTCUSDT,2020-09,TREND,732,0.25416666666666665
Regime-2,BTCUSDT,2020-09,UNCERTAIN,1123,0.38993055555555556
Regime-2,BTCUSDT,2020-10,RANGE,1153,0.38743279569892475
Regime-2,BTCUSDT,2020-10,TREND,804,0.2701612903225806
Regime-2,BTCUSDT,2020-10,UNCERTAIN,1019,0.3424059139784946
Regime-2,BTCUSDT,2020-11,RANGE,855,0.296875
Regime-2,BTCUSDT,2020-11,TREND,1002,0.34791666666666665
Regime-2,BTCUSDT,2020-11,UNCERTAIN,1023,0.35520833333333335
Regime-2,BTCUSDT,2020-12,RANGE,938,0.31518817204301075
Regime-2,BTCUSDT,2020-12,TREND,1003,0.3370295698924731
Regime-2,BTCUSDT,2020-12,UNCERTAIN,1035,0.3477822580645161
Regime-2,BTCUSDT,2021-01,RANGE,661,0.22211021505376344
Regime-2,BTCUSDT,2021-01,TREND,873,0.2933467741935484
Regime-2,BTCUSDT,2021-01,UNCERTAIN,1442,0.4845430107526882
Regime-2,BTCUSDT,2021-02,RANGE,620,0.23065476190476192
Regime-2,BTCUSDT,2021-02,TREND,952,0.3541666666666667
Regime-2,BTCUSDT,2021-02,UNCERTAIN,1116,0.41517857142857145
Regime-2,BTCUSDT,2021-03,RANGE,420,0.14112903225806453
Regime-2,BTCUSDT,2021-03,TREND,1186,0.39852150537634407
Regime-2,BTCUSDT,2021-03,UNCERTAIN,1370,0.4603494623655914
Regime-2,BTCUSDT,2021-04,RANGE,854,0.2965277777777778
Regime-2,BTCUSDT,2021-04,TREND,731,0.25381944444444443
Regime-2,BTCUSDT,2021-04,UNCERTAIN,1295,0.4496527777777778
Regime-2,BTCUSDT,2021-05,RANGE,550,0.18481182795698925
Regime-2,BTCUSDT,2021-05,TREND,771,0.2590725806451613
Regime-2,BTCUSDT,2021-05,UNCERTAIN,1655,0.5561155913978495
Regime-2,BTCUSDT,2021-06,RANGE,452,0.15694444444444444
Regime-2,BTCUSDT,2021-06,TREND,943,0.32743055555555556
Regime-2,BTCUSDT,2021-06,UNCERTAIN,1485,0.515625
Regime-2,BTCUSDT,2021-07,RANGE,873,0.2933467741935484
Regime-2,BTCUSDT,2021-07,TREND,933,0.31350806451612906
Regime-2,BTCUSDT,2021-07,UNCERTAIN,1170,0.39314516129032256
Regime-2,BTCUSDT,2021-08,RANGE,739,0.24831989247311828
Regime-2,BTCUSDT,2021-08,TREND,1115,0.37466397849462363
Regime-2,BTCUSDT,2021-08,UNCERTAIN,1122,0.37701612903225806
Regime-2,BTCUSDT,2021-09,RANGE,1092,0.37916666666666665
Regime-2,BTCUSDT,2021-09,TREND,726,0.2520833333333333
Regime-2,BTCUSDT,2021-09,UNCERTAIN,1062,0.36875
Regime-2,BTCUSDT,2021-10,RANGE,993,0.3336693548387097
Regime-2,BTCUSDT,2021-10,TREND,1139,0.38272849462365593
Regime-2,BTCUSDT,2021-10,UNCERTAIN,844,0.28360215053763443
Regime-2,BTCUSDT,2021-11,RANGE,1094,0.3798611111111111
Regime-2,BTCUSDT,2021-11,TREND,710,0.2465277777777778
Regime-2,BTCUSDT,2021-11,UNCERTAIN,1076,0.3736111111111111
Regime-2,BTCUSDT,2021-12,RANGE,1171,0.39348118279569894
Regime-2,BTCUSDT,2021-12,TREND,628,0.2110215053763441
Regime-2,BTCUSDT,2021-12,UNCERTAIN,1177,0.395497311827957
Regime-2,BTCUSDT,2022-01,RANGE,1217,0.40893817204301075
Regime-2,BTCUSDT,2022-01,TREND,594,0.19959677419354838
Regime-2,BTCUSDT,2022-01,UNCERTAIN,1165,0.3914650537634409
Regime-2,BTCUSDT,2022-02,RANGE,863,0.3210565476190476
