factor_name,count,missing_rate,mean,median,std,p01,p99,monthly_median_std,quarterly_median_std,yearly_median_std,symbol_median_std,trend_continuation_spearman_240m,mean_reversion_spearman_120m,path_safety_spearman_120m
vwap_deviation_atr,880663,0.00043130698501662237,0.26869846330572655,0.1924916590509404,3.1427175846533513,-6.751274552700709,7.740286571950493,0.4037818788785334,0.29797569398209933,0.24361719981105473,0.14878062898594552,-0.026371500838967,0.03029049313151119,0.005684718146427211
range_position_96,880659,0.0004358470585431131,0.526462131900893,0.5327272727272725,0.2763603139926378,-0.025231619072231655,1.0415267746026728,0.052033284347672105,0.04025222880532041,0.036252244525422916,0.019748631475399146,-0.0303369786584749,0.03347371449413206,0.005540813270654345
lower_band_distance,880967,8.626139700332447e-05,2.072656395993268,1.7409616061021655,1.6753593638094129,-0.7579563716309432,7.312510710017245,0.09412401073970621,0.08051191486564747,0.04619120318689907,0.050406411479497475,-0.025577326240301783,0.03270923845648762,0.03937642503046243
short_return_oversold,880831,0.00024062389690401035,0.5015942503640601,0.5,0.2896331021981827,0.01,0.995,0.003873735600919031,0.002667467828369187,0.0018898223650461376,0.0,-0.017154195440227636,0.02709405912357198,0.018187457722006223
variance_ratio_20_80,880723,0.0003632058821192609,1.0123386159602257,0.8606775228124283,0.6338712605515204,0.14178640274257032,3.0417009808796203,0.03498608117895797,0.027202198431660437,0.021569881547526926,0.0159120960474524,0.011473498894350854,-0.009978504848906338,0.10713979057289064
range_persistence_96,880663,0.00043130698501662237,0.9680608885010502,0.9791666666666666,0.02992395026191965,0.8854166666666666,1.0,0.007362015549377282,0.006638562556797416,0.005567942539842155,0.006014065304058581,-0.008831803853181991,0.007100942703395775,-0.022938046058584582
atr_pct,880991,5.90209558443799e-05,0.00576881985755351,0.004651444847756925,0.004752287694284431,0.0009872026188389466,0.022990745457588363,0.0019264103881863066,0.0016997192439965978,0.001466596927751599,0.001460268319508708,0.027369881905185415,-0.02087950166973624,0.08739281119397053
atr_percentile_200,880795,0.0002814845586424272,0.4871415886336899,0.48,0.3138749917854998,0.005,1.0,0.02821442797672755,0.015383557655947015,0.008017837257372738,0.002886751345948131,0.024219300294338563,-0.01926785362244195,0.12160084286818468
volatility_ratio_short_long,880723,0.0003632058821192609,0.9595336108677585,0.927727073450176,0.30271103319723547,0.37654535283530066,1.744047298918242,0.01903699702096083,0.014755935342681744,0.011653661283176195,0.008591919960235114,0.011473498894350854,-0.009978504848906338,0.10713979057289064
realized_volatility_20,880963,9.080147052981522e-05,0.035788472225459424,0.028254961219616685,0.030640926866651697,0.006143940790294676,0.14937131660183006,0.011594960640533876,0.01025689899068788,0.008701797172655342,0.008770847882183758,0.02815975052732224,-0.021995123468698325,0.08956337515865315
realized_volatility_80,880723,0.0003632058821192609,0.03756986070169337,0.030865441967962034,0.0282716213254025,0.007808611785562833,0.14424718348094806,0.012178307403240957,0.010419641174807906,0.0087722655028695,0.009093663215806529,0.02430503505412102,-0.01862590409054415,0.0411926163935045
bollinger_bandwidth_20,880967,8.626139700332447e-05,0.024342135552028032,0.017217891373462087,0.02448477561814227,0.00293281959492275,0.11896420570360891,0.007967138352104544,0.007033600695007102,0.005994084342268952,0.005914390919326699,0.024746472177225268,-0.019341412566668086,0.09256790911356245
volatility_compression_duration,881043,0.0,23.705602337229852,7.0,36.40384312791114,0.0,161.0,2.161633797075877,1.4702171477501076,0.5773502691896257,0.0,-0.026072427249008347,0.020187888820167692,-0.10487615562274374
volatility_change_rate_20,880911,0.00014982242637419512,0.09527867851175041,-0.022874147557224833,0.529237667909047,-0.5966096089631455,1.989801361292836,0.009840989471090297,0.0066015626839072425,0.004249989295059036,0.00445141098227599,0.009730115797263225,-0.009034759207150675,0.08554016500854549
downside_volatility_80,880727,0.00035866580859277014,0.022385796116673486,0.018184750955437465,0.017309947975033747,0.004367943813419026,0.08797402202362127,0.00704781076343215,0.006111947596336728,0.0049633129421620716,0.005391545808656153,0.024767603236103383,-0.02038577346384317,0.03618474330749943
jump_score_80,880723,0.0003632058821192609,1.3583257228986791,0.995698600061917,1.5222509190018718,0.01786768159897345,6.8524033800189414,0.004543098705586177,0.0021235240441128643,0.0012146775371592057,0.0012149890144839699,0.010058665850411153,-0.010722176299700592,-0.004030799290205697
volume_zscore_96,880663,0.00043130698501662237,0.00690001328310019,-0.31653027081397667,1.0765523648003323,-1.1427629556403576,4.588611762947069,0.015113520710673305,0.010408192688402797,0.005924954457968844,0.008095167591092276,0.006337086488075498,-0.0041143266078112264,-0.016769645076677376
dollar_volume_percentile_200,880847,0.00022246360279804732,0.49642228975443986,0.495,0.298705164641192,0.01,0.995,0.013236777844788663,0.005466682301416047,0.002672612419124246,0.0028867513459481316,0.009259968219712795,-0.0065716331562199635,-0.006271668885254101
high_low_spread_pct,881043,0.0,0.005770413724303343,0.004196921507441212,0.006453949076587651,0.0006910219955384809,0.027819614021840685,0.0018233269330267205,0.0016226392770390266,0.0014017558438760003,0.0013666138294235145,0.024131810310419853,-0.01913322826942979,0.01580697506162395
missing_1m_count_in_15m,881043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
