factor,prototype,forward_window,event_count,safe20_top20,safe20_bottom20,safe20_edge,mae_top20,mae_bottom20,mae_edge,hit_liq20_top20,hit_liq20_bottom20,hit_liq20_edge,mfe_top20,mfe_bottom20,mfe_edge,fast_follow_top20,fast_follow_bottom20,fast_follow_edge,factor_role
breakout_score_quantile,P4_BREAKOUT_TOP20,1m,738,0.9662162162162162,0.9863945578231292,-0.02017834160691301,-0.0007273617340633905,-0.0005539507683324116,-0.00017341096573097895,0.0,0.0,0.0,0.0012140287585125122,0.0008912229514153534,0.00032280580709715876,0.1554054054054054,0.10884353741496598,0.04656186799043942,alpha_only
momentum_score_quantile,P4_BREAKOUT_TOP20,1m,738,1.0,0.9931972789115646,0.006802721088435382,-0.0008187608257999952,-0.0004376901594025239,-0.0003810706663974713,0.0,0.0,0.0,0.0017363938935751055,0.0006805184241767706,0.0010558754693983348,0.12837837837837837,0.1292517006802721,-0.0008733223018937419,dual_use_candidate
range_atr,P4_BREAKOUT_TOP20,3m,738,0.9459459459459459,0.9727891156462585,-0.02684316970031253,-0.0009955568403782155,-0.0006752444856742449,-0.0003203123547039705,0.0,0.0,0.0,0.004239310194557551,0.0018897941150087438,0.002349516079548807,0.47297297297297297,0.3741496598639456,0.09882331310902737,alpha_only
atr_pct,P4_BREAKOUT_TOP20,3m,738,0.9797297297297297,0.9523809523809523,0.027348777348777387,-0.0012337690757507284,-0.00043413584725245037,-0.000799633228498278,0.0,0.0,0.0,0.005333631361754178,0.0010670982731486854,0.004266533088605492,0.4527027027027027,0.38095238095238093,0.07175032175032175,dual_use_candidate
atr_pct_rank,P4_BREAKOUT_TOP20,3m,738,0.9459459459459459,0.9659863945578231,-0.02004044861187715,-0.0012016813262581945,-0.0004789227226208497,-0.0007227586036373447,0.0,0.0,0.0,0.004852593959473967,0.00121850452929117,0.003634089430182797,0.4527027027027027,0.38095238095238093,0.07175032175032175,alpha_only
volatility_ratio_short_long,P4_BREAKOUT_TOP20,3m,735,0.972972972972973,0.9319727891156463,0.04100018385732673,-0.0009484282627570669,-0.0007554144849574199,-0.00019301377779964708,0.0,0.0,0.0,0.003985066648290623,0.001927674349567575,0.002057392298723048,0.47297297297297297,0.4421768707482993,0.03079610222467366,dual_use_candidate
atr_percentile_200,P4_BREAKOUT_TOP20,3m,738,0.972972972972973,0.9455782312925171,0.02739474168045597,-0.000986519311806448,-0.0006707921014618034,-0.0003157272103446446,0.0,0.0,0.0,0.0035750407682169413,0.0018103386714345819,0.0017647020967823594,0.4189189189189189,0.4013605442176871,0.017558374701231838,dual_use_candidate
prior_5m_range_pct,P4_BREAKOUT_TOP20,3m,738,0.9324324324324325,0.9795918367346939,-0.0471594043022614,-0.0013047075947850999,-0.0003946837795943592,-0.0009100238151907407,0.0,0.0,0.0,0.005275236440772671,0.001083342871533495,0.004191893569239176,0.6013513513513513,0.3469387755102041,0.25441257584114724,alpha_only
prior_15m_range_pct,P4_BREAKOUT_TOP20,3m,738,0.9256756756756757,0.9795918367346939,-0.0539161610590182,-0.0013818648903249136,-0.0003869597194376993,-0.0009949051708872145,0.0,0.0,0.0,0.005004480599626748,0.0012798338550059503,0.0037246467446207976,0.5878378378378378,0.35374149659863946,0.23409634123919837,alpha_only
prior_30m_range_pct,P4_BREAKOUT_TOP20,3m,738,0.9459459459459459,0.9795918367346939,-0.03364589078874791,-0.0013893203402498345,-0.00035532299777446595,-0.0010339973424753684,0.0,0.0,0.0,0.005013285112409509,0.0013027589555833178,0.0037105261568261914,0.581081081081081,0.3945578231292517,0.18652325795182934,alpha_only
prior_5m_return,P4_BREAKOUT_TOP20,3m,738,0.918918918918919,0.9659863945578231,-0.04706747563890412,-0.001204797212366989,-0.0007811161435883606,-0.0004236810687786285,0.0,0.0,0.0,0.004800600290792903,0.002460825576008938,0.0023397747147839653,0.6418918918918919,0.35374149659863946,0.2881503952932524,alpha_only
prior_15m_return,P4_BREAKOUT_TOP20,3m,738,0.9324324324324325,0.9659863945578231,-0.033553962125390635,-0.0012727910146336885,-0.0006683548424548851,-0.0006044361721788034,0.0,0.0,0.0,0.004705775338571971,0.0022027595537782436,0.0025030157847937278,0.581081081081081,0.3469387755102041,0.23414230557087695,alpha_only
prior_30m_return,P4_BREAKOUT_TOP20,3m,738,0.9324324324324325,0.9591836734693877,-0.026751241036955253,-0.0013053720799223452,-0.0006879108147631224,-0.0006174612651592227,0.0,0.0,0.0,0.004618758304270661,0.0019052262008460309,0.0027135321034246302,0.5743243243243243,0.3333333333333333,0.24099099099099103,alpha_only
prior_5m_lower_wick_ratio,P4_BREAKOUT_TOP20,3m,737,0.9797297297297297,0.9251700680272109,0.0545596617025188,-0.0007247110900553418,-0.000755881588913247,3.117049885790514e-05,0.0,0.0,0.0,0.002442429730719829,0.0025866272868273407,-0.0001441975561075116,0.36486486486486486,0.4421768707482993,-0.07731200588343445,path_safety_only
prior_15m_lower_wick_ratio,P4_BREAKOUT_TOP20,3m,737,0.9527027027027027,0.9387755102040817,0.013927192498621066,-0.0007465433518567729,-0.0009785653886250796,0.00023202203676830674,0.0,0.0,0.0,0.0024150441872689706,0.0030524289295224914,-0.0006373847422535208,0.3716216216216216,0.46258503401360546,-0.09096341239198386,path_safety_only
breakout_score_quantile,P4_BREAKOUT_TOP20,3m,738,0.9594594594594594,0.9319727891156463,0.027486670343813135,-0.0008748523909723859,-0.0006973809636382489,-0.00017747142733413705,0.0,0.0,0.0,0.003586386664478971,0.0023508286766802384,0.0012355579877987325,0.4527027027027027,0.41496598639455784,0.037736716308144846,dual_use_candidate
momentum_score_quantile,P4_BREAKOUT_TOP20,3m,738,0.972972972972973,0.9523809523809523,0.0205920205920207,-0.0010554638623161818,-0.0005630988007543776,-0.0004923650615618042,0.0,0.0,0.0,0.004790128711934054,0.0017879812735932291,0.0030021474383408247,0.5067567567567568,0.4557823129251701,0.050974443831586724,dual_use_candidate
range_atr,P4_BREAKOUT_TOP20,5m,738,0.9391891891891891,0.9591836734693877,-0.019994484280198566,-0.0010556713148458451,-0.0007106840450731081,-0.0003449872697727371,0.0,0.0,0.0,0.007011210971325395,0.00266712635530807,0.004344084616017325,0.6824324324324325,0.6258503401360545,0.056582092296378006,alpha_only
atr_pct,P4_BREAKOUT_TOP20,5m,738,0.972972972972973,0.9455782312925171,0.02739474168045597,-0.0012764633009145717,-0.0004516760635052776,-0.000824787237409294,0.0,0.0,0.0,0.007923170485372649,0.001854730444741603,0.006068440040631045,0.6418918918918919,0.6258503401360545,0.016041551755837435,dual_use_candidate
atr_pct_rank,P4_BREAKOUT_TOP20,5m,738,0.9391891891891891,0.9523809523809523,-0.013191763191763184,-0.001244415550762323,-0.0005101721261063606,-0.0007342434246559623,0.0,0.0,0.0,0.007247758424495234,0.0022234142794406793,0.005024344145054555,0.6148648648648649,0.6462585034013606,-0.03139363853649568,alpha_only
volatility_ratio_short_long,P4_BREAKOUT_TOP20,5m,735,0.972972972972973,0.9183673469387755,0.054605626034197496,-0.000991178320883365,-0.000770589297888447,-0.0002205890229949179,0.0,0.0,0.0,0.006392495109151981,0.002960409129857692,0.0034320859792942885,0.6756756756756757,0.6802721088435374,-0.004596433167861735,dual_use_candidate
atr_percentile_200,P4_BREAKOUT_TOP20,5m,738,0.9594594594594594,0.9251700680272109,0.03428939143224852,-0.0010595585487109393,-0.0006968869000224947,-0.0003626716486884446,0.0,0.0,0.0,0.0057564061751359695,0.0027445370903731703,0.003011869084762799,0.6554054054054054,0.6190476190476191,0.036357786357786304,dual_use_candidate
prior_5m_range_pct,P4_BREAKOUT_TOP20,5m,738,0.9054054054054054,0.9727891156462585,-0.0673837102408531,-0.0013551988665826457,-0.00042503336656428295,-0.0009301655000183627,0.0,0.0,0.0,0.007098841714311284,0.002157611249686146,0.004941230464625138,0.722972972972973,0.6190476190476191,0.10392535392535396,alpha_only
prior_15m_range_pct,P4_BREAKOUT_TOP20,5m,738,0.9121621621621622,0.9795918367346939,-0.06742967457253168,-0.001415426329696175,-0.0004134803991363517,-0.0010019459305598234,0.0,0.0,0.0,0.006918309898590937,0.0025902487558956645,0.0043280611426952725,0.7297297297297297,0.6326530612244898,0.09707666850523988,alpha_only
prior_30m_range_pct,P4_BREAKOUT_TOP20,5m,738,0.9256756756756757,0.9795918367346939,-0.0539161610590182,-0.0014446582056824163,-0.0003735613938015292,-0.001071096811880887,0.0,0.0,0.0,0.006991239905863652,0.0025379488589898176,0.0044532910468738345,0.7162162162162162,0.6462585034013606,0.06995771281485563,alpha_only
prior_5m_return,P4_BREAKOUT_TOP20,5m,738,0.8851351351351351,0.9659863945578231,-0.080851259422688,-0.001260878832556802,-0.0008238484816382223,-0.0004370303509185796,0.0,0.0,0.0,0.006454238619312676,0.003976867360090826,0.0024773712592218496,0.7364864864864865,0.6394557823129252,0.0970307041735613,alpha_only
prior_15m_return,P4_BREAKOUT_TOP20,5m,738,0.9054054054054054,0.9659863945578231,-0.06058098915241772,-0.001326601970353977,-0.000722779748979487,-0.00060382222137449,0.0,0.0,0.0,0.00640600779323081,0.004075061977193787,0.0023309458160370227,0.7094594594594594,0.6122448979591837,0.09721456150027574,alpha_only
prior_30m_return,P4_BREAKOUT_TOP20,5m,738,0.9054054054054054,0.9591836734693877,-0.05377826806398234,-0.001363020279868701,-0.0007009782300313523,-0.0006620420498373488,0.0,0.0,0.0,0.006586354042192949,0.003763071316640622,0.002823282725552327,0.7027027027027027,0.6054421768707483,0.09726052583195444,alpha_only
prior_5m_lower_wick_ratio,P4_BREAKOUT_TOP20,5m,737,0.972972972972973,0.9183673469387755,0.054605626034197496,-0.0007495256752540102,-0.0007909410704208381,4.141539516682791e-05,0.0,0.0,0.0,0.004151610540606197,0.003920214187776214,0.00023139635282998314,0.6554054054054054,0.6530612244897959,0.002344180915609506,dual_use_candidate
prior_15m_lower_wick_ratio,P4_BREAKOUT_TOP20,5m,737,0.9527027027027027,0.9319727891156463,0.020729913587056448,-0.0007817924264531324,-0.001003556723487,0.0002217642970338676,0.0,0.0,0.0,0.004100129826981577,0.0044894059299932084,-0.0003892761030116314,0.6013513513513513,0.6598639455782312,-0.05851259422687993,path_safety_only
breakout_score_quantile,P4_BREAKOUT_TOP20,5m,738,0.9459459459459459,0.9115646258503401,0.034381320095605794,-0.0009270088093296521,-0.0007503343073324871,-0.000176674501997165,0.0,0.0,0.0,0.005827009117006469,0.0034579445655193468,0.002369064551487122,0.6554054054054054,0.6394557823129252,0.01594962309248016,dual_use_candidate
momentum_score_quantile,P4_BREAKOUT_TOP20,5m,738,0.9594594594594594,0.9523809523809523,0.007078507078507101,-0.0010957592506665953,-0.0005957381905531279,-0.0005000210601134674,0.0,0.0,0.0,0.00737181179741104,0.002852059006322946,0.004519752791088094,0.6756756756756757,0.6938775510204082,-0.0182018753447325,dual_use_candidate
range_atr,P4_BREAKOUT_TOP20,15m,738,0.9391891891891891,0.9591836734693877,-0.019994484280198566,-0.0011874914730248417,-0.0007232179814355579,-0.0004642734915892838,0.0,0.0,0.0,0.021439289842944253,0.007205958387240314,0.014233331455703938,0.918918918918919,0.9591836734693877,-0.04026475455046874,alpha_only
atr_pct,P4_BREAKOUT_TOP20,15m,738,0.972972972972973,0.9319727891156463,0.04100018385732673,-0.0013704157443840432,-0.00047209615929665456,-0.0008983195850873885,0.0,0.0,0.0,0.024322107834504,0.005060393948794331,0.01926171388570967,0.972972972972973,0.9183673469387755,0.054605626034197496,dual_use_candidate
atr_pct_rank,P4_BREAKOUT_TOP20,15m,738,0.9391891891891891,0.9387755102040817,0.0004136789851074685,-0.0014261633129527863,-0.0005438978301427211,-0.0008822654828100653,0.0,0.0,0.0,0.022848470865322545,0.0064464514581353905,0.016402019407187156,0.9391891891891891,0.9183673469387755,0.020821842250413614,dual_use_candidate
volatility_ratio_short_long,P4_BREAKOUT_TOP20,15m,735,0.972972972972973,0.9047619047619048,0.06821106821106826,-0.00115799356067379,-0.0008053073205655456,-0.0003526862401082443,0.0,0.0,0.0,0.021625426537892158,0.0074151685309344515,0.014210258006957705,0.972972972972973,0.8979591836734694,0.07501378929950364,dual_use_candidate
atr_percentile_200,P4_BREAKOUT_TOP20,15m,738,0.9594594594594594,0.9115646258503401,0.04789483360911928,-0.0011470327850978354,-0.000721861375628787,-0.0004251714094690483,0.0,0.0,0.0,0.019180463247225138,0.007837571746462218,0.01134289150076292,0.9594594594594594,0.9047619047619048,0.05469755469755466,dual_use_candidate
prior_5m_range_pct,P4_BREAKOUT_TOP20,15m,738,0.9054054054054054,0.9591836734693877,-0.05377826806398234,-0.001477228257849937,-0.0004420591786861735,-0.0010351690791637635,0.0,0.0,0.0,0.017986512921286203,0.008573525188174464,0.009412987733111739,0.8851351351351351,0.9591836734693877,-0.07404853833425262,alpha_only
prior_15m_range_pct,P4_BREAKOUT_TOP20,15m,738,0.9121621621621622,0.9659863945578231,-0.05382423239566092,-0.0015317186892924877,-0.0004260990855947837,-0.001105619603697704,0.0,0.0,0.0,0.01759750882070422,0.007922927076845101,0.00967458174385912,0.8918918918918919,0.9659863945578231,-0.0740945026659312,alpha_only
prior_30m_range_pct,P4_BREAKOUT_TOP20,15m,738,0.9256756756756757,0.9659863945578231,-0.040310718882147434,-0.0015612937120872135,-0.00038618008025996124,-0.0011751136318272522,0.0,0.0,0.0,0.018367594671816978,0.007477985623184981,0.010889609048631996,0.9054054054054054,0.9659863945578231,-0.06058098915241772,alpha_only
prior_5m_return,P4_BREAKOUT_TOP20,15m,738,0.8851351351351351,0.9591836734693877,-0.07404853833425262,-0.0013777940356746357,-0.0008819271042040468,-0.0004958669314705889,0.0,0.0,0.0,0.014543645831504713,0.01449097830302853,5.2667528476183986e-05,0.8581081081081081,0.9591836734693877,-0.1010755653612796,alpha_only
prior_15m_return,P4_BREAKOUT_TOP20,15m,738,0.9054054054054054,0.9659863945578231,-0.06058098915241772,-0.0014244058316296771,-0.0008529533554554714,-0.0005714524761742057,0.0,0.0,0.0,0.01551330259774871,0.01527831880604278,0.00023498379170592935,0.8851351351351351,0.9659863945578231,-0.080851259422688,alpha_only
prior_30m_return,P4_BREAKOUT_TOP20,15m,738,0.9054054054054054,0.9591836734693877,-0.05377826806398234,-0.001459484596649077,-0.0008318627547308572,-0.0006276218419182198,0.0,0.0,0.0,0.015669921735482276,0.015177749480009927,0.0004921722554723489,0.8851351351351351,0.9591836734693877,-0.07404853833425262,alpha_only
prior_5m_lower_wick_ratio,P4_BREAKOUT_TOP20,15m,737,0.972972972972973,0.9047619047619048,0.06821106821106826,-0.0008229970852078546,-0.0008652620220759198,4.2264936868065196e-05,0.0,0.0,0.0,0.012516140204900997,0.009933967064450846,0.0025821731404501516,0.972972972972973,0.8979591836734694,0.07501378929950364,dual_use_candidate
prior_15m_lower_wick_ratio,P4_BREAKOUT_TOP20,15m,737,0.9527027027027027,0.9251700680272109,0.02753263467549183,-0.0008798317172912784,-0.0010221306186644482,0.0001422989013731698,0.0,0.0,0.0,0.012882684175807084,0.01115269276287789,0.0017299914129291945,0.9527027027027027,0.9047619047619048,0.047940797940797975,dual_use_candidate
breakout_score_quantile,P4_BREAKOUT_TOP20,15m,738,0.9459459459459459,0.9047619047619048,0.041184041184041176,-0.001026608516137702,-0.000795403048200968,-0.00023120546793673402,0.0,0.0,0.0,0.020902760630852966,0.008634557534349158,0.012268203096503809,0.9391891891891891,0.9047619047619048,0.03442728442728438,dual_use_candidate
momentum_score_quantile,P4_BREAKOUT_TOP20,15m,738,0.9594594594594594,0.9387755102040817,0.020683949255377754,-0.001281083911571754,-0.0006204862088549156,-0.0006605977027168384,0.0,0.0,0.0,0.021996466088401855,0.008062561316881805,0.01393390477152005,0.9594594594594594,0.9251700680272109,0.03428939143224852,dual_use_candidate
range_atr,P4_BREAKOUT_TOP20,30m,738,0.9324324324324325,0.9591836734693877,-0.026751241036955253,-0.0015105895137331328,-0.0009181865407729407,-0.000592402972960192,0.006756756756756757,0.0,-0.006756756756756757,0.024368619561518298,0.009890507946388856,0.014478111615129442,0.918918918918919,0.9591836734693877,-0.04026475455046874,alpha_only
atr_pct,P4_BREAKOUT_TOP20,30m,738,0.972972972972973,0.9319727891156463,0.04100018385732673,-0.001425233796059731,-0.0005142514063047279,-0.0009109823897550032,0.0,0.0,0.0,0.02824711481227985,0.006676380587758085,0.021570734224521767,0.972972972972973,0.9183673469387755,0.054605626034197496,dual_use_candidate
atr_pct_rank,P4_BREAKOUT_TOP20,30m,738,0.9324324324324325,0.9387755102040817,-0.006343077771649219,-0.001877540958253154,-0.0005725357488401612,-0.0013050052094129927,0.006756756756756757,0.0,-0.006756756756756757,0.02678656683599299,0.008024861293011066,0.018761705542981927,0.9391891891891891,0.9183673469387755,0.020821842250413614,alpha_only
volatility_ratio_short_long,P4_BREAKOUT_TOP20,30m,735,0.9662162162162162,0.9047619047619048,0.06145431145431146,-0.0014605753670411494,-0.0009306932666123754,-0.000529882100428774,0.006756756756756757,0.0,-0.006756756756756757,0.02429177347955498,0.0095165535654926,0.014775219914062382,0.972972972972973,0.8979591836734694,0.07501378929950364,dual_use_candidate
atr_percentile_200,P4_BREAKOUT_TOP20,30m,738,0.9594594594594594,0.9115646258503401,0.04789483360911928,-0.001184834955485983,-0.0007602355560530769,-0.000424599399432906,0.0,0.0,0.0,0.022427678015535635,0.010104438079531075,0.01232323993600456,0.9594594594594594,0.9047619047619048,0.05469755469755466,dual_use_candidate
prior_5m_range_pct,P4_BREAKOUT_TOP20,30m,738,0.9054054054054054,0.9591836734693877,-0.05377826806398234,-0.0015711629760223904,-0.0004812024514120966,-0.0010899605246102939,0.0,0.0,0.0,0.021347456661931462,0.010268515788916919,0.011078940873014543,0.8851351351351351,0.9591836734693877,-0.07404853833425262,alpha_only
prior_15m_range_pct,P4_BREAKOUT_TOP20,30m,738,0.9121621621621622,0.9659863945578231,-0.05382423239566092,-0.0015866852628154365,-0.00042984311582799933,-0.0011568421469874371,0.0,0.0,0.0,0.0210362834546525,0.009483409702476289,0.01155287375217621,0.8918918918918919,0.9659863945578231,-0.0740945026659312,alpha_only
prior_30m_range_pct,P4_BREAKOUT_TOP20,30m,738,0.9256756756756757,0.9659863945578231,-0.040310718882147434,-0.0016389815911788412,-0.0004189346616468027,-0.0012200469295320384,0.0,0.0,0.0,0.022045280744968924,0.009025976348202342,0.013019304396766582,0.9054054054054054,0.9659863945578231,-0.06058098915241772,alpha_only
prior_5m_return,P4_BREAKOUT_TOP20,30m,738,0.8851351351351351,0.9591836734693877,-0.07404853833425262,-0.0014534303499444223,-0.0009655070754795734,-0.0004879232744648489,0.0,0.0,0.0,0.017737688559415796,0.017919954320750952,-0.00018226576133515554,0.8581081081081081,0.9591836734693877,-0.1010755653612796,invalid_or_sparse
prior_15m_return,P4_BREAKOUT_TOP20,30m,738,0.9054054054054054,0.9591836734693877,-0.05377826806398234,-0.0014762156388956082,-0.0012062568558462129,-0.00026995878304939534,0.0,0.006802721088435374,0.006802721088435374,0.01879993903123706,0.018124261189025888,0.0006756778422111719,0.8851351351351351,0.9659863945578231,-0.080851259422688,dual_use_candidate
prior_30m_return,P4_BREAKOUT_TOP20,30m,738,0.9054054054054054,0.9523809523809523,-0.046975546975546956,-0.0015392461514280426,-0.0011862790319705563,-0.00035296711945748626,0.0,0.006802721088435374,0.006802721088435374,0.01883897284911586,0.017947410925030133,0.0008915619240857271,0.8851351351351351,0.9591836734693877,-0.07404853833425262,dual_use_candidate
prior_5m_lower_wick_ratio,P4_BREAKOUT_TOP20,30m,737,0.9662162162162162,0.9047619047619048,0.06145431145431146,-0.0013649441666333303,-0.0009593949199530933,-0.00040554924668023695,0.006756756756756757,0.0,-0.006756756756756757,0.01539088264365001,0.012143017276273267,0.0032478653673767427,0.972972972972973,0.8979591836734694,0.07501378929950364,dual_use_candidate
prior_15m_lower_wick_ratio,P4_BREAKOUT_TOP20,30m,737,0.9459459459459459,0.9251700680272109,0.02077587791873503,-0.0014432182850737897,-0.0010561311295557171,-0.00038708715551807253,0.006756756756756757,0.0,-0.006756756756756757,0.015092841405141645,0.01368957133900528,0.0014032700661363653,0.9527027027027027,0.9047619047619048,0.047940797940797975,dual_use_candidate
breakout_score_quantile,P4_BREAKOUT_TOP20,30m,738,0.9391891891891891,0.9047619047619048,0.03442728442728438,-0.001324003035596809,-0.0008764412606094366,-0.0004475617749873723,0.006756756756756757,0.0,-0.006756756756756757,0.02445501039032126,0.010677959911990845,0.013777050478330416,0.9391891891891891,0.9047619047619048,0.03442728442728438,dual_use_candidate
momentum_score_quantile,P4_BREAKOUT_TOP20,30m,738,0.9527027027027027,0.9387755102040817,0.013927192498621066,-0.0017303882900599056,-0.0006789064081610476,-0.0010514818818988581,0.006756756756756757,0.0,-0.006756756756756757,0.025650146278764458,0.010154120265409598,0.01549602601335486,0.9594594594594594,0.9251700680272109,0.03428939143224852,dual_use_candidate
range_atr,P4_BREAKOUT_TOP20,60m,738,0.9324324324324325,0.9591836734693877,-0.026751241036955253,-0.0020593874827475305,-0.0015612057099096328,-0.0004981817728378977,0.006756756756756757,0.0,-0.006756756756756757,0.02698831035580175,0.011887115489956602,0.015101194865845149,0.918918918918919,0.9591836734693877,-0.04026475455046874,alpha_only
atr_pct,P4_BREAKOUT_TOP20,60m,738,0.972972972972973,0.9319727891156463,0.04100018385732673,-0.0020895660046379777,-0.0008739865807813462,-0.0012155794238566315,0.0,0.0,0.0,0.0317155241154109,0.00799826180963508,0.023717262305775817,0.972972972972973,0.9183673469387755,0.054605626034197496,dual_use_candidate
atr_pct_rank,P4_BREAKOUT_TOP20,60m,738,0.9324324324324325,0.9387755102040817,-0.006343077771649219,-0.002356686498733519,-0.0011570405523835105,-0.0011996459463500086,0.006756756756756757,0.0,-0.006756756756756757,0.030066026458466,0.009425565892939393,0.020640460565526608,0.9391891891891891,0.9183673469387755,0.020821842250413614,alpha_only
volatility_ratio_short_long,P4_BREAKOUT_TOP20,60m,735,0.9662162162162162,0.9047619047619048,0.06145431145431146,-0.0019179448263366818,-0.0014869680156329196,-0.00043097681070376217,0.006756756756756757,0.0,-0.006756756756756757,0.027003778090388394,0.011399540916467471,0.015604237173920923,0.972972972972973,0.8979591836734694,0.07501378929950364,dual_use_candidate
atr_percentile_200,P4_BREAKOUT_TOP20,60m,738,0.9594594594594594,0.9115646258503401,0.04789483360911928,-0.0016582389183337038,-0.0012629598508394563,-0.0003952790674942475,0.0,0.0,0.0,0.025307932072269352,0.011586281651959358,0.013721650420309994,0.9594594594594594,0.9047619047619048,0.05469755469755466,dual_use_candidate
prior_5m_range_pct,P4_BREAKOUT_TOP20,60m,738,0.9054054054054054,0.9591836734693877,-0.05377826806398234,-0.0025706722563730742,-0.0006068595687390197,-0.0019638126876340544,0.0,0.0,0.0,0.024165536577537186,0.011466304447423532,0.012699232130113654,0.8851351351351351,0.9591836734693877,-0.07404853833425262,alpha_only
prior_15m_range_pct,P4_BREAKOUT_TOP20,60m,738,0.9121621621621622,0.9659863945578231,-0.05382423239566092,-0.002458625995262682,-0.0006998715378373605,-0.0017587544574253215,0.0,0.0,0.0,0.02397214117960749,0.010797592062888503,0.013174549116718988,0.8918918918918919,0.9659863945578231,-0.0740945026659312,alpha_only
