symbol,prototype,leverage_mode,stress_case,trade_id,event_id,entry_time,exit_time,entry_price,exit_price,min_trade_price,liquidation_price,leverage,net_pnl,trade_return,equity_before,equity_after,liquidation,risk_event,reason,failure_source,forward_window,safe_for_10x,safe_for_20x,hit_liquidation_10x,hit_liquidation_20x,mae_pct,mfe_pct,atr_pct_rank,breakout_score_quantile,momentum_score_quantile,bars_after_breakout
SOLUSDT,P4_BREAKOUT_TOP20,fixed_10x,base,12,SOLUSDT_2024-02-28T10:45:00+00:00,2024-02-28 10:46:00+00:00,2024-02-28 17:31:00+00:00,112.17243,108.93121082828571,104.6,101.51604915,10.0,-1770.4525006346605,-0.2988052404791831,5925.105255167044,4154.652754532383,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0006278726421456993,0.028175996543892134,0.870121130551817,0.9629878869448183,0.7725437415881561,
SOLUSDT,P4_BREAKOUT_TOP20,fixed_10x,base,17,SOLUSDT_2024-03-14T23:30:00+00:00,2024-03-14 23:31:00+00:00,2024-03-15 08:45:00+00:00,175.1230176,167.3945144,169.227,158.486330928,10.0,-8203.150103117701,-0.4510978667603775,18184.85678513572,9981.70668201802,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0021186112772875187,0.026849596725998737,0.9427994616419919,0.9030955585464334,0.9327052489905787,
SOLUSDT,P4_BREAKOUT_TOP20,fixed_10x,base,19,SOLUSDT_2024-03-17T22:30:00+00:00,2024-03-17 22:31:00+00:00,2024-03-18 01:07:00+00:00,199.3578636,194.00734008442285,194.029,180.418866558,10.0,-2706.334840460846,-0.2782536899848361,9726.141783091296,7019.80694263045,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0009674240911157206,0.028301549274828863,0.8324360699865411,0.9919246298788694,0.9313593539703903,
SOLUSDT,P4_BREAKOUT_TOP20,fixed_10x,base,41,SOLUSDT_2024-08-14T12:30:00+00:00,2024-08-14 12:31:00+00:00,2024-08-14 15:15:00+00:00,148.12261859999998,144.9899962,145.12,134.05096983299998,10.0,-13465.142663683291,-0.2213827124036527,60822.91845413817,47357.77579045488,False,,fixed_10x,L2_extreme_trade_loss,60m,True,False,False,False,-0.005985707033672405,0.027054486599523475,0.7792732166890982,0.9199192462987887,0.6285329744279946,
SOLUSDT,P4_BREAKOUT_TOP20,fixed_10x,base,74,SOLUSDT_2025-01-22T13:15:00+00:00,2025-01-22 13:16:00+00:00,2025-01-22 18:45:00+00:00,259.60191000000003,253.679254,254.05,234.93972855000004,10.0,-761597.1207903195,-0.2380297040957844,3199588.5710291388,2437991.4502388192,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.007711460982702367,0.02040851702516333,0.7335127860026918,0.9448183041722745,0.8075370121130552,
SOLUSDT,P4_BREAKOUT_TOP20,fixed_10x,base,76,SOLUSDT_2025-02-10T13:45:00+00:00,2025-02-10 13:46:00+00:00,2025-02-10 19:45:00+00:00,205.361064,201.199752,201.29,185.85176292,10.0,-494628.55763371335,-0.2125326156276639,2327306.593263095,1832678.0356293817,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0059946319717159025,0.017232750605538305,0.6164199192462988,0.9656796769851952,0.6083445491251682,
SOLUSDT,P4_BREAKOUT_TOP20,fixed_10x,base,89,SOLUSDT_2025-05-12T07:00:00+00:00,2025-05-12 07:01:00+00:00,2025-05-12 17:45:00+00:00,177.065406,172.01559,173.17,160.24419243,10.0,-13243759.78725034,-0.2950523547213956,44886134.86835519,31642375.081104852,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.013867225989925958,0.016573502788003625,0.7442799461641992,0.9246298788694481,0.531628532974428,
SOLUSDT,P4_BREAKOUT_TOP20,fixed_10x,base,91,SOLUSDT_2025-05-21T14:45:00+00:00,2025-05-21 14:46:00+00:00,2025-05-21 17:15:00+00:00,170.574108,167.026588,170.35,154.36956774,10.0,-7772080.075409319,-0.2178713048289833,35672802.71952272,27900722.644113403,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.001313845358054011,0.01809120995080926,0.5067294751009421,0.9232839838492598,0.4576043068640646,
SOLUSDT,P4_BREAKOUT_TOP20,fixed_10x,base,126,SOLUSDT_2025-12-10T20:00:00+00:00,2025-12-10 20:01:00+00:00,2025-12-11 00:30:00+00:00,138.147624,134.153164,135.26,125.02359972,10.0,-126200056.04271676,-0.2989997420440617,422074130.1646991,295874074.12198234,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.006280412032276472,0.03201195845395066,0.9246298788694481,0.9327052489905787,0.27994616419919244,
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_5x_12x_v1,base,14,ETHUSDT_2024-02-20T13:30:00+00:00,2024-02-20 13:31:00+00:00,2024-02-20 14:40:00+00:00,2970.804042,2923.451377620171,2918.9200000000005,2738.09105871,12.0,-1101.9212347556993,-0.2031764790077898,5423.468504508593,4321.547269752893,False,,all_raise_conditions_met,L2_extreme_trade_loss,60m,True,True,False,False,-0.004767746980196219,0.01308600548888017,0.57981220657277,0.9256651017214398,0.7143974960876369,
ETHUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_5x_12x_v1,base,189,ETHUSDT_2026-04-11T18:30:00+00:00,2026-04-11 18:31:00+00:00,2026-04-12 01:30:00+00:00,2265.70305,2225.844742,2263.8,2088.22297775,12.0,-2012386.6146620028,-0.2229987653289332,9024205.186489,7011818.571826998,False,,all_raise_conditions_met,L2_extreme_trade_loss,60m,True,True,False,False,-0.0008399379609785873,0.02749563761235163,0.4757433489827856,0.8974960876369327,0.5125195618153364,
BNBUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,2,BNBUSDT_2024-01-03T06:15:00+00:00,2024-01-03 06:16:00+00:00,2024-01-03 12:00:00+00:00,318.203628,298.270334,315.41,280.01919263999997,8.0,-550.2542109952318,-0.5088950395248163,1081.2724987632712,531.0182877680394,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0015512959519116132,0.010862138881710282,0.5165876777251185,0.8952080042127436,0.6329647182727751,
BNBUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,20,BNBUSDT_2024-03-15T23:45:00+00:00,2024-03-15 23:46:00+00:00,2024-03-16 11:15:00+00:00,621.684312,603.799216,606.35,547.08219456,8.0,-781.8830364895664,-0.2380351237043919,3284.7380853783634,2502.855048888797,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0066984350732659514,0.039257365078885886,0.990521327014218,0.856766719325961,0.9736703528172722,
BNBUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,base,2,BNBUSDT_2024-01-03T06:15:00+00:00,2024-01-03 06:16:00+00:00,2024-01-03 12:00:00+00:00,318.203628,298.270334,315.41,293.27767714,12.0,-802.1167825407389,-0.7633425592872244,1050.7953117270445,248.6785291863056,False,,all_raise_conditions_met,L2_extreme_trade_loss,60m,True,True,False,False,-0.0015512959519116132,0.010862138881710282,0.5165876777251185,0.8952080042127436,0.6329647182727751,
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_10x,base,2,BNBUSDT_2024-01-03T06:15:00+00:00,2024-01-03 06:16:00+00:00,2024-01-03 12:00:00+00:00,318.203628,298.270334,315.41,287.97428334,10.0,-700.7425048285444,-0.6361187994060202,1101.590623454089,400.84811862554454,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0015512959519116132,0.010862138881710282,0.5165876777251185,0.8952080042127436,0.6329647182727751,
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_10x,base,21,BNBUSDT_2024-03-15T18:45:00+00:00,2024-03-15 18:46:00+00:00,2024-03-15 20:40:00+00:00,609.2518259999999,584.7512809205142,583.01,551.3729025299999,10.0,-1937.6342068241763,-0.4119404417336287,4703.675605798133,2766.0413989739563,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.012723517056803968,0.00931991297798751,0.9968404423380727,0.41758820431806215,0.9268035808320169,
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_10x,base,22,BNBUSDT_2024-03-15T23:30:00+00:00,2024-03-15 23:31:00+00:00,2024-03-16 11:15:00+00:00,617.183412,603.799216,606.35,558.55098786,10.0,-627.2022825561547,-0.226750865980824,2766.0413989739563,2138.8391164178015,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0008966734835057499,0.04683630090822999,0.9789362822538178,0.5381779884149552,0.9120589784096893,
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_10x,base,83,BNBUSDT_2024-11-17T07:15:00+00:00,2024-11-17 07:16:00+00:00,2024-11-17 16:07:00+00:00,638.007576,621.9617301990857,621.18,577.39685628,10.0,-4089.1190608853,-0.2613735491757525,15644.731740378593,11555.612679493292,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.001014997351692859,0.016132134456033453,0.9599789362822538,0.6355976829910479,0.9025803054239073,
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_10x,base,104,BNBUSDT_2025-02-09T08:15:00+00:00,2025-02-09 08:16:00+00:00,2025-02-09 12:08:00+00:00,638.1276,625.0704180514286,617.91,577.505478,10.0,-4910.200728284619,-0.2145147923016822,22889.800165291967,17979.599437007346,False,,fixed_10x,L2_extreme_trade_loss,60m,False,False,False,False,-0.00794135843677668,0.013700081300354272,0.9104791995787257,0.19062664560294892,0.9131121642969984,
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_10x,base,171,BNBUSDT_2025-10-13T06:15:00+00:00,2025-10-13 06:16:00+00:00,2025-10-13 11:15:00+00:00,1318.0635599999998,1273.365276,1296.44,1192.8475218,10.0,-796880.8554195517,-0.3489512935021118,2283644.939160339,1486764.083740787,False,,fixed_10x,L2_extreme_trade_loss,60m,True,False,False,False,-0.005981168313309415,0.020428787212659394,0.9378620326487626,0.7993680884676145,0.9515534491837809,
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_10x,base,223,BNBUSDT_2026-06-01T09:30:00+00:00,2026-06-01 09:31:00+00:00,2026-06-01 13:55:00+00:00,694.8089339999999,679.5272870703428,679.66,628.8020852699999,10.0,-1878408.0580266635,-0.2298303067040335,8173021.5869467715,6294613.528920108,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0006173409393723794,0.05266349381742419,0.9220642443391258,0.9626119010005266,0.45813586097946285,
BTCUSDT,P4_BREAKOUT_TOP20,fixed_10x,base,4,BTCUSDT_2024-01-11T14:00:00+00:00,2024-01-11 14:01:00+00:00,2024-01-11 16:00:00+00:00,47330.064119999995,46099.07834000001,46488.1,42833.7080286,10.0,-491.3545383511668,-0.2699553391667766,1820.1326925696076,1328.7781542184407,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0004809653319352014,0.03586379844524079,0.9274469541409993,0.8316221765913757,0.9158110882956879,
BTCUSDT,P4_BREAKOUT_TOP20,fixed_10x,base,23,BTCUSDT_2024-04-04T17:45:00+00:00,2024-04-04 17:46:00+00:00,2024-04-05 05:15:00+00:00,68096.51658,66659.96534000001,67291.3,61627.3475049,10.0,-7952.884621718739,-0.2208526304268684,36009.91578115797,28057.031159439233,False,,fixed_10x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0003468103977426473,0.018109346585317043,0.7665982203969883,0.9500342231348392,0.9089664613278576,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,4,SOLUSDT_2024-01-10T23:00:00+00:00,2024-01-10 23:01:00+00:00,2024-01-11 06:00:00+00:00,103.1236206,98.2213518,99.0,90.748786128,8.0,-642.3296571302977,-0.3881121517721423,1655.0104246862247,1012.680767555927,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.01832383879663746,0.023819755219106398,0.9986541049798116,0.382907133243607,0.9569313593539704,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,5,SOLUSDT_2024-01-11T12:30:00+00:00,2024-01-11 12:31:00+00:00,2024-01-11 15:30:00+00:00,104.990994,101.5726814,101.987,92.39207472,8.0,-271.7376660471069,-0.2683349726320341,1012.680767555927,740.9431015088201,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0029430524298112992,0.021039957008122112,0.9078061911170928,0.7611036339165546,0.9656796769851952,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,7,SOLUSDT_2024-01-14T16:00:00+00:00,2024-01-14 16:01:00+00:00,2024-01-14 19:30:00+00:00,99.6789318,97.13057,98.138,87.717459984,8.0,-150.54091246397195,-0.2124233478914544,708.6834566833792,558.1425442194072,False,,fixed_8x,L2_extreme_trade_loss,60m,True,False,False,False,-0.004543907040544748,0.03280601167116437,0.7819650067294751,0.18304172274562583,0.6870794078061911,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,8,SOLUSDT_2024-01-17T11:15:00+00:00,2024-01-17 11:16:00+00:00,2024-01-17 16:18:00+00:00,101.5323024,98.60836249666286,98.407,89.34842611200001,8.0,-132.98851513067504,-0.2382698049235195,558.1425442194072,425.15402908873216,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.00812847124010474,0.013115999229029507,0.8728129205921938,0.4165545087483176,0.7765814266487214,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,18,SOLUSDT_2024-02-28T10:45:00+00:00,2024-02-28 10:46:00+00:00,2024-02-28 17:31:00+00:00,112.17243,108.93121082828571,104.6,98.7117384,8.0,-633.0669961279657,-0.2390441923833465,2648.326193646817,2015.2591975188511,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0006278726421456993,0.028175996543892134,0.870121130551817,0.9629878869448183,0.7725437415881561,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,26,SOLUSDT_2024-03-14T23:00:00+00:00,2024-03-14 23:01:00+00:00,2024-03-15 08:45:00+00:00,172.84256159999998,167.3945144,169.227,152.10145420799998,8.0,-1526.813817592218,-0.2600362172831852,5871.542947148335,4344.729129556117,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.001171942825452743,0.033888865947008684,0.9623149394347241,0.3627187079407806,0.8519515477792732,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,27,SOLUSDT_2024-03-15T18:30:00+00:00,2024-03-15 18:31:00+00:00,2024-03-15 20:30:00+00:00,182.9245776,177.05658160000002,178.268,160.973628288,8.0,-1149.1889744859518,-0.2645018688664164,4344.729129556117,3195.5401550701654,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0004842301737805199,0.034579401428668444,0.9811574697173621,0.6164199192462988,0.8425302826379543,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,62,SOLUSDT_2024-07-24T17:30:00+00:00,2024-07-24 17:31:00+00:00,2024-07-24 21:15:00+00:00,181.5022932,176.4976934,177.098,159.722018016,8.0,-4555.47002340094,-0.2284753410840098,19938.56318054868,15383.09315714774,False,,fixed_8x,L2_extreme_trade_loss,60m,False,True,False,False,-0.012420191283842197,0.005496937710316452,0.8055181695827726,0.49327052489905787,0.6648721399730821,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,65,SOLUSDT_2024-08-06T05:30:00+00:00,2024-08-06 05:31:00+00:00,2024-08-06 13:46:00+00:00,140.96218679999998,136.09103457692572,136.052,124.046724384,8.0,-4850.145253751275,-0.2843133437406477,17059.154487576936,12209.009233825662,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.003633504925166231,0.020933367075148368,0.9320323014804845,0.6790040376850606,0.9454912516823688,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,89,SOLUSDT_2024-11-05T17:00:00+00:00,2024-11-05 17:01:00+00:00,2024-11-05 19:45:00+00:00,168.663726,163.937206,165.82,148.42407888,8.0,-12096.390821251802,-0.2320745821066466,52122.85943358103,40026.46861232923,False,,fixed_8x,L2_extreme_trade_loss,60m,False,False,False,False,-0.012354322114287886,0.0031795455532626082,0.765814266487214,0.30955585464333785,0.775235531628533,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,95,SOLUSDT_2024-11-13T17:00:00+00:00,2024-11-13 17:01:00+00:00,2024-11-13 20:02:00+00:00,218.513694,208.41771640405713,208.2,192.29205072,8.0,-28136.67245863385,-0.377438799827159,74546.31710231832,46409.64464368448,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.010817143569958554,0.010325696109462212,0.9798115746971736,0.5491251682368775,0.8977119784656796,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,96,SOLUSDT_2024-11-14T09:15:00+00:00,2024-11-14 09:16:00+00:00,2024-11-14 11:09:00+00:00,221.064204,215.27614015920005,215.18,194.53649952,8.0,-10087.465311554475,-0.2173570900833691,46409.64464368448,36322.17933213001,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0031855179954868307,0.008937656862799903,0.8250336473755047,0.6541049798115747,0.7173620457604307,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,119,SOLUSDT_2025-01-22T20:00:00+00:00,2025-01-22 20:01:00+00:00,2025-01-22 23:10:00+00:00,265.10301,255.8525435408571,255.62,233.2906488,8.0,-36497.45255579974,-0.2870112786999529,127163.82687509252,90666.37431929278,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0031799337170860253,0.026204870325689633,0.9340511440107672,0.7934051144010767,0.8660834454912517,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,143,SOLUSDT_2025-05-12T07:00:00+00:00,2025-05-12 07:01:00+00:00,2025-05-12 17:45:00+00:00,177.065406,172.01559,173.17,155.81755728,8.0,-251574.53611778645,-0.2360418837771165,1065804.6448880942,814230.1087703077,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.013867225989925958,0.016573502788003625,0.7442799461641992,0.9246298788694481,0.531628532974428,
SOLUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,fixed_8x,base,194,SOLUSDT_2025-12-10T20:00:00+00:00,2025-12-10 20:01:00+00:00,2025-12-11 00:30:00+00:00,138.147624,134.153164,135.26,121.56990912,8.0,-2011111.7745036497,-0.2391997936352494,8407665.173701406,6396553.399197755,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.006280412032276472,0.03201195845395066,0.9246298788694481,0.9327052489905787,0.27994616419919244,
BNBUSDT,P6_MOMENTUM_OR_BREAKOUT_TOP20,adaptive_4x_10x_v1,base,2,BNBUSDT_2024-01-03T06:15:00+00:00,2024-01-03 06:16:00+00:00,2024-01-03 12:00:00+00:00,318.203628,298.270334,315.41,287.97428334,10.0,-661.96828157503,-0.6361187994060205,1040.6362493816357,378.6679678066055,False,,all_raise_conditions_met,L2_extreme_trade_loss,60m,True,True,False,False,-0.0015512959519116132,0.010862138881710282,0.5165876777251185,0.8952080042127436,0.6329647182727751,
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,base,15,ETHUSDT_2024-02-20T13:30:00+00:00,2024-02-20 13:31:00+00:00,2024-02-20 14:40:00+00:00,2970.804042,2923.451377620171,2918.9200000000005,2738.09105871,12.0,-821.2951222406315,-0.2031764790077898,4042.274609006995,3220.979486766364,False,,all_raise_conditions_met,L2_extreme_trade_loss,60m,True,True,False,False,-0.004767746980196219,0.01308600548888017,0.57981220657277,0.9256651017214398,0.7143974960876369,
ETHUSDT,P4_BREAKOUT_TOP20,adaptive_5x_12x_v1,base,170,ETHUSDT_2026-04-11T18:30:00+00:00,2026-04-11 18:31:00+00:00,2026-04-12 01:30:00+00:00,2265.70305,2225.844742,2263.8,2088.22297775,12.0,-3883857.9470589743,-0.2229987653289332,17416499.778956667,13532641.83189769,False,,all_raise_conditions_met,L2_extreme_trade_loss,60m,True,True,False,False,-0.0008399379609785873,0.02749563761235163,0.4757433489827856,0.8974960876369327,0.5125195618153364,
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,3,SOLUSDT_2024-01-14T16:15:00+00:00,2024-01-14 16:16:00+00:00,2024-01-14 19:30:00+00:00,100.1330226,97.13057,98.138,88.117059888,8.0,-337.108696934105,-0.2477571786632553,1360.6414908053737,1023.5327938712684,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0005794551936355585,0.02812236489902986,0.8714670255720054,0.8768506056527591,0.9138627187079408,
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,12,SOLUSDT_2024-02-28T10:45:00+00:00,2024-02-28 10:46:00+00:00,2024-02-28 17:31:00+00:00,112.17243,108.93121082828571,104.6,98.7117384,8.0,-1066.512510637813,-0.2390441923833465,4461.570473661563,3395.05796302375,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0006278726421456993,0.028175996543892134,0.870121130551817,0.9629878869448183,0.7725437415881561,
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,17,SOLUSDT_2024-03-14T23:30:00+00:00,2024-03-14 23:31:00+00:00,2024-03-15 08:45:00+00:00,175.1230176,167.3945144,169.227,154.108255488,8.0,-4314.9070905401395,-0.3608782934083021,11956.682264782828,7641.775174242689,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0021186112772875187,0.026849596725998737,0.9427994616419919,0.9030955585464334,0.9327052489905787,
SOLUSDT,P4_BREAKOUT_TOP20,fixed_8x,base,19,SOLUSDT_2024-03-17T22:30:00+00:00,2024-03-17 22:31:00+00:00,2024-03-18 01:07:00+00:00,199.3578636,194.00734008442285,194.029,175.434919968,8.0,-1666.239031322097,-0.2226029519878688,7485.2512801038765,5819.01224878178,False,,fixed_8x,L2_extreme_trade_loss,60m,True,True,False,False,-0.0009674240911157206,0.028301549274828863,0.8324360699865411,0.9919246298788694,0.9313593539703903,
