trade_id,symbol,known_rate_decimal,known_rate_bp,min_known_rate_decimal,min_known_rate_bp,passes_cost_coverage_gate
FRC1_ETHUSDT_2026-01-05 16:00:00+00:00,ETHUSDT,5.085e-05,0.5085000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-08 00:00:00.001000+00:00,ETHUSDT,7.044e-05,0.7043999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-09 00:00:00.003000+00:00,ETHUSDT,6.634e-05,0.6634000000000001,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-09 16:00:00.001000+00:00,ETHUSDT,5.562e-05,0.5562,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-11 16:00:00+00:00,ETHUSDT,5.876e-05,0.5876,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-12 16:00:00+00:00,ETHUSDT,6.663e-05,0.6663,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-14 00:00:00+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-15 16:00:00.002000+00:00,ETHUSDT,9.722e-05,0.9722,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-17 00:00:00+00:00,ETHUSDT,8.371e-05,0.8371,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-19 00:00:00.007000+00:00,ETHUSDT,5.221e-05,0.5221,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-20 00:00:00.005000+00:00,ETHUSDT,8.611e-05,0.8611,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-22 08:00:00.003000+00:00,ETHUSDT,7.681e-05,0.7681,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-23 16:00:00.011000+00:00,ETHUSDT,5.045e-05,0.5045,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-25 08:00:00.011000+00:00,ETHUSDT,6.759e-05,0.6759,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-26 08:00:00.003000+00:00,ETHUSDT,6.54e-05,0.654,5e-05,0.5,False
FRC1_ETHUSDT_2026-01-27 00:00:00.002000+00:00,ETHUSDT,7.255e-05,0.7255,5e-05,0.5,False
FRC1_ETHUSDT_2026-02-05 00:00:00.011000+00:00,ETHUSDT,5.503e-05,0.5503,5e-05,0.5,False
FRC1_ETHUSDT_2026-02-07 00:00:00.003000+00:00,ETHUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_ETHUSDT_2026-02-15 08:00:00.002000+00:00,ETHUSDT,6.204e-05,0.6204,5e-05,0.5,False
FRC1_ETHUSDT_2026-02-17 00:00:00.008000+00:00,ETHUSDT,5.298e-05,0.5297999999999999,5e-05,0.5,False
FRC1_ETHUSDT_2026-02-21 16:00:00.005000+00:00,ETHUSDT,6.628e-05,0.6628,5e-05,0.5,False
FRC1_ETHUSDT_2026-02-25 16:00:00+00:00,ETHUSDT,5.753e-05,0.5753,5e-05,0.5,False
FRC1_SOLUSDT_2024-12-01 00:00:00+00:00,SOLUSDT,0.00011575,1.1575,5e-05,0.5,False
FRC1_SOLUSDT_2024-12-03 00:00:00+00:00,SOLUSDT,0.00032728,3.2728,5e-05,0.5,False
FRC1_SOLUSDT_2024-12-05 00:00:00.001000+00:00,SOLUSDT,0.00027166,2.7166,5e-05,0.5,False
FRC1_SOLUSDT_2024-12-07 00:00:00+00:00,SOLUSDT,0.00041557,4.1556999999999995,5e-05,0.5,False
FRC1_SOLUSDT_2024-12-09 00:00:00+00:00,SOLUSDT,0.00025945,2.5945,5e-05,0.5,False
FRC1_SOLUSDT_2024-12-11 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2024-12-13 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2024-12-15 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2024-12-17 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2024-12-26 08:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2024-12-28 00:00:00.001000+00:00,SOLUSDT,9.283e-05,0.9283,5e-05,0.5,False
FRC1_SOLUSDT_2024-12-29 16:00:00+00:00,SOLUSDT,6.14e-05,0.614,5e-05,0.5,False
FRC1_SOLUSDT_2024-12-31 16:00:00+00:00,SOLUSDT,6.744e-05,0.6744,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-02 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-04 16:00:00+00:00,SOLUSDT,5.813e-05,0.5813,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-05 16:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-06 16:00:00+00:00,SOLUSDT,5.815e-05,0.5815,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-08 08:00:00+00:00,SOLUSDT,9.384e-05,0.9384,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-09 08:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-13 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-16 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-18 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-18 16:00:00+00:00,SOLUSDT,5.671e-05,0.5670999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-20 16:00:00+00:00,SOLUSDT,8.924e-05,0.8924000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-21 08:00:00+00:00,SOLUSDT,9.31e-05,0.931,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-22 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-22 16:00:00+00:00,SOLUSDT,8.64e-05,0.864,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-24 00:00:00+00:00,SOLUSDT,6.903e-05,0.6902999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-26 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-27 08:00:00+00:00,SOLUSDT,5.173e-05,0.5173,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-28 00:00:00+00:00,SOLUSDT,7.942e-05,0.7941999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-29 00:00:00+00:00,SOLUSDT,8.718e-05,0.8718,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-30 08:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-01-31 16:00:00+00:00,SOLUSDT,5.524e-05,0.5524,5e-05,0.5,False
FRC1_SOLUSDT_2025-02-04 16:00:00+00:00,SOLUSDT,5.7e-05,0.5700000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-02-06 16:00:00+00:00,SOLUSDT,6.857e-05,0.6857,5e-05,0.5,False
FRC1_SOLUSDT_2025-02-08 16:00:00+00:00,SOLUSDT,5.719e-05,0.5719,5e-05,0.5,False
FRC1_SOLUSDT_2025-02-12 16:00:00.001000+00:00,SOLUSDT,7.002e-05,0.7001999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-02-14 08:00:00.001000+00:00,SOLUSDT,8.32e-05,0.8320000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-02-18 16:00:00+00:00,SOLUSDT,7.053e-05,0.7053,5e-05,0.5,False
FRC1_SOLUSDT_2025-02-21 00:00:00.001000+00:00,SOLUSDT,7.497e-05,0.7496999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-02-23 00:00:00+00:00,SOLUSDT,9.111e-05,0.9111,5e-05,0.5,False
FRC1_SOLUSDT_2025-02-24 16:00:00+00:00,SOLUSDT,6.005e-05,0.6005,5e-05,0.5,False
FRC1_SOLUSDT_2025-02-27 00:00:00.001000+00:00,SOLUSDT,7.728e-05,0.7728,5e-05,0.5,False
FRC1_SOLUSDT_2025-02-27 16:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-03-01 16:00:00.001000+00:00,SOLUSDT,7.852e-05,0.7852,5e-05,0.5,False
FRC1_SOLUSDT_2025-03-02 08:00:00+00:00,SOLUSDT,9.93e-05,0.993,5e-05,0.5,False
FRC1_SOLUSDT_2025-03-03 08:00:00+00:00,SOLUSDT,6.535e-05,0.6535000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-03-08 00:00:00+00:00,SOLUSDT,6.15e-05,0.615,5e-05,0.5,False
FRC1_SOLUSDT_2025-03-09 16:00:00+00:00,SOLUSDT,6.936e-05,0.6936,5e-05,0.5,False
FRC1_SOLUSDT_2025-03-11 08:00:00+00:00,SOLUSDT,9.198e-05,0.9198,5e-05,0.5,False
FRC1_SOLUSDT_2025-03-13 16:00:00+00:00,SOLUSDT,7.399e-05,0.7399,5e-05,0.5,False
FRC1_SOLUSDT_2025-03-14 08:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-03-16 08:00:00+00:00,SOLUSDT,5.58e-05,0.558,5e-05,0.5,False
FRC1_SOLUSDT_2025-03-19 08:00:00+00:00,SOLUSDT,7.274e-05,0.7273999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-03-23 16:00:00+00:00,SOLUSDT,5.551e-05,0.5551,5e-05,0.5,False
FRC1_SOLUSDT_2025-03-24 08:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-04-05 08:00:00+00:00,SOLUSDT,9.687e-05,0.9687,5e-05,0.5,False
FRC1_SOLUSDT_2025-04-06 08:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-04-09 16:00:00+00:00,SOLUSDT,7.621e-05,0.7621,5e-05,0.5,False
FRC1_SOLUSDT_2025-04-11 16:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-04-13 08:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-04-17 00:00:00.001000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-04-23 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-04-23 16:00:00+00:00,SOLUSDT,6.137e-05,0.6137,5e-05,0.5,False
FRC1_SOLUSDT_2025-04-27 16:00:00+00:00,SOLUSDT,5.977e-05,0.5977,5e-05,0.5,False
FRC1_SOLUSDT_2025-04-28 08:00:00.003000+00:00,SOLUSDT,5.514e-05,0.5514,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-01 08:00:00+00:00,SOLUSDT,8.433e-05,0.8433,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-06 00:00:00.002000+00:00,SOLUSDT,6.405e-05,0.6405,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-07 00:00:00.002000+00:00,SOLUSDT,8.971e-05,0.8971000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-07 16:00:00.006000+00:00,SOLUSDT,6.688e-05,0.6688,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-08 08:00:00.001000+00:00,SOLUSDT,5.832e-05,0.5831999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-10 08:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-12 08:00:00+00:00,SOLUSDT,6.886e-05,0.6886,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-14 08:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-16 08:00:00+00:00,SOLUSDT,8.483e-05,0.8482999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-18 08:00:00+00:00,SOLUSDT,7.853e-05,0.7853,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-20 00:00:00+00:00,SOLUSDT,7.217e-05,0.7216999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-21 00:00:00+00:00,SOLUSDT,6.901e-05,0.6901,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-23 00:00:00.006000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-25 00:00:00.004000+00:00,SOLUSDT,6.352e-05,0.6352,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-26 16:00:00.002000+00:00,SOLUSDT,8.686e-05,0.8686,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-27 16:00:00.005000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-05-29 08:00:00.006000+00:00,SOLUSDT,7.947e-05,0.7947,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-03 08:00:00+00:00,SOLUSDT,6.746e-05,0.6746,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-04 08:00:00+00:00,SOLUSDT,5.065e-05,0.5065,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-07 00:00:00+00:00,SOLUSDT,6.211e-05,0.6211,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-09 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-10 00:00:00+00:00,SOLUSDT,9.077e-05,0.9077,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-11 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-14 00:00:00+00:00,SOLUSDT,8.928e-05,0.8928,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-15 08:00:00.009000+00:00,SOLUSDT,7.334e-05,0.7333999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-17 08:00:00.006000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-20 00:00:00+00:00,SOLUSDT,5.538e-05,0.5538000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-24 00:00:00.003000+00:00,SOLUSDT,8.638e-05,0.8638,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-25 08:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-28 00:00:00.001000+00:00,SOLUSDT,6.933e-05,0.6933,5e-05,0.5,False
FRC1_SOLUSDT_2025-06-30 00:00:00+00:00,SOLUSDT,6.987e-05,0.6987,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-01 00:00:00.007000+00:00,SOLUSDT,9.123e-05,0.9123000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-03 00:00:00.006000+00:00,SOLUSDT,7.514e-05,0.7514000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-04 08:00:00.003000+00:00,SOLUSDT,9.974e-05,0.9974000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-07 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-10 00:00:00.003000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-11 00:00:00.004000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-13 00:00:00.006000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-14 08:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-16 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-18 00:00:00.004000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-20 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-22 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-24 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-26 00:00:00.001000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-28 00:00:00.005000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-07-30 08:00:00+00:00,SOLUSDT,7.655e-05,0.7655000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-07 00:00:00.003000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-08 00:00:00.002000+00:00,SOLUSDT,6.422e-05,0.6422000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-09 00:00:00.005000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-11 00:00:00+00:00,SOLUSDT,9.508e-05,0.9508000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-13 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-15 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-16 08:00:00+00:00,SOLUSDT,6.279e-05,0.6279,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-19 16:00:00+00:00,SOLUSDT,6.293e-05,0.6293,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-20 08:00:00+00:00,SOLUSDT,8.81e-05,0.881,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-22 08:00:00.007000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-24 08:00:00.002000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-26 16:00:00+00:00,SOLUSDT,5.27e-05,0.527,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-28 16:00:00.004000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-30 08:00:00.002000+00:00,SOLUSDT,5.373e-05,0.5373,5e-05,0.5,False
FRC1_SOLUSDT_2025-08-31 08:00:00+00:00,SOLUSDT,9.518e-05,0.9518,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-02 08:00:00.005000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-04 08:00:00+00:00,SOLUSDT,6.703e-05,0.6703,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-06 00:00:00+00:00,SOLUSDT,8.9e-05,0.8899999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-07 08:00:00+00:00,SOLUSDT,6.542e-05,0.6541999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-08 00:00:00.007000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-10 08:00:00.002000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-11 16:00:00.001000+00:00,SOLUSDT,9.486e-05,0.9486,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-13 08:00:00.002000+00:00,SOLUSDT,6.327e-05,0.6326999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-14 08:00:00+00:00,SOLUSDT,5.813e-05,0.5813,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-16 00:00:00.001000+00:00,SOLUSDT,6.405e-05,0.6405,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-18 00:00:00.006000+00:00,SOLUSDT,8.719e-05,0.8719,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-19 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-27 08:00:00.010000+00:00,SOLUSDT,6.955e-05,0.6955,5e-05,0.5,False
FRC1_SOLUSDT_2025-09-29 08:00:00.002000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-01 00:00:00+00:00,SOLUSDT,7.07e-05,0.707,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-02 00:00:00+00:00,SOLUSDT,7.943e-05,0.7943,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-03 08:00:00.006000+00:00,SOLUSDT,6.248e-05,0.6248,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-05 08:00:00.003000+00:00,SOLUSDT,8.81e-05,0.881,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-06 16:00:00.004000+00:00,SOLUSDT,5.395e-05,0.5395,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-09 00:00:00.001000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-15 08:00:00.002000+00:00,SOLUSDT,5.749e-05,0.5749,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-17 08:00:00.005000+00:00,SOLUSDT,7.329e-05,0.7329,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-19 00:00:00.001000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-22 00:00:00.004000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-23 16:00:00.004000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-25 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-27 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-28 08:00:00+00:00,SOLUSDT,7.929e-05,0.7928999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-10-29 16:00:00+00:00,SOLUSDT,8.873e-05,0.8873,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-02 00:00:00.007000+00:00,SOLUSDT,5.263e-05,0.5263,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-05 08:00:00+00:00,SOLUSDT,5.027e-05,0.5027,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-06 16:00:00.001000+00:00,SOLUSDT,7.661e-05,0.7661,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-08 00:00:00.011000+00:00,SOLUSDT,8.95e-05,0.8949999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-10 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-14 16:00:00.001000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-16 08:00:00+00:00,SOLUSDT,7.161e-05,0.7161,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-17 00:00:00.003000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-18 08:00:00.004000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-19 08:00:00+00:00,SOLUSDT,8.916e-05,0.8916,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-20 08:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-21 08:00:00+00:00,SOLUSDT,5.033e-05,0.5033,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-25 08:00:00.009000+00:00,SOLUSDT,8.543e-05,0.8543,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-26 08:00:00.001000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-27 00:00:00.013000+00:00,SOLUSDT,8.82e-05,0.882,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-29 08:00:00.005000+00:00,SOLUSDT,6.1e-05,0.61,5e-05,0.5,False
FRC1_SOLUSDT_2025-11-30 00:00:00.003000+00:00,SOLUSDT,7.173e-05,0.7173,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-03 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-05 16:00:00.010000+00:00,SOLUSDT,6.353e-05,0.6353,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-08 08:00:00+00:00,SOLUSDT,6.981e-05,0.6980999999999999,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-10 00:00:00.007000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-12 00:00:00.005000+00:00,SOLUSDT,9.412e-05,0.9412,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-16 16:00:00.002000+00:00,SOLUSDT,6.541e-05,0.6541,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-17 16:00:00+00:00,SOLUSDT,5.848e-05,0.5848,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-19 08:00:00.001000+00:00,SOLUSDT,7.363e-05,0.7363,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-21 08:00:00.009000+00:00,SOLUSDT,9.929e-05,0.9929000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-22 16:00:00.009000+00:00,SOLUSDT,5.393e-05,0.5393,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-24 00:00:00.001000+00:00,SOLUSDT,7.105e-05,0.7105,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-25 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-26 00:00:00.004000+00:00,SOLUSDT,8.16e-05,0.8160000000000001,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-27 08:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-29 08:00:00.001000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-30 16:00:00.003000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2025-12-31 16:00:00.001000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2026-01-02 00:00:00.006000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2026-01-04 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2026-01-06 00:00:00.010000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2026-01-06 16:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2026-01-08 08:00:00+00:00,SOLUSDT,7.768e-05,0.7768,5e-05,0.5,False
FRC1_SOLUSDT_2026-01-09 00:00:00.003000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2026-01-11 00:00:00.003000+00:00,SOLUSDT,8.687e-05,0.8687,5e-05,0.5,False
FRC1_SOLUSDT_2026-01-13 16:00:00.002000+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2026-01-17 00:00:00+00:00,SOLUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_SOLUSDT_2026-01-19 16:00:00.007000+00:00,SOLUSDT,9.979e-05,0.9979,5e-05,0.5,False
FRC1_SOLUSDT_2026-01-20 08:00:00.001000+00:00,SOLUSDT,8.389e-05,0.8389,5e-05,0.5,False
