trade_id,symbol,known_rate_decimal,known_rate_bp,min_known_rate_decimal,min_known_rate_bp,passes_cost_coverage_gate
FRC1_BTCUSDT_2025-05-23 00:00:00.006000+00:00,BTCUSDT,9.321e-05,0.9320999999999999,5e-05,0.5,False
FRC1_BTCUSDT_2025-05-24 16:00:00.003000+00:00,BTCUSDT,7.837e-05,0.7837,5e-05,0.5,False
FRC1_BTCUSDT_2025-05-26 00:00:00+00:00,BTCUSDT,7.331e-05,0.7331,5e-05,0.5,False
FRC1_BTCUSDT_2025-05-28 16:00:00.002000+00:00,BTCUSDT,5.368e-05,0.5368,5e-05,0.5,False
FRC1_BTCUSDT_2025-05-29 16:00:00+00:00,BTCUSDT,8.379e-05,0.8379,5e-05,0.5,False
FRC1_BTCUSDT_2025-05-30 16:00:00+00:00,BTCUSDT,7.392e-05,0.7392,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-02 08:00:00+00:00,BTCUSDT,5.593e-05,0.5593,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-05 16:00:00+00:00,BTCUSDT,5.156e-05,0.5156000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-08 08:00:00+00:00,BTCUSDT,5.613e-05,0.5613,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-10 00:00:00+00:00,BTCUSDT,6.374e-05,0.6374,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-12 08:00:00.003000+00:00,BTCUSDT,7.247e-05,0.7247,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-15 16:00:00+00:00,BTCUSDT,7.369e-05,0.7368999999999999,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-16 08:00:00+00:00,BTCUSDT,5.07e-05,0.507,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-17 08:00:00.006000+00:00,BTCUSDT,5.776e-05,0.5776,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-18 16:00:00.001000+00:00,BTCUSDT,6.692e-05,0.6692,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-20 08:00:00.002000+00:00,BTCUSDT,7.862e-05,0.7862,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-21 16:00:00+00:00,BTCUSDT,7.44e-05,0.7440000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-22 08:00:00+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-28 08:00:00.002000+00:00,BTCUSDT,6.053e-05,0.6053,5e-05,0.5,False
FRC1_BTCUSDT_2025-06-29 08:00:00.001000+00:00,BTCUSDT,5.36e-05,0.536,5e-05,0.5,False
FRC1_BTCUSDT_2025-07-03 16:00:00.003000+00:00,BTCUSDT,5.028e-05,0.5028,5e-05,0.5,False
FRC1_BTCUSDT_2025-07-10 00:00:00.003000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-07-11 00:00:00.004000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-07-13 00:00:00.006000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-07-15 00:00:00.002000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-07-17 00:00:00.003000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-07-19 00:00:00.009000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-07-21 00:00:00.001000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-07-23 00:00:00+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-07-25 00:00:00+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-07-27 00:00:00.001000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-07-29 00:00:00.001000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-07-31 00:00:00+00:00,BTCUSDT,5.694e-05,0.5694,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-01 16:00:00+00:00,BTCUSDT,5.681e-05,0.5681,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-03 00:00:00+00:00,BTCUSDT,5.633e-05,0.5633,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-05 00:00:00+00:00,BTCUSDT,7.101e-05,0.7101,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-07 08:00:00.002000+00:00,BTCUSDT,7.574e-05,0.7574000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-08 16:00:00+00:00,BTCUSDT,7.973e-05,0.7973,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-10 16:00:00.002000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-12 16:00:00.005000+00:00,BTCUSDT,8.543e-05,0.8543,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-14 16:00:00+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-15 08:00:00+00:00,BTCUSDT,7.99e-05,0.799,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-16 00:00:00.004000+00:00,BTCUSDT,8.85e-05,0.885,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-18 16:00:00.002000+00:00,BTCUSDT,5.296e-05,0.5296,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-21 08:00:00+00:00,BTCUSDT,7.757e-05,0.7757000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-23 08:00:00.006000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-25 08:00:00.002000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-26 16:00:00+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-27 08:00:00+00:00,BTCUSDT,5.503e-05,0.5503,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-28 00:00:00+00:00,BTCUSDT,5.297e-05,0.5297000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-30 00:00:00+00:00,BTCUSDT,7.523e-05,0.7523,5e-05,0.5,False
FRC1_BTCUSDT_2025-08-31 16:00:00.001000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-02 16:00:00.007000+00:00,BTCUSDT,6.356e-05,0.6355999999999999,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-03 08:00:00.002000+00:00,BTCUSDT,5.127e-05,0.5127,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-04 16:00:00+00:00,BTCUSDT,7.941e-05,0.7941,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-06 08:00:00.005000+00:00,BTCUSDT,5.66e-05,0.566,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-07 16:00:00+00:00,BTCUSDT,6.969e-05,0.6969000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-09 08:00:00+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-12 00:00:00.002000+00:00,BTCUSDT,6.137e-05,0.6137,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-12 16:00:00.005000+00:00,BTCUSDT,6.891e-05,0.6891,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-14 00:00:00.006000+00:00,BTCUSDT,8.182e-05,0.8182,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-15 00:00:00.006000+00:00,BTCUSDT,6.207e-05,0.6206999999999999,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-16 08:00:00+00:00,BTCUSDT,6.991e-05,0.6990999999999999,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-18 08:00:00.002000+00:00,BTCUSDT,8.928e-05,0.8928,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-19 16:00:00+00:00,BTCUSDT,5.264e-05,0.5264,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-22 00:00:00.005000+00:00,BTCUSDT,6.665e-05,0.6665,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-23 00:00:00+00:00,BTCUSDT,7.062e-05,0.7061999999999999,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-25 16:00:00+00:00,BTCUSDT,9.56e-05,0.9560000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-26 16:00:00.008000+00:00,BTCUSDT,7.716e-05,0.7716,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-27 16:00:00.003000+00:00,BTCUSDT,7.821e-05,0.7821,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-28 16:00:00+00:00,BTCUSDT,5.261e-05,0.5261,5e-05,0.5,False
FRC1_BTCUSDT_2025-09-30 08:00:00.005000+00:00,BTCUSDT,5.893e-05,0.5893,5e-05,0.5,False
FRC1_BTCUSDT_2025-10-01 16:00:00+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-10-03 16:00:00+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-10-05 16:00:00.009000+00:00,BTCUSDT,9.566e-05,0.9566,5e-05,0.5,False
FRC1_BTCUSDT_2025-10-07 16:00:00+00:00,BTCUSDT,6.194e-05,0.6194000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2025-10-08 08:00:00.006000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-10-09 08:00:00+00:00,BTCUSDT,5.35e-05,0.535,5e-05,0.5,False
FRC1_BTCUSDT_2025-10-11 00:00:00+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-10-22 16:00:00+00:00,BTCUSDT,5.702e-05,0.5702,5e-05,0.5,False
FRC1_BTCUSDT_2025-10-25 00:00:00+00:00,BTCUSDT,5.02e-05,0.502,5e-05,0.5,False
FRC1_BTCUSDT_2025-10-25 16:00:00.001000+00:00,BTCUSDT,5.57e-05,0.5569999999999999,5e-05,0.5,False
FRC1_BTCUSDT_2025-10-26 16:00:00+00:00,BTCUSDT,6.904e-05,0.6904,5e-05,0.5,False
FRC1_BTCUSDT_2025-10-29 16:00:00+00:00,BTCUSDT,5.003e-05,0.5003,5e-05,0.5,False
FRC1_BTCUSDT_2025-10-31 08:00:00.008000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-02 08:00:00+00:00,BTCUSDT,8.15e-05,0.8150000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-04 08:00:00.004000+00:00,BTCUSDT,5.808e-05,0.5808,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-06 08:00:00+00:00,BTCUSDT,7.916e-05,0.7916,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-09 16:00:00.005000+00:00,BTCUSDT,8.948e-05,0.8948,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-11 16:00:00.009000+00:00,BTCUSDT,5.823e-05,0.5823,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-12 16:00:00+00:00,BTCUSDT,5.786e-05,0.5786,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-13 08:00:00+00:00,BTCUSDT,9.352e-05,0.9352,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-15 08:00:00+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-17 08:00:00.003000+00:00,BTCUSDT,9.568e-05,0.9568000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-19 00:00:00+00:00,BTCUSDT,7.496e-05,0.7496,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-20 08:00:00+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-22 08:00:00+00:00,BTCUSDT,6.735e-05,0.6735,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-24 16:00:00.006000+00:00,BTCUSDT,5.044e-05,0.5044,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-26 08:00:00.001000+00:00,BTCUSDT,5.388e-05,0.5388,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-28 08:00:00+00:00,BTCUSDT,6.007e-05,0.6007,5e-05,0.5,False
FRC1_BTCUSDT_2025-11-30 00:00:00.003000+00:00,BTCUSDT,6.082e-05,0.6082,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-04 08:00:00+00:00,BTCUSDT,7.435e-05,0.7435,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-07 16:00:00+00:00,BTCUSDT,5.212e-05,0.5212,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-08 08:00:00+00:00,BTCUSDT,6.545e-05,0.6545000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-09 08:00:00.001000+00:00,BTCUSDT,6.379e-05,0.6379,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-11 16:00:00+00:00,BTCUSDT,6.1e-05,0.61,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-13 08:00:00.006000+00:00,BTCUSDT,6.02e-05,0.602,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-16 00:00:00.002000+00:00,BTCUSDT,7.467e-05,0.7467,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-17 00:00:00.004000+00:00,BTCUSDT,6.221e-05,0.6221,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-18 16:00:00.001000+00:00,BTCUSDT,8.355e-05,0.8355,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-20 16:00:00.002000+00:00,BTCUSDT,7.171e-05,0.7171000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-22 16:00:00.009000+00:00,BTCUSDT,6.654e-05,0.6654,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-23 08:00:00+00:00,BTCUSDT,5.231e-05,0.5231,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-24 00:00:00.001000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-26 08:00:00.001000+00:00,BTCUSDT,5.427e-05,0.5427,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-27 16:00:00.011000+00:00,BTCUSDT,5.85e-05,0.585,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-28 08:00:00+00:00,BTCUSDT,7.955e-05,0.7955,5e-05,0.5,False
FRC1_BTCUSDT_2025-12-30 16:00:00.003000+00:00,BTCUSDT,8.345e-05,0.8344999999999999,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-01 00:00:00.008000+00:00,BTCUSDT,0.0001,1.0,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-02 00:00:00.006000+00:00,BTCUSDT,5.608e-05,0.5608,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-03 16:00:00+00:00,BTCUSDT,6.938e-05,0.6938000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-05 16:00:00+00:00,BTCUSDT,7.723e-05,0.7723000000000001,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-07 00:00:00.001000+00:00,BTCUSDT,6.582e-05,0.6582,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-08 00:00:00.001000+00:00,BTCUSDT,8.693e-05,0.8693,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-09 08:00:00+00:00,BTCUSDT,7.258e-05,0.7258,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-10 00:00:00+00:00,BTCUSDT,5.643e-05,0.5643,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-13 08:00:00.009000+00:00,BTCUSDT,9.838e-05,0.9838,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-16 00:00:00+00:00,BTCUSDT,7.34e-05,0.734,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-18 08:00:00+00:00,BTCUSDT,9.616e-05,0.9616,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-20 00:00:00.005000+00:00,BTCUSDT,9.819e-05,0.9818999999999999,5e-05,0.5,False
FRC1_BTCUSDT_2026-01-22 00:00:00.010000+00:00,BTCUSDT,6.355e-05,0.6355,5e-05,0.5,False
