event_id,symbol,side,signal_time,execution_time,p4_exit_context,bars_since_p4_exit,trend_strength_bucket,volatility_regime,fwd_ret_16,fwd_mae_16,fwd_mfe_16,reversion_hit,continuation_breakout,case_type
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2022-01-21T00:00:00+00:00,ETHUSDT,long,2022-01-21 00:00:00+00:00,2022-01-21 00:00:00+00:00,after_p4_exit_5_16_bars,14.0,0_0.5,high_vol,-0.054628123416624486,-0.06447505266807119,0.010660284274247367,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2022-01-21T00:00:00+00:00,BTCUSDT,long,2022-01-21 00:00:00+00:00,2022-01-21 00:00:00+00:00,after_p4_exit_5_16_bars,15.0,0_0.5,high_vol,-0.05445247978090617,-0.060549317963723426,0.010665962324584832,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2022-01-20T22:15:00+00:00,ETHUSDT,long,2022-01-20 22:15:00+00:00,2022-01-20 22:15:00+00:00,after_p4_exit_5_16_bars,7.0,0.5_1.0,high_vol,-0.054448948831891,-0.0637262545152153,0.0038298121150697195,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2021-03-24T18:45:00+00:00,BTCUSDT,long,2021-03-24 18:45:00+00:00,2021-03-24 18:45:00+00:00,after_p4_exit_5_16_bars,12.0,0.5_1.0,mid_vol,-0.05402960785107058,-0.07092667269073594,0.002513025925975798,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2022-01-21T00:30:00+00:00,ETHUSDT,long,2022-01-21 00:30:00+00:00,2022-01-21 00:30:00+00:00,after_p4_exit_5_16_bars,16.0,0_0.5,high_vol,-0.05310296892066335,-0.07109522391023737,0.0035084235262965446,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2021-03-24T19:00:00+00:00,BTCUSDT,long,2021-03-24 19:00:00+00:00,2021-03-24 19:00:00+00:00,after_p4_exit_5_16_bars,13.0,0.5_1.0,mid_vol,-0.05241896359245635,-0.06819628728540439,0.0034337109291164847,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2022-01-20T23:00:00+00:00,ETHUSDT,long,2022-01-20 23:00:00+00:00,2022-01-20 23:00:00+00:00,after_p4_exit_5_16_bars,10.0,0_0.5,high_vol,-0.0500371020518906,-0.05836953643683007,0.0002647811632718877,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2022-01-20T22:45:00+00:00,ETHUSDT,long,2022-01-20 22:45:00+00:00,2022-01-20 22:45:00+00:00,after_p4_exit_5_16_bars,9.0,0.5_1.0,high_vol,-0.048239687171552914,-0.05976185346937968,0.0009302598852354294,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2024-01-03T11:45:00+00:00,BTCUSDT,long,2024-01-03 11:45:00+00:00,2024-01-03 11:45:00+00:00,after_p4_exit_5_16_bars,15.0,1.5_2.5,high_vol,-0.04731039346346222,-0.09415138876723461,0.0004379552207631754,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2022-01-21T00:15:00+00:00,ETHUSDT,long,2022-01-21 00:15:00+00:00,2022-01-21 00:15:00+00:00,after_p4_exit_5_16_bars,15.0,0_0.5,high_vol,-0.0470138751934539,-0.061895195659949165,0.013447338777338391,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2022-01-20T22:30:00+00:00,ETHUSDT,long,2022-01-20 22:30:00+00:00,2022-01-20 22:30:00+00:00,after_p4_exit_5_16_bars,8.0,0.5_1.0,high_vol,-0.04670692828075995,-0.06671353775174305,0.0,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2022-01-20T23:30:00+00:00,BTCUSDT,long,2022-01-20 23:30:00+00:00,2022-01-20 23:30:00+00:00,after_p4_exit_5_16_bars,13.0,0_0.5,high_vol,-0.046642744672841685,-0.0524426566491788,0.00651066509298448,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2022-01-21T00:15:00+00:00,BTCUSDT,long,2022-01-21 00:15:00+00:00,2022-01-21 00:15:00+00:00,after_p4_exit_5_16_bars,16.0,0_0.5,high_vol,-0.04643965668570893,-0.05950733448867851,0.011786933602448757,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2021-03-24T19:30:00+00:00,BTCUSDT,long,2021-03-24 19:30:00+00:00,2021-03-24 19:30:00+00:00,after_p4_exit_5_16_bars,15.0,0.5_1.0,mid_vol,-0.04511295746047972,-0.06511599376164967,0.001997480847146127,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2022-06-01T16:45:00+00:00,ETHUSDT,long,2022-06-01 16:45:00+00:00,2022-06-01 16:45:00+00:00,after_p4_exit_5_16_bars,9.0,0_0.5,high_vol,-0.044657157291655425,-0.05487418172437142,0.001144779697090259,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2024-04-12T14:45:00+00:00,BTCUSDT,long,2024-04-12 14:45:00+00:00,2024-04-12 14:45:00+00:00,after_p4_exit_5_16_bars,8.0,0.5_1.0,mid_vol,-0.04460954803370909,-0.06552197821914918,0.0014038270795087016,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2023-12-11T01:00:00+00:00,ETHUSDT,long,2023-12-11 01:00:00+00:00,2023-12-11 01:00:00+00:00,after_p4_exit_5_16_bars,6.0,0.5_1.0,mid_vol,-0.04426895672455777,-0.09831955347282328,4.264010472265767e-06,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_short_2021-07-29T22:45:00+00:00,ETHUSDT,short,2021-07-29 22:45:00+00:00,2021-07-29 22:45:00+00:00,after_p4_exit_5_16_bars,12.0,1.5_2.5,low_vol,-0.04250583270431618,-0.04915545913498787,0.0009701985902068611,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2022-01-20T21:45:00+00:00,BTCUSDT,long,2022-01-20 21:45:00+00:00,2022-01-20 21:45:00+00:00,after_p4_exit_5_16_bars,6.0,1.0_1.5,high_vol,-0.04203784824435486,-0.04494278400016871,5.4855305358536555e-05,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2023-12-11T01:30:00+00:00,ETHUSDT,long,2023-12-11 01:30:00+00:00,2023-12-11 01:30:00+00:00,after_p4_exit_5_16_bars,8.0,0_0.5,high_vol,-0.04143224699828474,-0.09321183533447674,0.0027186963979417555,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2023-12-11T01:45:00+00:00,ETHUSDT,long,2023-12-11 01:45:00+00:00,2023-12-11 01:45:00+00:00,after_p4_exit_5_16_bars,9.0,0_0.5,high_vol,-0.04032126723982765,-0.09370151633337054,0.0021772112837832314,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2022-01-20T21:30:00+00:00,BTCUSDT,long,2022-01-20 21:30:00+00:00,2022-01-20 21:30:00+00:00,after_p4_exit_5_16_bars,5.0,1.5_2.5,high_vol,-0.040195091118778614,-0.05060529661066915,0.0009023435933841473,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2024-04-12T15:15:00+00:00,BTCUSDT,long,2024-04-12 15:15:00+00:00,2024-04-12 15:15:00+00:00,after_p4_exit_5_16_bars,10.0,0_0.5,high_vol,-0.040110233634223724,-0.06214975754939045,0.005017560742305083,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2020-04-13T00:00:00+00:00,ETHUSDT,long,2020-04-13 00:00:00+00:00,2020-04-13 00:00:00+00:00,after_p4_exit_5_16_bars,6.0,1.0_1.5,high_vol,-0.04007813976936159,-0.05759657193269885,0.0,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2024-04-12T15:00:00+00:00,BTCUSDT,long,2024-04-12 15:00:00+00:00,2024-04-12 15:00:00+00:00,after_p4_exit_5_16_bars,9.0,0_0.5,high_vol,-0.03993384288551238,-0.060436198217337145,0.006853842423682588,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2020-09-13T12:30:00+00:00,ETHUSDT,long,2020-09-13 12:30:00+00:00,2020-09-13 12:30:00+00:00,after_p4_exit_5_16_bars,10.0,1.5_2.5,high_vol,-0.039387191113734565,-0.04418985270049092,0.0,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_short_2021-07-29T23:00:00+00:00,ETHUSDT,short,2021-07-29 23:00:00+00:00,2021-07-29 23:00:00+00:00,after_p4_exit_5_16_bars,13.0,1.5_2.5,low_vol,-0.03920989556582777,-0.04723067261501812,0.0004924526281984143,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2020-02-19T21:15:00+00:00,ETHUSDT,long,2020-02-19 21:15:00+00:00,2020-02-19 21:15:00+00:00,after_p4_exit_5_16_bars,5.0,1.5_2.5,high_vol,-0.03919985318407049,-0.08240044044778849,0.0004037438062030052,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_short_2026-03-04T06:45:00+00:00,BTCUSDT,short,2026-03-04 06:45:00+00:00,2026-03-04 06:45:00+00:00,after_p4_exit_5_16_bars,12.0,0.5_1.0,mid_vol,-0.038450723719195556,-0.04520093089379429,0.004720709643421639,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2023-12-11T01:15:00+00:00,ETHUSDT,long,2023-12-11 01:15:00+00:00,2023-12-11 01:15:00+00:00,after_p4_exit_5_16_bars,7.0,0_0.5,high_vol,-0.038404043432634594,-0.09424110680401776,0.001580536697149526,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2022-01-20T22:00:00+00:00,BTCUSDT,long,2022-01-20 22:00:00+00:00,2022-01-20 22:00:00+00:00,after_p4_exit_5_16_bars,7.0,1.0_1.5,high_vol,-0.03797174566011774,-0.038907861558429624,0.005283924097167381,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2020-09-13T12:45:00+00:00,ETHUSDT,long,2020-09-13 12:45:00+00:00,2020-09-13 12:45:00+00:00,after_p4_exit_5_16_bars,11.0,1.5_2.5,high_vol,-0.037735849056603765,-0.039784366576819385,0.0018867924528300772,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2022-05-16T03:15:00+00:00,ETHUSDT,long,2022-05-16 03:15:00+00:00,2022-05-16 03:15:00+00:00,after_p4_exit_5_16_bars,6.0,1.5_2.5,mid_vol,-0.03767654856591951,-0.04025066281031575,0.0040106049650519005,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2022-09-13T15:15:00+00:00,BTCUSDT,long,2022-09-13 15:15:00+00:00,2022-09-13 15:15:00+00:00,after_p4_exit_5_16_bars,10.0,0_0.5,high_vol,-0.03757016936196644,-0.043045171153524575,0.0025559563337553826,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2022-01-20T22:15:00+00:00,BTCUSDT,long,2022-01-20 22:15:00+00:00,2022-01-20 22:15:00+00:00,after_p4_exit_5_16_bars,8.0,0.5_1.0,high_vol,-0.037547976369618374,-0.039903801584959875,0.004967008039044707,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2022-06-01T16:30:00+00:00,ETHUSDT,long,2022-06-01 16:30:00+00:00,2022-06-01 16:30:00+00:00,after_p4_exit_5_16_bars,8.0,0_0.5,high_vol,-0.03707281273103047,-0.042150762771772765,0.007576452558132107,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2022-09-13T15:00:00+00:00,BTCUSDT,long,2022-09-13 15:00:00+00:00,2022-09-13 15:00:00+00:00,after_p4_exit_5_16_bars,9.0,0_0.5,high_vol,-0.03624520270077236,-0.03744512270610534,0.0031521708076602817,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2024-04-12T16:00:00+00:00,BTCUSDT,long,2024-04-12 16:00:00+00:00,2024-04-12 16:00:00+00:00,after_p4_exit_5_16_bars,13.0,0_0.5,high_vol,-0.03613025052613372,-0.061579266007437905,0.0036425750281083857,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_short_2026-03-04T07:30:00+00:00,BTCUSDT,short,2026-03-04 07:30:00+00:00,2026-03-04 07:30:00+00:00,after_p4_exit_5_16_bars,15.0,1.0_1.5,mid_vol,-0.035675631640811334,-0.04376675351484727,0.0020451507478722597,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2023-12-11T02:00:00+00:00,ETHUSDT,long,2023-12-11 02:00:00+00:00,2023-12-11 02:00:00+00:00,after_p4_exit_5_16_bars,10.0,0_0.5,high_vol,-0.03547460895650323,-0.09379472894793228,4.285408185200623e-06,False,False,btc_eth_max_loss
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2024-03-05T19:15:00+00:00,ETHUSDT,long,2024-03-05 19:15:00+00:00,2024-03-05 19:15:00+00:00,after_p4_exit_5_16_bars,12.0,1.5_2.5,high_vol,-0.020927974718405684,-0.10841208331131025,0.0013269498791279588,False,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2024-03-05T19:30:00+00:00,ETHUSDT,long,2024-03-05 19:30:00+00:00,2024-03-05 19:30:00+00:00,after_p4_exit_5_16_bars,13.0,1.0_1.5,high_vol,-0.010950250506878367,-0.10493361707356574,0.0013963594117416545,False,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2024-03-05T19:45:00+00:00,ETHUSDT,long,2024-03-05 19:45:00+00:00,2024-03-05 19:45:00+00:00,after_p4_exit_5_16_bars,14.0,1.0_1.5,high_vol,0.01636099862349427,-0.08470936309479604,0.01645809653817376,False,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2020-02-19T21:30:00+00:00,ETHUSDT,long,2020-02-19 21:30:00+00:00,2020-02-19 21:30:00+00:00,after_p4_exit_5_16_bars,6.0,1.5_2.5,high_vol,-0.03316241838503797,-0.07779704157290923,0.000590209893393423,False,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2024-01-03T12:00:00+00:00,BTCUSDT,long,2024-01-03 12:00:00+00:00,2024-01-03 12:00:00+00:00,after_p4_exit_5_16_bars,16.0,1.5_2.5,high_vol,-0.016348456055377603,-0.07765802478452466,0.00022639490131237672,False,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2020-09-02T11:15:00+00:00,ETHUSDT,long,2020-09-02 11:15:00+00:00,2020-09-02 11:15:00+00:00,after_p4_exit_5_16_bars,13.0,1.5_2.5,high_vol,-0.032694350982822695,-0.07406587568620504,0.0001992208252170613,False,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2021-01-21T08:45:00+00:00,ETHUSDT,long,2021-01-21 08:45:00+00:00,2021-01-21 08:45:00+00:00,after_p4_exit_5_16_bars,16.0,0_0.5,low_vol,-0.02607366771159869,-0.06725705329153597,0.007437304075235129,False,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2020-02-19T21:45:00+00:00,ETHUSDT,long,2020-02-19 21:45:00+00:00,2020-02-19 21:45:00+00:00,after_p4_exit_5_16_bars,7.0,1.0_1.5,high_vol,-0.017923823749066536,-0.06646751306945486,0.0007468259895444529,False,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2024-04-12T15:45:00+00:00,BTCUSDT,long,2024-04-12 15:45:00+00:00,2024-04-12 15:45:00+00:00,after_p4_exit_5_16_bars,12.0,0_0.5,high_vol,-0.033836502251448186,-0.06282749645871955,0.0023075904322089613,False,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2025-05-18T19:30:00+00:00,ETHUSDT,long,2025-05-18 19:30:00+00:00,2025-05-18 19:30:00+00:00,after_p4_exit_5_16_bars,6.0,0_0.5,high_vol,-0.006107155022790245,-0.06218267936219568,0.0,True,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2025-05-18T19:15:00+00:00,ETHUSDT,long,2025-05-18 19:15:00+00:00,2025-05-18 19:15:00+00:00,after_p4_exit_5_16_bars,5.0,0_0.5,high_vol,-0.009366588036589407,-0.061059435406271345,0.002813630476530715,True,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2024-04-12T16:15:00+00:00,BTCUSDT,long,2024-04-12 16:15:00+00:00,2024-04-12 16:15:00+00:00,after_p4_exit_5_16_bars,14.0,0_0.5,high_vol,-0.027071559686068225,-0.05904288377874456,0.001221327706071973,False,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2022-01-20T22:30:00+00:00,BTCUSDT,long,2022-01-20 22:30:00+00:00,2022-01-20 22:30:00+00:00,after_p4_exit_5_16_bars,9.0,0.5_1.0,high_vol,-0.03138286438330429,-0.05885906504970251,7.478946163264055e-06,False,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2021-03-24T19:45:00+00:00,BTCUSDT,long,2021-03-24 19:45:00+00:00,2021-03-24 19:45:00+00:00,after_p4_exit_5_16_bars,16.0,0.5_1.0,mid_vol,-0.035234014676629566,-0.05772952318006164,0.003952115749755736,False,False,btc_eth_max_mae
IDLE_MR1_P4_IDLE_REVERSION_BTCUSDT_long_2024-04-12T16:30:00+00:00,BTCUSDT,long,2024-04-12 16:30:00+00:00,2024-04-12 16:30:00+00:00,after_p4_exit_5_16_bars,15.0,0_0.5,high_vol,-0.023759814198513696,-0.05676478812632291,0.0013199091856117562,False,False,btc_eth_max_mae
