sample_reason,event_id,symbol,side,signal_time,execution_time,execution_open,p4_phase,trend_strength_atr,volatility_regime,deviation_ema20_atr,fwd_ret_16,fwd_mae_16,fwd_mfe_16,plus_1atr_first_16,minus_1atr_first_16,subsequent_trend_breakout
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-10-10T17:30:00+00:00,SOLUSDT,long,2025-10-10 17:30:00+00:00,2025-10-10 17:30:00+00:00,210.81,deep_idle,1.2342964357275843,high_vol,-1.680622407430732,-0.17432759356766758,-0.3298230634220388,0.0009487215976471397,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-10-10T18:30:00+00:00,SOLUSDT,long,2025-10-10 18:30:00+00:00,2025-10-10 18:30:00+00:00,209.03,deep_idle,1.6334953392414269,high_vol,-1.681714699255655,-0.11864325694876343,-0.3241161555757547,0.0014352006888964652,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2025-10-10T17:30:00+00:00,ETHUSDT,long,2025-10-10 17:30:00+00:00,2025-10-10 17:30:00+00:00,4102.93,deep_idle,2.244323076485242,high_vol,-2.258417528705204,-0.11832763415412895,-0.1713239075489955,0.0006946255480837493,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-10-10T17:15:00+00:00,SOLUSDT,long,2025-10-10 17:15:00+00:00,2025-10-10 17:15:00+00:00,209.82,deep_idle,1.1456185474119558,high_vol,-2.1974032699734964,-0.117529310837861,-0.16194833666952624,0.007006005147269123,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_short_2025-04-09T17:00:00+00:00,SOLUSDT,short,2025-04-09 17:00:00+00:00,2025-04-09 17:00:00+00:00,108.19,deep_idle,0.7736019184986394,mid_vol,1.5604933693907808,-0.10943710139569274,-0.10357113265390672,0.009517588877484329,False,True,True
worst_return,IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_short_2025-03-02T16:30:00+00:00,ETHUSDT,short,2025-03-02 16:30:00+00:00,2025-03-02 16:30:00+00:00,2266.2,deep_idle,0.1040735392786683,high_vol,1.5455734403234715,-0.10734710087370924,-0.10071428571428576,0.0023175996037081426,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-10-10T18:45:00+00:00,SOLUSDT,long,2025-10-10 18:45:00+00:00,2025-10-10 18:45:00+00:00,208.28,deep_idle,1.7812674846344034,high_vol,-1.8651902302057544,-0.09962550412905702,-0.32168235068177453,0.003216823506817734,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2025-03-10T15:00:00+00:00,ETHUSDT,long,2025-03-10 15:00:00+00:00,2025-03-10 15:00:00+00:00,2018.11,deep_idle,1.1963791610508612,high_vol,-2.2943186336588015,-0.0961890085277809,-0.10260094841212819,0.012258994802067269,True,False,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-10-10T18:15:00+00:00,SOLUSDT,long,2025-10-10 18:15:00+00:00,2025-10-10 18:15:00+00:00,208.71,deep_idle,1.4862967070631066,high_vol,-1.8972199641107808,-0.09582674524459778,-0.32307987159216134,0.005941258205165001,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_short_2025-03-02T16:00:00+00:00,SOLUSDT,short,2025-03-02 16:00:00+00:00,2025-03-02 16:00:00+00:00,157.36,p4_held,0.5514758459770243,high_vol,3.7645416246799384,-0.09335282155566849,-0.12577777777777766,0.0,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-10-10T19:00:00+00:00,SOLUSDT,long,2025-10-10 19:00:00+00:00,2025-10-10 19:00:00+00:00,207.36,deep_idle,2.1572728557873266,high_vol,-2.3376094741058857,-0.09114583333333337,-0.31867283950617287,0.0035686728395061262,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2025-04-06T17:00:00+00:00,ETHUSDT,long,2025-04-06 17:00:00+00:00,2025-04-06 17:00:00+00:00,1730.24,deep_idle,1.3387744409474909,high_vol,-2.2501428332656768,-0.09027649343443689,-0.10272563343813579,0.001739643055298723,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-10-10T18:00:00+00:00,SOLUSDT,long,2025-10-10 18:00:00+00:00,2025-10-10 18:00:00+00:00,209.55,deep_idle,1.4128157575595794,high_vol,-1.7873745619684254,-0.08995466475781444,-0.32579336673824866,0.001908852302552999,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2025-10-10T17:15:00+00:00,ETHUSDT,long,2025-10-10 17:15:00+00:00,2025-10-10 17:15:00+00:00,4090.85,deep_idle,2.11319072463232,high_vol,-2.736139222946875,-0.08990796533727707,-0.11754280895168479,0.004402508036227104,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2025-04-06T16:45:00+00:00,ETHUSDT,long,2025-04-06 16:45:00+00:00,2025-04-06 16:45:00+00:00,1745.64,deep_idle,1.44899882651821,high_vol,-1.6033493727247745,-0.08950299030727982,-0.11064136935450608,0.0011170688114385818,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-03T22:00:00+00:00,BNBUSDT,short,2024-12-03 22:00:00+00:00,2024-12-03 22:00:00+00:00,709.08,p4_held,1.776926874413951,high_vol,2.5266401070794595,-0.08888982907429344,-0.08586014851485135,0.01142539261414699,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2025-03-10T15:15:00+00:00,ETHUSDT,long,2025-03-10 15:15:00+00:00,2025-03-10 15:15:00+00:00,2026.94,deep_idle,1.2009754516950186,high_vol,-1.6929680112820582,-0.08629263816393185,-0.10813837607427945,0.007849270328672775,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-03T21:45:00+00:00,BNBUSDT,short,2024-12-03 21:45:00+00:00,2024-12-03 21:45:00+00:00,706.26,p4_held,1.6041418676757118,high_vol,2.383675516297761,-0.08494039022456312,-0.08367174829711321,0.007402969746244992,False,True,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_ETHUSDT_long_2025-03-10T15:30:00+00:00,ETHUSDT,long,2025-03-10 15:30:00+00:00,2025-03-10 15:30:00+00:00,2017.49,deep_idle,1.28271648507431,high_vol,-1.90900306924435,-0.08237463382718135,-0.10396086225954038,0.012570074696776734,True,False,False
worst_return,IDLE_MR1_P4_IDLE_REVERSION_BNBUSDT_short_2024-12-03T19:45:00+00:00,BNBUSDT,short,2024-12-03 19:45:00+00:00,2024-12-03 19:45:00+00:00,687.04,p4_held,0.7112985508459098,high_vol,3.3524669363320947,-0.08060666045645082,-0.0838978078830872,0.002451266487685233,False,True,False
worst_mae,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-10-10T17:30:00+00:00,SOLUSDT,long,2025-10-10 17:30:00+00:00,2025-10-10 17:30:00+00:00,210.81,deep_idle,1.2342964357275843,high_vol,-1.680622407430732,-0.17432759356766758,-0.3298230634220388,0.0009487215976471397,False,True,False
worst_mae,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-10-10T18:00:00+00:00,SOLUSDT,long,2025-10-10 18:00:00+00:00,2025-10-10 18:00:00+00:00,209.55,deep_idle,1.4128157575595794,high_vol,-1.7873745619684254,-0.08995466475781444,-0.32579336673824866,0.001908852302552999,False,True,False
worst_mae,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-10-10T17:45:00+00:00,SOLUSDT,long,2025-10-10 17:45:00+00:00,2025-10-10 17:45:00+00:00,209.42,deep_idle,1.3114096450878894,high_vol,-1.9851076869416497,-0.07205615509502428,-0.32537484480947376,0.0038200744914527185,False,True,False
worst_mae,IDLE_MR1_P4_IDLE_REVERSION_SOLUSDT_long_2025-10-10T18:30:00+00:00,SOLUSDT,long,2025-10-10 18:30:00+00:00,2025-10-10 18:30:00+00:00,209.03,deep_idle,1.6334953392414269,high_vol,-1.681714699255655,-0.11864325694876343,-0.3241161555757547,0.0014352006888964652,False,True,False
