symbol,side,p4_phase,volatility_regime,trend_strength_bucket,event_count,mean_fwd_ret_1,mean_fwd_ret_4,mean_fwd_ret_8,mean_fwd_ret_16,mean_fwd_ret_32,plus_1atr_first_rate_16,minus_1atr_first_rate_16,mean_mae_16,mean_mfe_16,top1_positive_contribution,remove_top3_mean_fwd_ret
ETHUSDT,short,p4_held,low_vol,0_0.5,8,-2.0324507391672464e-06,0.001950714068207307,0.0050692630011575784,0.0035575302999515945,-0.0019178859437586349,0.5,0.5,-0.006614765873097547,0.011780628330429643,0.5501859717500868,-0.004537582399412887
ETHUSDT,short,p4_held,low_vol,1.0_1.5,28,0.0005080726567257712,5.955655156187583e-05,0.00015781448342343834,-0.004239509161490823,-0.011387059683024328,0.4642857142857143,0.5,-0.011461428327687167,0.005299370864345573,0.22889879499370103,-0.005598889581140001
ETHUSDT,short,p4_held,low_vol,1.5_2.5,43,-3.0109834881797155e-05,-0.0006184738188955526,-0.0005216760958526146,-6.160528395137221e-05,-0.00326246844014201,0.5581395348837209,0.4186046511627907,-0.011121077355651085,0.01046297415621942,0.12087268142249111,-0.001973501719841625
ETHUSDT,short,p4_held,mid_vol,0.5_1.0,57,0.00030774954054517146,-0.0007621025119380956,-0.000550415013019677,0.002768858489385596,0.0006348204976690608,0.47368421052631576,0.49122807017543857,-0.008979257065320137,0.010306591622748204,0.1028297857044363,0.0012842513345610596
ETHUSDT,short,p4_held,mid_vol,0_0.5,21,-0.0003599257217471611,2.9375901202766647e-05,0.0008433144196506923,-0.0003259212214594105,-0.002838144291533908,0.42857142857142855,0.5714285714285714,-0.008894338327336533,0.008800224204621444,0.23530718080707877,-0.003292231666961249
ETHUSDT,short,p4_held,mid_vol,1.0_1.5,48,-0.00012783162633918146,0.0007595896991082393,0.0009931143287795555,-0.00030066033050447916,-0.005352273005006109,0.625,0.3333333333333333,-0.007720559983497364,0.008819613499878106,0.08573940787859034,-0.0010476910908856349
ETHUSDT,short,p4_held,mid_vol,1.5_2.5,101,-0.0002793659340963378,-0.001116954118855979,-0.002680081868037619,-0.002029841554079226,-0.001466282144356808,0.42574257425742573,0.5346534653465347,-0.013693301455428195,0.00967583127090835,0.06018019003546635,-0.002907626926929704
SOLUSDT,long,after_p4_exit_0_4_bars,high_vol,0.5_1.0,34,0.00041138273417837756,-0.0004349114829479188,-0.0007316885577620407,0.001708601510263912,-0.00020088153933450105,0.47058823529411764,0.5294117647058824,-0.01360726715154594,0.014679398960787548,0.10583407106168657,-0.0005860109725279405
SOLUSDT,long,after_p4_exit_0_4_bars,high_vol,0_0.5,31,-0.00103849571665613,-0.002851150177740424,-0.0034396234980940453,-0.003123919978470219,-0.004652434706730785,0.3870967741935484,0.6129032258064516,-0.018031536632277988,0.010041355857048562,0.2083092637273745,-0.007466554301291042
SOLUSDT,long,after_p4_exit_0_4_bars,high_vol,1.0_1.5,28,-0.0010012058488813075,-0.004587498143264558,-0.006333281996000762,-0.005382527176604277,-0.00649729053389939,0.14285714285714285,0.8571428571428571,-0.01796878969175389,0.006664403495052469,0.25761497149998336,-0.007350734830531098
SOLUSDT,long,after_p4_exit_0_4_bars,high_vol,1.5_2.5,64,0.0004475622885471084,0.0009830779219466516,0.0019532500651731222,0.000985651856346692,-0.0006599075052218222,0.515625,0.46875,-0.01058174949717768,0.011454376831036821,0.07958167028665658,-0.00023754618132662417
SOLUSDT,long,after_p4_exit_0_4_bars,low_vol,0.5_1.0,2,-0.002732429298317851,-0.016566545738287308,-0.02517697841468669,-0.053118300627755854,-0.045199697374348036,0.0,1.0,-0.07368829537297461,0.0027347332488416587,,
SOLUSDT,long,after_p4_exit_0_4_bars,low_vol,0_0.5,1,-0.0063776375602143665,-0.004952846190379168,-0.0157405522762738,-0.009973539588845948,-0.0028495827396701756,0.0,1.0,-0.01764027410272062,0.0007463192889614056,,
SOLUSDT,long,after_p4_exit_0_4_bars,low_vol,1.0_1.5,12,0.0007591629929952678,0.003788797339376112,0.0031969083543278987,0.016126556744988484,0.005648122680330279,1.0,0.0,-0.00861254387789743,0.02561642666844734,0.7879553028639197,-0.0013834675729945925
SOLUSDT,long,after_p4_exit_0_4_bars,low_vol,1.5_2.5,16,0.0012374742804207237,0.002815661958278988,0.0034836067321404943,0.0075859588085237795,0.006622761232465656,0.75,0.25,-0.009433261350161933,0.016520483744014228,0.2666076302236164,0.0006113248504679126
SOLUSDT,long,after_p4_exit_0_4_bars,mid_vol,0.5_1.0,5,0.001553387182446264,0.000855922391747832,0.0009718702031453752,0.0041281432003950295,0.005834239469352287,0.8,0.2,-0.0031620018713707453,0.008743220671471397,0.7283626400563787,-0.000618275719409922
SOLUSDT,long,after_p4_exit_0_4_bars,mid_vol,0_0.5,5,-0.0024721431214862256,-0.0068063920268454535,-0.013557296630667492,-0.020539508221068294,-0.015092847970121758,0.4,0.6,-0.03564134618753465,0.004017321180169553,1.0,-0.04655804926781543
SOLUSDT,long,after_p4_exit_0_4_bars,mid_vol,1.0_1.5,9,-0.00024379569370912445,0.0011272996466542191,0.005626207866087005,0.00427538413193672,-0.0007508872121341955,0.3333333333333333,0.6666666666666666,-0.008467754408376858,0.014403580709323287,0.26989082734134906,0.00013628632072191596
SOLUSDT,long,after_p4_exit_0_4_bars,mid_vol,1.5_2.5,26,-0.00017285775911834571,4.3843327537856484e-05,0.0012092611970266555,0.00258611981001466,0.004813293145388509,0.5,0.5,-0.015250487599648307,0.0162426457604911,0.12386765724352423,3.0724521924135644e-05
SOLUSDT,long,after_p4_exit_17_64_bars,high_vol,0.5_1.0,109,-0.00010350722457843549,-2.5757409631613393e-05,-0.00017119016659384673,0.0019185052273156052,0.005524844706621359,0.41284403669724773,0.5412844036697247,-0.011753444407428062,0.013173192746851194,0.049717611101352796,0.0009475152842098626
SOLUSDT,long,after_p4_exit_17_64_bars,high_vol,0_0.5,135,0.00040531342656334446,-0.00014062303758832526,-0.0001773323109119427,0.0006209390885149482,0.0034857174161784755,0.4740740740740741,0.4888888888888889,-0.012555169996365925,0.010818205946712678,0.15098859219038355,-0.0007849701103214701
SOLUSDT,long,after_p4_exit_17_64_bars,high_vol,1.0_1.5,85,-0.00028550991567726224,0.00011166900581459311,0.0006994807529493311,0.0022467837659983364,0.009058629041688873,0.4823529411764706,0.5058823529411764,-0.011040445560746995,0.013662665887650307,0.06723025886455915,0.001025884948958562
SOLUSDT,long,after_p4_exit_17_64_bars,high_vol,1.5_2.5,101,0.0007343661098826393,9.138141582538607e-05,0.001374525178320532,0.0007777385804723251,0.006539026236605216,0.5346534653465347,0.43564356435643564,-0.011837757870392235,0.011681501069464938,0.07971707676492125,-0.00018986304173526704
SOLUSDT,long,after_p4_exit_17_64_bars,low_vol,0.5_1.0,59,-9.108772184128925e-06,0.0011660681782702576,0.00023875799548825021,0.0027125733321437537,0.0028428983017273236,0.5084745762711864,0.4915254237288136,-0.009728579534816132,0.012364792178686506,0.0946413270960779,0.001019752551202067
SOLUSDT,long,after_p4_exit_17_64_bars,low_vol,0_0.5,43,0.0009484133692082203,0.0005988816684774124,0.0008068971987706616,-6.883103989265682e-05,0.0027682497964729128,0.5581395348837209,0.4186046511627907,-0.010764830829100736,0.010686318977872476,0.13617462191235113,-0.00218653570766153
SOLUSDT,long,after_p4_exit_17_64_bars,low_vol,1.0_1.5,52,-3.09050193148039e-05,-0.0015225875339310623,-0.00127717385288252,-0.0014346023239627398,0.001529030222805643,0.5961538461538461,0.40384615384615385,-0.011984353562225547,0.009188636428086407,0.13906781434169738,-0.002926473432027266
SOLUSDT,long,after_p4_exit_17_64_bars,low_vol,1.5_2.5,55,0.00046534770213225616,-0.00032853384478125053,-0.0026922685818621364,-0.002047087191341898,-0.0020413658812747535,0.5185185185185185,0.4444444444444444,-0.011184730367169347,0.007719384607286124,0.16074112939982163,-0.003374649975947486
SOLUSDT,long,after_p4_exit_17_64_bars,mid_vol,0.5_1.0,76,0.0004652516805201094,0.0016360054944746121,0.002158551714861756,0.0011045228645130557,-0.0002455225768550369,0.5394736842105263,0.4473684210526316,-0.009526303262490123,0.01204121049830724,0.08996848158806477,-0.0004170917898961534
SOLUSDT,long,after_p4_exit_17_64_bars,mid_vol,0_0.5,77,0.00011301945215331903,-0.0012788798625150036,-0.001318491857808375,-0.002465071197977828,-0.0010612678299280352,0.5194805194805194,0.4805194805194805,-0.013033650410186705,0.007653059206818826,0.09645258814738743,-0.0034619059535537337
SOLUSDT,long,after_p4_exit_17_64_bars,mid_vol,1.0_1.5,67,-0.0005762721010670838,-0.0018507306473284307,9.86119721411144e-05,0.002461019726677249,0.003391360743180591,0.34328358208955223,0.6268656716417911,-0.011001873693192688,0.011606269662775946,0.068456953728753,0.001205947652014665
SOLUSDT,long,after_p4_exit_17_64_bars,mid_vol,1.5_2.5,88,-0.0004283384490786938,-0.0013629040284181713,-0.0029827636273418038,-0.0026936074363260653,-7.357808488128087e-05,0.367816091954023,0.6206896551724138,-0.013639532967728992,0.008414226412906078,0.12155171968192977,-0.0042383890810782105
SOLUSDT,long,after_p4_exit_5_16_bars,high_vol,0.5_1.0,65,1.0966710212557428e-05,-0.0003329534116893774,-8.467552496670502e-05,0.0014156017499881294,-0.001063290416131844,0.36923076923076925,0.5538461538461539,-0.012803386411890565,0.013327732744722634,0.17012062047761015,-0.0006584267997406917
SOLUSDT,long,after_p4_exit_5_16_bars,high_vol,0_0.5,64,-0.0005212935078754387,-0.0010640889357132702,-0.0021363499358493555,-0.002474471981940396,-0.002252003489723011,0.375,0.484375,-0.016878736912715717,0.010258872261789856,0.06399454944103634,-0.0035723597168870348
SOLUSDT,long,after_p4_exit_5_16_bars,high_vol,1.0_1.5,37,0.00054061492300968,0.000846481795695464,0.0016903864341772724,0.0035770395265955026,-0.0017138480785799757,0.4864864864864865,0.43243243243243246,-0.010793542603586077,0.013830334905918167,0.1433777117314551,0.0011956948954609395
SOLUSDT,long,after_p4_exit_5_16_bars,high_vol,1.5_2.5,50,0.0005696339837952258,0.002052323273161185,0.0022548609679126264,0.0029001052577725538,-0.00024056491504473865,0.44,0.54,-0.008532320027796891,0.012041815537760611,0.1049691600697961,0.0012687101082816488
SOLUSDT,long,after_p4_exit_5_16_bars,low_vol,0.5_1.0,14,-0.0009761364920314954,0.020620777096340748,0.037071343451534386,0.026802720985594133,0.03460539253416554,0.5714285714285714,0.42857142857142855,-0.008782706476540478,0.04893484257939223,0.4695574288764462,-0.0017485495705513619
SOLUSDT,long,after_p4_exit_5_16_bars,low_vol,1.0_1.5,22,-0.0009854226933734833,-0.0009517779752554745,0.030307474642112198,0.045555001592683005,0.05353232798558876,0.09090909090909091,0.9090909090909091,-0.011046657833884244,0.0671004428583706,0.20515294862514197,0.018878858072495085
SOLUSDT,long,after_p4_exit_5_16_bars,low_vol,1.5_2.5,33,-0.00015002644881637303,-0.0013588669855469713,-0.0031256473953335476,-0.001854897346377592,0.007193878576411979,0.3548387096774194,0.6451612903225806,-0.011950094877329138,0.007954572851412874,0.16764527979475938,-0.0035742841419962473
SOLUSDT,long,after_p4_exit_5_16_bars,mid_vol,0.5_1.0,19,0.0008300781115559985,-0.0006698329574978606,-0.0011515183582998523,0.0021442934713597045,0.01098458234310053,0.6842105263157895,0.2631578947368421,-0.007569060291729195,0.00992177518011391,0.18795475569629314,-0.00015490119828878018
SOLUSDT,long,after_p4_exit_5_16_bars,mid_vol,0_0.5,12,-0.0014235784931954931,-0.00265954627970121,-0.010064746887926393,-0.010054899735550932,-0.0072676232784408545,0.4166666666666667,0.5833333333333334,-0.018571090602102353,0.005119382538648705,1.0,-0.013087953893062103
SOLUSDT,long,after_p4_exit_5_16_bars,mid_vol,1.0_1.5,10,0.002712285082123511,0.00564205837701075,0.00371151543302487,0.009649153147813038,0.010161375500587034,0.8,0.0,-0.01077260302931431,0.018341841476500975,0.27389580570796346,0.0017031997123243547
SOLUSDT,long,after_p4_exit_5_16_bars,mid_vol,1.5_2.5,29,0.0004483927692393088,0.000978710445781844,0.004697754558043156,0.011117986775538654,0.01395871228164056,0.7142857142857143,0.2857142857142857,-0.006756474957125007,0.019225318599554137,0.15696881086072584,0.005282259553611648
SOLUSDT,long,deep_idle,high_vol,0.5_1.0,237,-0.0008857994437292503,-0.0007521928464230623,-0.0002734704355167696,0.00031521106343395354,-0.006750829397731941,0.4388185654008439,0.5358649789029536,-0.014167989605541305,0.012464852330161461,0.04965229532634557,-0.0005122109429373119
SOLUSDT,long,deep_idle,high_vol,0_0.5,225,0.00014679346910005423,-0.00014483456285723574,-0.0005000509523697793,-6.328256114002833e-05,-0.0041083956600923306,0.4666666666666667,0.48,-0.013284574851542875,0.012663400981896148,0.038127263473741284,-0.0007299229549891108
SOLUSDT,long,deep_idle,high_vol,1.0_1.5,265,-0.00012326339414157984,-0.001264489382068099,-0.001879070507506611,-0.0056664330455476536,-0.008031323758116486,0.3849056603773585,0.5660377358490566,-0.022072277052328854,0.012178156970433219,0.04009335452745523,-0.00627344465550769
SOLUSDT,long,deep_idle,high_vol,1.5_2.5,610,-0.0001213643824935497,-0.0010034990046959343,-0.0032080436920876214,-0.003695554893145443,-0.00030761658466168406,0.4163934426229508,0.5442622950819672,-0.023739786828756364,0.013319740386877754,0.015846153297134024,-0.0040217704081358585
SOLUSDT,long,deep_idle,low_vol,0.5_1.0,114,-0.00029779968319418364,-0.0006890260615663495,0.0010636135007443986,0.0036762839064155796,0.004943041166620233,0.4298245614035088,0.5701754385964912,-0.009384493228765702,0.013567191838678005,0.10130562123578336,0.0016350363791467141
SOLUSDT,long,deep_idle,low_vol,0_0.5,130,0.00034761124873592054,-0.0009744357366918503,-0.0019661651044237064,-0.0007581213547764335,-0.00019041562836159115,0.5076923076923077,0.4846153846153846,-0.013012327049932753,0.01196148320110498,0.0671390409894823,-0.001967205200995191
SOLUSDT,long,deep_idle,low_vol,1.0_1.5,116,-0.0004891856556804584,-0.0010941067652882972,-0.0004810439897767921,0.0007552203003835398,-0.0031184843607755483,0.39655172413793105,0.603448275862069,-0.012091496813264437,0.011882057697999306,0.13212644635239978,-0.0007384377658045508
SOLUSDT,long,deep_idle,low_vol,1.5_2.5,192,-0.00011214076374844947,-0.00011915132854318534,-0.000729158686664939,-0.0023781327376131,-0.0005514346355950742,0.4583333333333333,0.5260416666666666,-0.013593427571184855,0.010302179219437426,0.03873094602325159,-0.003003615138724059
SOLUSDT,long,deep_idle,mid_vol,0.5_1.0,113,5.765747695665121e-05,-0.0011078895492594365,-0.0023967041476480764,-0.0005427994794126417,-0.00046348033387502783,0.4336283185840708,0.5575221238938053,-0.014745760585457754,0.011357833232581955,0.16195539616222374,-0.0020620163182704363
SOLUSDT,long,deep_idle,mid_vol,0_0.5,133,-0.0007792456311252242,-6.319975625152506e-05,0.0012100246251834739,0.00022351806304085056,0.0017202643440335536,0.45112781954887216,0.5413533834586466,-0.013459452242928827,0.012567633984842926,0.062185081331,-0.000943598873462336
SOLUSDT,long,deep_idle,mid_vol,1.0_1.5,160,9.352996537978081e-05,0.0017180643972376716,0.0028321180161342933,0.0015754174443106041,0.0030788674975376898,0.45625,0.53125,-0.011281023131536195,0.013361331509301943,0.10548914516132714,-0.0003797768075228498
SOLUSDT,long,deep_idle,mid_vol,1.5_2.5,224,0.0003428752646795089,-3.527929986213925e-05,-0.00029067471952283735,-0.0006293355683061558,-0.001379006297331984,0.45535714285714285,0.5044642857142857,-0.013919327883515964,0.012371053998361334,0.031431057805186756,-0.00118243426233033
SOLUSDT,long,p4_held,high_vol,0.5_1.0,1,-0.006578505739410545,-0.007921057931127073,-0.022017855944149844,-0.016110626300597453,-0.010807545143317387,0.0,1.0,-0.025172853594683464,0.002080955897160619,,
SOLUSDT,long,p4_held,high_vol,0_0.5,1,0.0033132837190334996,0.01325313487613422,0.028647160770720825,0.02997247425833427,0.04455092262208171,1.0,0.0,-0.0023957589968396364,0.04276684677337128,1.0,
SOLUSDT,long,p4_held,high_vol,1.0_1.5,1,0.005572021339656175,0.0220509780675755,0.02667457024303488,0.03343212803793727,0.056431535269709565,1.0,0.0,-0.0005927682276229973,0.03935981031416724,1.0,
SOLUSDT,long,p4_held,high_vol,1.5_2.5,13,-0.0005225325214855115,-0.0013402363206902552,-0.007927764268972322,-0.011720245766962008,-0.010847551890034937,0.15384615384615385,0.8461538461538461,-0.020713639066571556,0.007775320590656656,0.6050393067519215,-0.01930796702345159
SOLUSDT,long,p4_held,low_vol,1.0_1.5,1,0.0037914691943128354,0.00868878357030023,-0.0031595576619272148,0.013428120063191384,-0.007266982622432749,1.0,0.0,-0.01619273301737756,0.02993680884676131,1.0,
SOLUSDT,long,p4_held,low_vol,1.5_2.5,6,-0.0013532709372521268,-0.0047815524939701275,-0.009764580145514826,-0.01300652107042601,-0.020417577285645843,0.16666666666666666,0.8333333333333334,-0.022148110484187893,0.00496829206116874,0.5617256365123601,-0.029077369005964138
SOLUSDT,short,after_p4_exit_0_4_bars,high_vol,0_0.5,1,0.011593564029094061,0.0031739034604364447,0.000749393872602977,0.0008816398501211298,0.006524134890896982,1.0,0.0,-0.008955875928353008,0.012858865026565969,1.0,
SOLUSDT,short,after_p4_exit_0_4_bars,mid_vol,1.5_2.5,1,-0.008709873725847972,-0.02339114559561839,-0.006922257720979763,0.023543283127947623,0.04522288148486242,0.0,1.0,-0.033560007351589816,0.02855801580471007,1.0,
SOLUSDT,short,after_p4_exit_17_64_bars,high_vol,0.5_1.0,23,-0.00016209423888853848,-0.0044957833190120335,-0.00821097769816417,-0.0028195276133778343,-0.007939876109843813,0.13043478260869565,0.7391304347826086,-0.016569935809587485,0.008891784723298846,0.316424356995569,-0.006319999935052495
SOLUSDT,short,after_p4_exit_17_64_bars,high_vol,0_0.5,35,-0.000732567247030848,-0.002836158964210681,-0.004932265163022196,-0.003768885767262347,-0.0018157683003807267,0.34285714285714286,0.6571428571428571,-0.01695904303160748,0.011988958134519232,0.18516498874898016,-0.00774338752335996
SOLUSDT,short,after_p4_exit_17_64_bars,high_vol,1.0_1.5,12,0.00025281098142515557,-0.004200365104934702,-0.003360150982367055,-0.010675501010864313,-0.017128904226157555,0.4166666666666667,0.5833333333333334,-0.01797675723006655,0.00889915632633522,0.6541767546862255,-0.016055287232645106
SOLUSDT,short,after_p4_exit_17_64_bars,high_vol,1.5_2.5,23,-0.0011383946459797712,0.0008562697118546201,0.006871039876196465,0.006680038355525176,0.008928449282563065,0.5217391304347826,0.4782608695652174,-0.010517639758183477,0.01819953847460556,0.14804722375510146,0.0033194554735072935
SOLUSDT,short,after_p4_exit_17_64_bars,low_vol,0.5_1.0,17,0.00045856460364534406,0.0025012602285965227,0.002915438080460503,-2.5348360092896878e-05,-0.0005113489188043721,0.5294117647058824,0.4117647058823529,-0.006138730771020125,0.008782136308923928,0.34917902452580724,-0.0024669161795563715
SOLUSDT,short,after_p4_exit_17_64_bars,low_vol,0_0.5,11,-0.0007092894609896725,-0.002540787015519751,0.0004245744084920339,0.001223894501531698,0.017014111264986018,0.36363636363636365,0.6363636363636364,-0.009687824420287282,0.012612886978615472,0.7132689741851088,-0.004683046776087954
SOLUSDT,short,after_p4_exit_17_64_bars,low_vol,1.0_1.5,25,0.00025757055809985993,0.00045017135302120257,0.00022133577100179823,-0.00047603017947533743,-0.001450427523904998,0.52,0.48,-0.009256038978556353,0.00848980288341309,0.17584132985670653,-0.0020198282078389695
SOLUSDT,short,after_p4_exit_17_64_bars,low_vol,1.5_2.5,22,0.0004296714411260651,0.0008485914637263094,0.0011510236917911482,0.0009208442677153615,0.004203488071131406,0.6363636363636364,0.36363636363636365,-0.005083082502611308,0.007358074337778616,0.25547206069829254,-0.001004432530300195
SOLUSDT,short,after_p4_exit_17_64_bars,mid_vol,0.5_1.0,14,-0.001432587897527379,-0.00442887958281415,-0.005914627379405775,-0.00884256577374096,-0.01518777651771527,0.42857142857142855,0.5714285714285714,-0.016983501546525885,0.007018852736683044,0.6448426561053845,-0.01185051950690103
SOLUSDT,short,after_p4_exit_17_64_bars,mid_vol,0_0.5,24,-0.0008808271931482666,-0.002242807823661338,-0.007642185261660013,-0.004839004046658819,-0.005864378220986816,0.2916666666666667,0.7083333333333334,-0.020335771278304257,0.010596902516383427,0.17423202552879086,-0.007489057367292736
SOLUSDT,short,after_p4_exit_17_64_bars,mid_vol,1.0_1.5,18,0.0005926701873861857,0.0016206693708581286,0.0004311593039203168,0.001912782894227928,0.0029879099776984022,0.6111111111111112,0.3333333333333333,-0.010137295565029169,0.012091422538284756,0.20172854045440028,-0.00046552951458874353
SOLUSDT,short,after_p4_exit_17_64_bars,mid_vol,1.5_2.5,13,0.0018058667513134025,0.0030320240821083678,-0.00028261039874792723,-0.0029958746563771075,0.000239749790747624,0.8461538461538461,0.15384615384615385,-0.011923363728549399,0.010549369481061137,0.26598440003823925,-0.007167492723516156
SOLUSDT,short,after_p4_exit_5_16_bars,high_vol,0.5_1.0,2,0.0007807047975268433,0.0030685173453883774,-0.002040574957736907,0.002565330620486639,-0.00042144977130820216,0.0,0.5,-0.007729652001631393,0.010915481935398375,0.5276135457567991,
SOLUSDT,short,after_p4_exit_5_16_bars,high_vol,0_0.5,4,-0.001571477452614628,-0.00010687662398015108,-0.008753932811072507,-0.004531286987909333,-0.009148909862129684,0.0,1.0,-0.013525965113885735,0.003880327503641534,,-0.007317361029151259
SOLUSDT,short,after_p4_exit_5_16_bars,high_vol,1.0_1.5,3,-0.00023922767297150185,-0.0007987645393932041,-0.012340984780541206,-0.008669510655650914,0.011562102797026,0.3333333333333333,0.6666666666666666,-0.01996768236380427,0.006304961008793815,,
SOLUSDT,short,after_p4_exit_5_16_bars,high_vol,1.5_2.5,3,0.002168007366671628,-0.008491542794829035,-0.0065257926842677465,-0.006658680025203941,0.0038393565657670234,0.3333333333333333,0.6666666666666666,-0.018271990744975986,0.009527507016611573,1.0,
SOLUSDT,short,after_p4_exit_5_16_bars,low_vol,1.5_2.5,5,0.00071449894603548,0.002901571281932336,0.0044409901124470965,0.00892175581073682,0.0003326831288381404,1.0,0.0,-0.007617531620647555,0.02095457085741854,0.7065352134951135,-0.008313063454855274
SOLUSDT,short,after_p4_exit_5_16_bars,mid_vol,0.5_1.0,3,0.0011563254742483764,0.00555245103860158,0.01074525937973377,0.009266784354406274,0.005892932958900958,1.0,0.0,-0.001195577808731844,0.016279020562687634,0.3988893458596114,
SOLUSDT,short,after_p4_exit_5_16_bars,mid_vol,1.0_1.5,2,0.002098793596509718,0.007499738129964961,0.016720371533627043,0.009584813068363673,0.04691317195109601,1.0,0.0,-0.002463874735316174,0.030076335877862626,0.5134790421082966,
SOLUSDT,short,after_p4_exit_5_16_bars,mid_vol,1.5_2.5,3,0.0005388449481299832,0.010393957106138033,0.001885697417919922,0.0027330360758912597,-0.0031566832480867855,1.0,0.0,-0.0042164980067463205,0.014686352628700883,0.3942513896896439,
SOLUSDT,short,deep_idle,high_vol,0.5_1.0,127,-2.8556143798138106e-05,0.0002413807105806605,-0.0016097188200799564,0.0010919478006817273,-0.0005403345531382309,0.5118110236220472,0.4409448818897638,-0.013570894969014704,0.015702694705084473,0.08243000870390853,-0.00041493486803470986
SOLUSDT,short,deep_idle,high_vol,0_0.5,210,-2.785110592217305e-05,0.000844666498909781,0.001094182718302173,-0.00026482760913378023,0.0027916907432357554,0.44285714285714284,0.5095238095238095,-0.014083061113759279,0.014674669373604189,0.052732198211675116,-0.0011688659827908505
SOLUSDT,short,deep_idle,high_vol,1.0_1.5,90,0.00016083868449570969,-0.0012008232339823029,-0.0027321599308635894,-0.0035970148492464405,0.00019317203894301003,0.4666666666666667,0.4777777777777778,-0.016146425855878156,0.012328863088171901,0.07527701956023815,-0.0047397576850800385
SOLUSDT,short,deep_idle,high_vol,1.5_2.5,124,0.0003071153490528147,-0.00013249090100990503,-0.0010202303749533436,-0.004363341036739426,-0.006070698606850413,0.5725806451612904,0.4032258064516129,-0.01503133802785655,0.013328219289808605,0.05888746204345427,-0.005210637689623701
SOLUSDT,short,deep_idle,low_vol,0.5_1.0,105,3.899084237794318e-05,-0.0011627507142037054,-0.0007575587171549756,0.001455937101198085,-0.001634748596519406,0.47619047619047616,0.5238095238095238,-0.011426305127393623,0.011248233520524826,0.08106857464641905,0.00014794269538374844
SOLUSDT,short,deep_idle,low_vol,0_0.5,106,0.0005270234569056115,0.0004366135593625885,0.0004668247761861676,0.002094044567652036,0.00030292752370818585,0.5283018867924528,0.46226415094339623,-0.01098450442912747,0.01255898039681024,0.07561879202940214,0.0009188860940072724
SOLUSDT,short,deep_idle,low_vol,1.0_1.5,103,0.00028406392587338494,0.00019419351396725334,9.229521679718329e-06,0.001607686241432466,0.002919330247578968,0.5145631067961165,0.46601941747572817,-0.010575431210343267,0.01076456680794213,0.11673050393692021,-6.096343537016269e-05
SOLUSDT,short,deep_idle,low_vol,1.5_2.5,207,-0.00021638220755707907,-0.0004292810500184913,-0.0012379271144902554,-0.0005506224277194015,0.0014800037905182255,0.4444444444444444,0.5458937198067633,-0.01191940749443762,0.00962905839258675,0.05263423659064738,-0.0012471331395129224
SOLUSDT,short,deep_idle,mid_vol,0.5_1.0,97,-1.1509924037518935e-05,-0.0024844790900096945,-0.0004273975208423418,-0.0015909275178762354,0.0008371156601956233,0.4742268041237113,0.5051546391752577,-0.012794345023229028,0.012164928452727443,0.1023400090965201,-0.0031110349716900435
SOLUSDT,short,deep_idle,mid_vol,0_0.5,122,-0.0004569241528122143,-0.0004513985607923888,0.0014672488625268962,0.003244190331467036,0.005409002646001865,0.4918032786885246,0.4672131147540984,-0.012961059323380665,0.014461926204163448,0.06591057710351382,0.0016936619266277465
SOLUSDT,short,deep_idle,mid_vol,1.0_1.5,96,0.00023406761006267499,-0.0011562942775056283,-0.0011790743963036796,0.00038485063212234313,0.004006971204763576,0.5,0.46875,-0.012191361783169355,0.0122344656151367,0.11021539564792843,-0.0009577705144867769
SOLUSDT,short,deep_idle,mid_vol,1.5_2.5,119,0.0003889795513832615,-0.0010874075793446969,-0.0030379598948755203,-0.0037598662550414304,-0.00030546161661458094,0.5126050420168067,0.46218487394957986,-0.013101870889188478,0.010154409166483564,0.07754686931088615,-0.004702861734198444
SOLUSDT,short,deep_idle,unknown,0.5_1.0,1,0.0020472967326815583,-0.00025068939583849925,0.0112392412467619,0.015124926882259526,0.002339767694493178,1.0,0.0,-0.0010017530678687603,0.017948281728479065,1.0,
SOLUSDT,short,p4_held,high_vol,0.5_1.0,118,-0.0014440405293310154,-0.001058217698418335,-0.0013209943686374303,-0.0019058115562413846,-0.0008083858288622255,0.4491525423728814,0.5254237288135594,-0.014742653512048665,0.012838697206865481,0.07096591384933994,-0.0029703698618069826
SOLUSDT,short,p4_held,high_vol,0_0.5,55,-0.00010801787763951122,0.002659587437687628,0.00336495753853766,-0.0015867235878529087,0.0035777279381062595,0.5636363636363636,0.41818181818181815,-0.01239344719184046,0.013816928690006877,0.14921451782761067,-0.0027473267413423005
SOLUSDT,short,p4_held,high_vol,1.0_1.5,159,-0.00016927220082244097,-0.00030286960156850794,0.0005218731874144817,0.00042614114536904704,-6.144476248641253e-05,0.4276729559748428,0.5094339622641509,-0.012304504809245912,0.01214622852223326,0.056044787402856476,-0.00041841146025248103
SOLUSDT,short,p4_held,high_vol,1.5_2.5,227,-9.91402593920321e-05,0.0008526102286997475,0.000743418183816432,0.0001924871768163952,0.00024250846464711942,0.44933920704845814,0.4977973568281938,-0.011330904629419094,0.011622803912195317,0.08137847035941607,-0.0007250658473508313
SOLUSDT,short,p4_held,low_vol,0.5_1.0,22,-0.00026873315028437664,0.000875484711814569,0.0007790852758130569,0.005951516239277047,-0.0028530924533611028,0.5,0.5,-0.007046419006562327,0.01173564327065756,0.16769503033007907,0.0033085836393390287
