symbol,side,p4_phase,volatility_regime,trend_strength_bucket,event_count,mean_fwd_ret_1,mean_fwd_ret_4,mean_fwd_ret_8,mean_fwd_ret_16,mean_fwd_ret_32,plus_1atr_first_rate_16,minus_1atr_first_rate_16,mean_mae_16,mean_mfe_16,top1_positive_contribution,remove_top3_mean_fwd_ret
BNBUSDT,short,p4_held,mid_vol,0.5_1.0,53,-0.00022474678097634228,-0.0006644251617835006,0.0004198170999656568,0.0015197261966076777,0.00048099351841749424,0.5471698113207547,0.4528301886792453,-0.00623641449506635,0.007134656752990107,0.13204636684065948,0.00015119149364068774
BNBUSDT,short,p4_held,mid_vol,0_0.5,22,-1.6147068181103887e-05,0.0016572292728884517,0.0014801796584756636,0.00015703615453017077,0.0002441883254269114,0.6818181818181818,0.2727272727272727,-0.00442496189317245,0.005951455524329599,0.3154622777112536,-0.0013442067007895491
BNBUSDT,short,p4_held,mid_vol,1.0_1.5,70,-0.0003509565094680335,-0.00013203428584644485,0.0008788097167298082,-0.0007030490333228382,-0.0013801245812296232,0.45714285714285713,0.5285714285714286,-0.008113755059955959,0.0073757341031620285,0.11237402748923087,-0.001916911548442046
BNBUSDT,short,p4_held,mid_vol,1.5_2.5,125,-0.0002995722113251702,-0.0005979370564307587,-0.0005229476510749853,7.32613253345331e-05,0.00026918486488485005,0.464,0.52,-0.007294351260011558,0.00714759722018184,0.06932849091400012,-0.000694767230511198
BNBUSDT,short,p4_held,unknown,0_0.5,1,0.0018454929130047315,-0.0008773654832316957,-0.002632096449695087,0.002178286716989164,0.006655876079689094,1.0,0.0,-0.0057752176986357595,0.006547193081291924,1.0,
BTCUSDT,long,after_p4_exit_0_4_bars,high_vol,0.5_1.0,23,-0.0009208587224203001,-0.005121517413663618,-0.00778983088394003,-0.009020656316688797,-0.00871484716271676,0.34782608695652173,0.6521739130434783,-0.014733014910416535,0.004232175278124569,0.5463057827468065,-0.011457027402502012
BTCUSDT,long,after_p4_exit_0_4_bars,high_vol,0_0.5,31,-0.00089603939653121,-0.0012224915704231543,-0.0008378665799435151,0.0003635252985743363,0.0027593695767961367,0.4838709677419355,0.5161290322580645,-0.009468976783447915,0.00942447390987277,0.15041961942956186,-0.0018031997346610715
BTCUSDT,long,after_p4_exit_0_4_bars,high_vol,1.0_1.5,40,0.0005919533972472135,0.0008990926749665284,0.0014284822461552826,0.0031060172813272254,0.002596218413432108,0.6,0.4,-0.005861101345740055,0.008512393174158212,0.1350436308496537,0.0012449208825472103
BTCUSDT,long,after_p4_exit_0_4_bars,high_vol,1.5_2.5,63,0.00034487331574557735,0.0001629807019575833,-0.0009707639488901232,-0.0008161748708556744,0.000593264488557377,0.4444444444444444,0.5555555555555556,-0.008082317910856398,0.007229816078371722,0.1255124550043343,-0.0020105552840436027
BTCUSDT,long,after_p4_exit_0_4_bars,low_vol,0.5_1.0,9,0.0002768236002964608,0.0011930191798121454,0.00424618507728241,0.006056941488579344,0.008852739840493284,0.5555555555555556,0.4444444444444444,-0.0039078360105166965,0.010806059369816637,0.291025684103564,0.0018750011935419846
BTCUSDT,long,after_p4_exit_0_4_bars,low_vol,0_0.5,3,-0.00017156146852507584,0.0008574347183382495,0.0006700356226745363,0.005858811534501925,0.005373246885067573,0.3333333333333333,0.6666666666666666,-0.005785884592209634,0.007405018681967486,0.668543368950017,
BTCUSDT,long,after_p4_exit_0_4_bars,low_vol,1.0_1.5,4,0.00011050945736071349,-0.001949567683634995,0.0007627321866914005,-0.008380797223612485,0.02005890985052508,0.25,0.75,-0.00994152865445519,0.005648666917238976,,-0.011897386344349337
BTCUSDT,long,after_p4_exit_0_4_bars,low_vol,1.5_2.5,25,-0.00022717805572769923,0.0021664703598170787,0.004616968254250877,0.003995563244481439,0.006396748640104568,0.56,0.44,-0.005662388448274265,0.0123035277937288,0.4582993243092714,-0.003741242581763252
BTCUSDT,long,after_p4_exit_0_4_bars,mid_vol,0.5_1.0,4,0.00033231942733102926,0.0005352426445245917,0.0016444662604757632,0.0005270245703909993,0.004138999891371564,0.75,0.25,-0.004503856127587635,0.005467061594117417,0.5086922994207256,-0.0024871196793344597
BTCUSDT,long,after_p4_exit_0_4_bars,mid_vol,0_0.5,6,-0.00023482835609604327,-0.0008336611355982219,0.0011434899228430033,0.007410460296875125,0.008081010912309025,0.3333333333333333,0.5,-0.006371635924368957,0.010687804168786822,0.37629962158257163,0.002756395668487214
BTCUSDT,long,after_p4_exit_0_4_bars,mid_vol,1.0_1.5,17,0.0005497572866300665,-0.0001126340503403107,-0.00041782654043479516,0.0005324530455232434,5.5335455765134276e-05,0.4117647058823529,0.5882352941176471,-0.005409575625353054,0.005077863246911063,0.18828751446279096,-0.0003877746087926586
BTCUSDT,long,after_p4_exit_0_4_bars,mid_vol,1.5_2.5,34,-0.00012708417907405904,0.0007359892306478169,0.0027428432003030663,0.002003731136063483,0.00128156160748851,0.38235294117647056,0.5882352941176471,-0.006636211067129886,0.009412241749788516,0.5647010622595708,-0.0017525658315943398
BTCUSDT,long,after_p4_exit_17_64_bars,high_vol,0.5_1.0,136,0.0004098350246209937,6.957925506772691e-05,-0.00029028734844733324,-0.00027134174138221227,0.0012911859790553214,0.4852941176470588,0.47058823529411764,-0.007831204906193268,0.006489483123323157,0.08332718447940879,-0.0008989690798197023
BTCUSDT,long,after_p4_exit_17_64_bars,high_vol,0_0.5,176,1.1977762297502405e-05,0.00022680277886462564,-0.00020094436909114615,0.0008786967962237304,0.0015840138503712875,0.5056818181818182,0.4602272727272727,-0.006976512695572618,0.0071276992013211,0.05786573646399446,0.00022016059138278642
BTCUSDT,long,after_p4_exit_17_64_bars,high_vol,1.0_1.5,84,-0.0002993018862918169,-0.0013220360680220034,-0.0013690405876491238,0.0010547351867756728,0.002065422769948689,0.4166666666666667,0.5595238095238095,-0.00826051126975618,0.006927154391721623,0.0788057073144435,0.00017128821372960044
BTCUSDT,long,after_p4_exit_17_64_bars,high_vol,1.5_2.5,71,-0.0005134697443245679,9.323394147961735e-05,2.146848771358102e-05,0.0008183554142260101,0.0015942865204976297,0.5070422535211268,0.4788732394366197,-0.011752373974182679,0.008087382147804958,0.06549313901415917,1.2823824696897416e-05
BTCUSDT,long,after_p4_exit_17_64_bars,low_vol,0.5_1.0,52,0.0003027092221551184,-0.00010854998311859133,-0.0013318010523365965,-0.002583402732831797,-0.00549825116788394,0.40384615384615385,0.5961538461538461,-0.007722698513859873,0.004162023446738016,0.0971065316451441,-0.0031771475843105786
BTCUSDT,long,after_p4_exit_17_64_bars,low_vol,0_0.5,35,0.000196534247880052,0.00037305380670862946,-0.00053892780697483,-0.0013527821363070037,-0.0030939716335031974,0.4,0.5428571428571428,-0.005953711716740293,0.004324386868654459,0.12571892266312096,-0.0020657264732734937
BTCUSDT,long,after_p4_exit_17_64_bars,low_vol,1.0_1.5,54,-0.00021214218240948827,8.72163157167974e-05,0.0001336625970878066,-0.0002665789648894429,-0.0015684839668177175,0.5555555555555556,0.42592592592592593,-0.0048636912636149335,0.004249698040454859,0.08363698809554418,-0.0007243644116988332
BTCUSDT,long,after_p4_exit_17_64_bars,low_vol,1.5_2.5,79,0.00020374411449681294,0.0002610901692828905,0.0003175518940683576,0.001155211665800142,0.000932847680475348,0.569620253164557,0.43037974683544306,-0.004664268270530372,0.004896974165995148,0.07877795301806981,0.000539499313156482
BTCUSDT,long,after_p4_exit_17_64_bars,mid_vol,0.5_1.0,80,-0.00021534845384614114,-0.0004907449384223799,-2.4658733725821393e-05,-0.0009780057225322546,-0.001279199591205242,0.425,0.55,-0.006917897249489042,0.005536434812785543,0.14297481741249357,-0.0016925234725203994
BTCUSDT,long,after_p4_exit_17_64_bars,mid_vol,0_0.5,66,6.04007091727214e-06,-0.0001265232752682926,-0.0008029268817536315,-0.002938833246071755,-0.003381692839956963,0.5606060606060606,0.42424242424242425,-0.008982171914323957,0.005554693083410362,0.13581707993914405,-0.0038803340751455734
BTCUSDT,long,after_p4_exit_17_64_bars,mid_vol,1.0_1.5,50,1.6965793485146374e-05,0.00013115829041411952,0.00039739538326780897,0.000765167494336596,0.0009262319157887622,0.48,0.5,-0.00541102121539456,0.005675896872849844,0.15303855719624274,1.279378257347087e-05
BTCUSDT,long,after_p4_exit_17_64_bars,mid_vol,1.5_2.5,79,-0.00024371177789241804,0.0002722089470855572,0.0006822760282220006,0.0021064329744531346,0.0024180514036619884,0.4936708860759494,0.4810126582278481,-0.005975049419114275,0.007591899739396412,0.08232319693285477,0.0011397329701893922
BTCUSDT,long,after_p4_exit_5_16_bars,high_vol,0.5_1.0,95,-0.00012761849490037925,-1.2034288492144157e-05,0.0008480693719528344,0.0018947939252598868,0.004411455538064933,0.5578947368421052,0.4,-0.00686456592252491,0.008200763429595923,0.04451276673872054,0.0014521957834696746
BTCUSDT,long,after_p4_exit_5_16_bars,high_vol,0_0.5,81,-6.628022109151976e-05,-0.00015431584641549344,0.001334256494696053,0.0013312940837848426,0.009532987281063512,0.49382716049382713,0.3950617283950617,-0.007356676418346035,0.00706998878081454,0.08575513438849179,0.000510189019531106
BTCUSDT,long,after_p4_exit_5_16_bars,high_vol,1.0_1.5,44,-0.0006137861180513187,-0.002527953948889454,-0.003236292001862921,-0.001898850011100194,-0.00016493567748502251,0.38636363636363635,0.6136363636363636,-0.008326371110898444,0.004209549924242823,0.198030364758288,-0.00289589224247222
BTCUSDT,long,after_p4_exit_5_16_bars,high_vol,1.5_2.5,44,0.00012781058224320912,-0.0005252817065627943,-0.0017558648631707983,-0.0004858655493608038,0.0006263734362440518,0.4772727272727273,0.45454545454545453,-0.006992163212089342,0.005795337194550837,0.15794204775786533,-0.00158622087656981
BTCUSDT,long,after_p4_exit_5_16_bars,low_vol,0.5_1.0,11,0.0007297812064535159,0.0015599717421458583,-0.0025568612549813252,-0.005635503102868442,-0.0009989570363408528,0.6363636363636364,0.36363636363636365,-0.011059741730894544,0.005181140843019309,0.8721648691368219,-0.008245292512558372
BTCUSDT,long,after_p4_exit_5_16_bars,low_vol,0_0.5,6,-0.0006917873756611311,-0.0022545019772386246,-0.002526956324296207,-0.0014205071317592744,-0.000815203079187743,0.2,0.8,-0.008853061999602141,0.005863965741948229,0.47898477111151205,-0.011583298650817642
BTCUSDT,long,after_p4_exit_5_16_bars,low_vol,1.0_1.5,9,-0.0010022688496027746,-0.00040138561855319736,-0.000706015662343826,-0.006246087093039803,0.0020932211395520645,0.2222222222222222,0.6666666666666666,-0.009232464187237098,0.003780934575708223,0.5249821010230895,-0.009523160451505419
BTCUSDT,long,after_p4_exit_5_16_bars,low_vol,1.5_2.5,28,-0.000509913816843994,-0.0008171096157000647,-0.0009463445288556495,-0.0027794182815158797,-0.00014240876914827148,0.42857142857142855,0.5714285714285714,-0.006595362808079287,0.003460899415607383,0.1522097505022798,-0.0036675056043678155
BTCUSDT,long,after_p4_exit_5_16_bars,mid_vol,0.5_1.0,15,0.00028051101813274894,0.0007778434046157967,0.0030151605978530577,0.0019428617956301463,-0.0004749662571684447,0.4666666666666667,0.4666666666666667,-0.0033635348099448088,0.006411890755418525,0.23842571037765753,0.0004617599472244068
BTCUSDT,long,after_p4_exit_5_16_bars,mid_vol,0_0.5,15,0.0010294000224298013,0.0019284564685757937,0.003896337293739129,0.0039207777285704855,0.0032009058202139454,0.38461538461538464,0.46153846153846156,-0.005141325898592141,0.008125830862531876,0.2233525143082622,0.0016699256748835434
BTCUSDT,long,after_p4_exit_5_16_bars,mid_vol,1.0_1.5,23,0.0005151427580025832,-0.00036810408159004344,-0.0007170260890923275,-0.0006386665765175852,-0.0034642689462839036,0.5652173913043478,0.43478260869565216,-0.005310176149379873,0.004204364356475329,0.20049856694319754,-0.0014995246916209403
BTCUSDT,long,after_p4_exit_5_16_bars,mid_vol,1.5_2.5,35,0.00016383628584109973,0.001406201818617303,0.00150434836363401,0.0009259409618535282,-7.979834667548908e-05,0.6285714285714286,0.3142857142857143,-0.004290212298009407,0.0058599218294017276,0.18092340236533022,-0.0005101748946880827
BTCUSDT,long,deep_idle,high_vol,0.5_1.0,243,-7.500064668642568e-05,-0.0006844173363719728,-0.002333172127851315,-0.0019322209398907422,-0.001052014133727412,0.4156378600823045,0.5555555555555556,-0.010769248179571906,0.00684906127311492,0.04486409079240243,-0.0023110385324353693
BTCUSDT,long,deep_idle,high_vol,0_0.5,182,1.649649621611292e-05,-0.000755899452650857,-0.00024124477747844796,0.0004416539825317346,0.002498719320396525,0.41208791208791207,0.554945054945055,-0.008184107136826442,0.007872848807098022,0.035316719157319446,8.089739363226149e-05
BTCUSDT,long,deep_idle,high_vol,1.0_1.5,287,-0.00018982192720753163,-0.0007320442489098163,-0.0008329152044786732,-0.0013793477158958022,-0.001369773767894135,0.4146341463414634,0.5365853658536586,-0.011068961960886664,0.008340165851615898,0.041182139798123615,-0.0017614956743108347
BTCUSDT,long,deep_idle,high_vol,1.5_2.5,578,-0.00010380839337001143,-0.0002285139570497418,-0.0005557145177166136,-0.000159587441061751,0.0005203527646254456,0.47058823529411764,0.4930795847750865,-0.012126662347624556,0.008975282336172676,0.017194281911946104,-0.0003564656898905151
BTCUSDT,long,deep_idle,low_vol,0.5_1.0,109,0.0001065210128866144,0.0004861265821524252,-0.0007263763529387954,-0.0009670937626889027,-0.0002550498324741717,0.48623853211009177,0.47706422018348627,-0.007052647863935563,0.0062161796313835735,0.09873950985237934,-0.001893667869540571
BTCUSDT,long,deep_idle,low_vol,0_0.5,133,0.00011641376425830685,0.0011417144030936642,0.0015912092142840366,0.0012498513604798868,0.0010208421288228292,0.5413533834586466,0.44360902255639095,-0.005533396104062405,0.006827959903616448,0.1170558057177489,2.6646201654214095e-05
BTCUSDT,long,deep_idle,low_vol,1.0_1.5,79,0.00021853059894781768,5.635358588129691e-05,-0.0003639037204980959,-0.0006687766153618427,0.00047376946529817913,0.4936708860759494,0.4810126582278481,-0.005823274768320092,0.005229136848280751,0.07510271090377742,-0.001144214689874006
BTCUSDT,long,deep_idle,low_vol,1.5_2.5,109,-0.0001499926578395422,-0.0002301862052793274,0.0011202569523437232,0.003299189342284847,0.001552349289109987,0.48623853211009177,0.45871559633027525,-0.006048786532271504,0.008903002659020625,0.06580014234688904,0.002245406875902204
BTCUSDT,long,deep_idle,mid_vol,0.5_1.0,109,-4.710318492239332e-05,-0.000497378163924816,-0.0014020115618231168,-0.0013624936382802928,-0.0019171001416652114,0.5137614678899083,0.47706422018348627,-0.00849526541262787,0.00616664051016795,0.10432732598287468,-0.0020743985313433177
BTCUSDT,long,deep_idle,mid_vol,0_0.5,116,0.00016294180749908366,0.00020650491992879605,-0.0002931693847368594,-0.0007565107885695502,0.00023503235648010307,0.4051724137931034,0.5689655172413793,-0.008784888940470179,0.007033071055036052,0.06460475339154073,-0.001352057541720712
BTCUSDT,long,deep_idle,mid_vol,1.0_1.5,100,0.0002719281781995031,-0.00015563476982965674,-0.0009897555315293383,-0.0017760522995738126,-0.00174654279813379,0.45,0.5,-0.009422467352785737,0.006739262460919111,0.07729840835468661,-0.0023630344999935877
BTCUSDT,long,deep_idle,mid_vol,1.5_2.5,185,9.534401261447845e-05,0.0006530419088855256,0.0010856457755180704,0.0014707513445281193,0.003484172695378968,0.5135135135135135,0.44324324324324327,-0.00623598430790472,0.007629272014497129,0.030512620065779265,0.0011659466348223945
BTCUSDT,long,p4_held,high_vol,0.5_1.0,1,0.001417024387370791,-0.005578017759577003,-0.005699279015220049,-0.005256675432123048,-0.005609199225313777,1.0,0.0,-0.007493945598736063,0.0027162521264028072,,
BTCUSDT,long,p4_held,high_vol,1.0_1.5,4,0.0015847294374708443,0.0025903434737906683,0.0018923504263271274,0.0020546928404371334,0.006413074047582318,0.75,0.25,-0.007534070951259825,0.00892689197596197,0.7081559082193563,-0.015052778353960683
BTCUSDT,long,p4_held,high_vol,1.5_2.5,6,-0.0012546680709487983,-0.002494677429694466,-0.0026564614431327884,0.0009258327459422492,0.007060283862310594,0.3333333333333333,0.6666666666666666,-0.008241524019190075,0.006250125727704596,0.5720274860996692,-0.003849846849363847
BTCUSDT,long,p4_held,low_vol,0_0.5,1,-0.003429149376453,-0.005902703488937511,-0.0041420403565637365,0.0028338050704055373,0.0023881425003953183,0.0,1.0,-0.010153833924308353,0.00447438455013871,1.0,
BTCUSDT,long,p4_held,low_vol,1.0_1.5,2,8.048933479420928e-05,-0.002887525674557745,-0.004794738783327979,0.0039012807758061485,0.015665867454561,0.5,0.5,-0.010195807351107422,0.011058393012402412,1.0,
BTCUSDT,long,p4_held,low_vol,1.5_2.5,3,-7.355365845340689e-05,0.0004514353244534641,0.00035250497468467906,0.0004934709010817236,-0.0010724618491840439,0.6666666666666666,0.3333333333333333,-0.0021320175464858058,0.002088563153676818,0.5165307096656372,
BTCUSDT,long,p4_held,mid_vol,0.5_1.0,3,-0.0007287850527310328,-0.0005638033035346712,-0.0003533490542814895,0.014055350018440974,0.016617922208265412,0.0,1.0,-0.007051703058512142,0.01803865016304444,0.41793907483019654,
BTCUSDT,long,p4_held,mid_vol,0_0.5,1,-0.0011983536219040136,-0.0023466426924928507,-0.005431471216078676,-0.009150095655249157,0.005118301469554387,0.0,1.0,-0.01255661555111487,0.0009842477747903366,,
BTCUSDT,long,p4_held,mid_vol,1.0_1.5,2,0.0003564804097605512,0.0012295824860469873,0.0016434726965712798,-0.002130522479393937,0.0052617818848572084,1.0,0.0,-0.005082929817573856,0.0037116365739930934,1.0,
BTCUSDT,long,p4_held,mid_vol,1.5_2.5,3,0.0010129194696907318,-0.0004950750285958039,-0.002105207904651444,0.0006545682888678961,0.0013725678787029905,0.6666666666666666,0.3333333333333333,-0.004648855261534949,0.003699513543236129,0.584715451092206,
BTCUSDT,short,after_p4_exit_0_4_bars,high_vol,0.5_1.0,1,-0.0028214503351615683,0.0015965874466787877,0.0009027596413336836,-0.002436667537215831,-0.0017088883085227824,0.0,1.0,-0.007053576059332989,0.0032314410480349665,,
BTCUSDT,short,after_p4_exit_0_4_bars,high_vol,1.0_1.5,1,-0.019156786494505917,-0.029536900576197178,-0.07255660380635054,-0.07773855680988051,-0.09007174388463568,0.0,1.0,-0.09049394025544644,0.0010349135563245682,,
BTCUSDT,short,after_p4_exit_0_4_bars,mid_vol,1.0_1.5,1,-0.0010771570374696893,-0.0017290287721194453,0.0006963175347395323,-0.003888571764716131,-0.003979206337448193,1.0,0.0,-0.008121120965371764,0.0021528384279476676,,
BTCUSDT,short,after_p4_exit_17_64_bars,high_vol,0.5_1.0,28,0.00011756117589261412,0.0012727465513594136,0.0014772858064581729,0.0010701260913348015,-0.00029259309035582174,0.32142857142857145,0.6785714285714286,-0.005869754840320056,0.007871168580389942,0.14659941135976176,-0.000750626160664063
BTCUSDT,short,after_p4_exit_17_64_bars,high_vol,0_0.5,66,4.079100321698522e-05,0.000588080919417173,0.0017111312429230743,0.00325287130461697,0.008437181281372613,0.6515151515151515,0.3484848484848485,-0.006344028474242002,0.010846811422210789,0.07450938387558821,0.002187806812458115
BTCUSDT,short,after_p4_exit_17_64_bars,high_vol,1.0_1.5,29,-0.0017755427015694555,-0.002073606798409641,-0.0005852704625723308,-0.0026131882081440383,8.446424447057845e-05,0.2413793103448276,0.7241379310344828,-0.009498446163110812,0.007686551422539765,0.2515487215246981,-0.004162665937665626
BTCUSDT,short,after_p4_exit_17_64_bars,high_vol,1.5_2.5,10,0.000310710965845562,0.0012215197102180108,0.0004175338340393742,0.0024259267612617543,0.0012492704173753255,0.7,0.3,-0.006739410996945627,0.011525767269526654,0.25113803080684,-0.0015143612388221564
BTCUSDT,short,after_p4_exit_17_64_bars,low_vol,0.5_1.0,12,0.000428813775524219,0.0014959505807632851,0.003641485926246681,0.005560167841894105,0.005513542587254033,0.5833333333333334,0.4166666666666667,-0.0022185916978389266,0.01016815892224208,0.172484428590851,0.0031328076189069223
BTCUSDT,short,after_p4_exit_17_64_bars,low_vol,0_0.5,9,0.001448430180038904,0.0017899034509752203,0.0008593744694130385,0.0050265164212713875,0.0060581403808174965,0.8888888888888888,0.1111111111111111,-0.0018331698388091382,0.006771816028531743,0.19175982477164616,0.0038066440067452043
BTCUSDT,short,after_p4_exit_17_64_bars,low_vol,1.0_1.5,10,0.00020960043679730812,-0.0008552495383233882,0.0013571144196211971,0.00119084436909781,0.0040897237312452536,0.6,0.4,-0.005357380851932802,0.00889736941742647,0.3082466140786733,-0.002944855984952025
BTCUSDT,short,after_p4_exit_17_64_bars,low_vol,1.5_2.5,44,0.00049773162598148,0.0015680408750666332,0.0030536355660919097,0.003717829249427795,0.0029524291372264966,0.5454545454545454,0.4318181818181818,-0.005573779112293766,0.009332357435355437,0.12482608683330239,0.00185955045570045
BTCUSDT,short,after_p4_exit_17_64_bars,mid_vol,0.5_1.0,14,-0.000698421209060123,-0.00039201914150076885,0.0007310693053686479,0.0005446893234988022,6.742518556389156e-05,0.5714285714285714,0.35714285714285715,-0.005979109080979357,0.006359254435175472,0.3326748007727066,-0.001786421412581724
BTCUSDT,short,after_p4_exit_17_64_bars,mid_vol,0_0.5,32,7.227207529016469e-05,0.00034828854436157533,0.0004678300852063409,0.0013738094332086115,0.0006763996423637293,0.34375,0.5625,-0.004820291755791111,0.006747457476279646,0.13537176148670516,0.00023139647228339878
BTCUSDT,short,after_p4_exit_17_64_bars,mid_vol,1.0_1.5,19,-0.0007072711058734246,-0.002406511969686723,-0.004103434514020544,-0.003051874836610665,-0.0040542300635464205,0.47368421052631576,0.5263157894736842,-0.009833491131142444,0.005506159886129727,0.2039274174267956,-0.0048549102117791815
BTCUSDT,short,after_p4_exit_17_64_bars,mid_vol,1.5_2.5,27,-0.00020842947768850162,-0.0004233272055926993,-0.0006697269534606603,-0.0007045751616635893,-0.0031057352943609454,0.5925925925925926,0.2962962962962963,-0.007317068458796276,0.006177744074437414,0.2469947513706052,-0.002642367513474043
BTCUSDT,short,after_p4_exit_5_16_bars,high_vol,0_0.5,1,-0.009394170691956694,-0.009419122008535563,-0.005794376200073392,-0.009956709465735791,-0.007636237023897818,0.0,1.0,-0.014092271222828523,0.0,,
BTCUSDT,short,after_p4_exit_5_16_bars,high_vol,1.0_1.5,6,-0.0019989163685478575,-0.004768936570015425,0.0002993910978246565,0.00669920785889531,0.021595432417491383,0.3333333333333333,0.6666666666666666,-0.012673437272602894,0.009430985661050162,0.3399125557342453,0.0006888781266916055
BTCUSDT,short,after_p4_exit_5_16_bars,high_vol,1.5_2.5,2,-0.0026411044464604294,0.0001835253820617333,0.007703736853152177,0.017176061232286155,0.02696227524627376,0.0,1.0,-0.01227427150249788,0.018201834335890177,0.5407773489751518,
BTCUSDT,short,after_p4_exit_5_16_bars,low_vol,1.5_2.5,4,0.0006161789945085538,0.001371371267802568,0.0005138940066845288,0.00026319290870963075,-0.0037498631280899475,1.0,0.0,-0.002812181563141558,0.003171556949480625,0.35572954245337557,-0.0061072116707954205
BTCUSDT,short,after_p4_exit_5_16_bars,mid_vol,0.5_1.0,2,-0.0004622394033695909,-0.005296747051238948,-0.008808930849076801,-0.026579057446097898,-0.02234660888514839,0.0,1.0,-0.030388810984590342,0.006360722539533348,,
BTCUSDT,short,after_p4_exit_5_16_bars,mid_vol,1.0_1.5,1,-0.0028556216323156747,-0.007902056396708712,-0.03706052812270877,-0.035675631640811334,-0.06094271881946289,0.0,1.0,-0.04376675351484727,0.0020451507478722597,,
BTCUSDT,short,after_p4_exit_5_16_bars,mid_vol,1.5_2.5,2,0.0011346436954736139,-0.0007121212277105271,0.0008920411200749045,0.006194318111818309,0.0056305804765233725,0.5,0.5,-0.005577249303707177,0.007823097846478166,0.9699744585143958,
BTCUSDT,short,deep_idle,high_vol,0.5_1.0,100,-0.00010105672566863899,-0.00021437024464111,-0.00033065925719166,-0.0007014106905858786,-0.000689407019682563,0.5,0.43,-0.008956115010523118,0.008789887760776079,0.07624725777288852,-0.0014863281233764409
BTCUSDT,short,deep_idle,high_vol,0_0.5,162,0.0002585876754707412,0.0006464985127783467,-0.0003708382790177412,-0.0003989920904201075,-0.0003166948289533354,0.48148148148148145,0.4567901234567901,-0.008233209386101795,0.00843127747659341,0.0814660056411242,-0.0010505652082067152
BTCUSDT,short,deep_idle,high_vol,1.0_1.5,70,-0.00014112339152607203,-0.0006118979914998689,-0.00014424363162331185,0.00061606676192815,0.0009638238869371889,0.38571428571428573,0.5857142857142857,-0.009236504743613096,0.010259511223240866,0.07702282029641737,-0.0004851426297143948
BTCUSDT,short,deep_idle,high_vol,1.5_2.5,91,6.945973440791913e-06,0.0002449354954281812,-0.00025876741543971905,-0.001215309083327843,-0.0017128420922166477,0.5164835164835165,0.4175824175824176,-0.009369049346463598,0.008757714583626227,0.12080242520401364,-0.002162029759838159
BTCUSDT,short,deep_idle,low_vol,0.5_1.0,118,-8.646396279321511e-05,-3.099531313907752e-05,-0.0008158764678455135,-0.001369447910652672,9.63194781418962e-05,0.4661016949152542,0.5084745762711864,-0.007212913214769268,0.005439638128321452,0.07731948487913083,-0.0019400040482991873
BTCUSDT,short,deep_idle,low_vol,0_0.5,132,0.0003223352000293132,0.0005015481331024245,0.0008589790990617425,0.00018389758106226417,-0.0005984082329539513,0.48484848484848486,0.5,-0.005874803260504183,0.006048164651271344,0.10176787441886223,-0.00046421011469997153
BTCUSDT,short,deep_idle,low_vol,1.0_1.5,113,-0.0003395446763138273,-0.0011314756651593638,-0.0012232676654243516,-0.003447457176423749,-0.0041678337779816905,0.35398230088495575,0.6194690265486725,-0.010109756698589599,0.005396121848950713,0.11114713269120982,-0.004068896174462178
BTCUSDT,short,deep_idle,low_vol,1.5_2.5,212,0.0001759652597613881,6.234021484935774e-05,-5.0553150396380186e-05,0.0005106651877299514,0.0017621097849984402,0.42924528301886794,0.5613207547169812,-0.005752034394622444,0.00578298051141032,0.07067879715733792,2.0788888520960608e-05
BTCUSDT,short,deep_idle,mid_vol,0.5_1.0,74,0.0003381903385817717,0.0008971197185750436,0.0009985082240414175,0.002267675116806433,0.002173976417862318,0.6621621621621622,0.2972972972972973,-0.004394603723975852,0.007526790978641825,0.12368735332842397,0.001066612563755789
BTCUSDT,short,deep_idle,mid_vol,0_0.5,107,-0.00029551848244401235,-0.0003540711478563206,-6.288388823556617e-05,0.0003545205251782383,-0.0007173436990847523,0.411214953271028,0.5700934579439252,-0.005959910774892668,0.0062172675308699125,0.10924386539452734,-0.00041901403030488
BTCUSDT,short,deep_idle,mid_vol,1.0_1.5,77,0.00019996461594425934,-0.0005172769764877421,0.000245278076264092,-0.00016812504511506124,0.003179731915995509,0.45454545454545453,0.5194805194805194,-0.0089483155593536,0.007749479413716766,0.08416582269940523,-0.0009600567965396545
BTCUSDT,short,deep_idle,mid_vol,1.5_2.5,140,0.00025715747309582753,0.0007211403458642415,0.001119318906982746,0.00161875435373313,0.002971460070593032,0.5357142857142857,0.4357142857142857,-0.0050438188379650665,0.007054449206172429,0.08392452502507951,0.0010241111248291235
BTCUSDT,short,p4_held,high_vol,0.5_1.0,124,-5.7119698214325705e-05,-0.0011771221713474578,-0.001022380822467741,0.0010173561417507568,0.0009022502984417253,0.4838709677419355,0.47580645161290325,-0.007379124751113114,0.00801390757889459,0.054123903764789955,0.00045636477165556427
BTCUSDT,short,p4_held,high_vol,0_0.5,75,-0.000290747019683244,-0.00036594139816012265,-0.0009578352017516615,0.001301237731987488,0.0035206070742610225,0.4266666666666667,0.52,-0.007763875041118255,0.007952463543935376,0.08235144145098332,0.0003752191725275948
BTCUSDT,short,p4_held,high_vol,1.0_1.5,170,0.00011989961234972104,0.0007944895735555294,0.0013898399412125301,0.000505340018880578,0.0006535060923342583,0.6058823529411764,0.3352941176470588,-0.006570599451960632,0.007958567666930212,0.033966274266307134,0.00015974078161799224
