symbol,prototype,gate,leverage_mode,year,quarter,trade_count,return,profit_factor,max_drawdown,win_rate,sample_status
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2020,,89,1.7514376066376656,1.2973963604542587,-0.27479508973591116,0.3707865168539326,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2021,,93,-1.1041194278628372,0.8540381441530664,-1.2643070512985284,0.3010752688172043,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2022,,49,-1.1209107220809982,0.37073513425125576,-1.1295547240815464,0.24489795918367346,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2023,,75,-0.08826290147290347,0.9118620523578608,-0.3450880180909247,0.28,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2024,,82,0.16155632351306923,1.1729424895885556,-0.15710943970771474,0.4024390243902439,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2025,,76,0.6380867860667325,1.4331081185764962,-0.21902468118152918,0.39473684210526316,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2026,,24,0.028162031745271706,1.04215829412729,-0.18363710899376928,0.375,partial_year
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2020,,89,0.5852580779662652,1.3364830417572569,-0.15311591434124427,0.3707865168539326,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2021,,93,-0.10406152152448832,0.9378694732091983,-0.5542443768910346,0.3010752688172043,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2022,,49,-0.4482761300115583,0.3912515444803786,-0.4370178994088644,0.24489795918367346,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2023,,75,-0.03477690694321869,0.9410669825628072,-0.2208041814113607,0.28,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2024,,82,0.1571522389333261,1.2474798132507665,-0.10828907388809605,0.4024390243902439,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2025,,76,0.4409071941315155,1.56815704026606,-0.14982018227129046,0.39473684210526316,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2026,,24,0.02735988668725747,1.0944724824184433,-0.08207192682182274,0.375,partial_year
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2020,,89,1.086619752219689,1.4773687405524887,-0.16772390531005665,0.3707865168539326,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2021,,93,-0.13697254048223959,0.9378694732091983,-0.6733972311085201,0.3010752688172043,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2022,,49,-0.5900501882511929,0.3912515444803788,-0.5789677779122292,0.24489795918367346,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2023,,75,-0.045775626036816404,0.9410669825628071,-0.27464794813238314,0.28,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2024,,82,0.2068539945776602,1.2474798132507658,-0.13654949755092083,0.4024390243902439,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2025,,76,0.5803507157338442,1.5681570402660596,-0.1947895618531016,0.39473684210526316,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2026,,24,0.036012861737544026,1.0944724824184433,-0.10568000302743363,0.375,partial_year
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2020,,55,1.3571493170042066,3.1728612443735025,-0.05262574597766123,0.4909090909090909,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2021,,57,0.48247277591934545,1.3109333796451714,-0.5111924960861856,0.3684210526315789,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2022,,29,-0.3143768219109106,0.6506531457847718,-0.2870438912161689,0.3448275862068966,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2023,,64,-0.13584408965590528,0.8856315167450428,-0.4345033346917003,0.296875,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2024,,57,0.5026623001806021,1.4524829461704687,-0.21828068685618673,0.40350877192982454,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2025,,57,0.9748509341978429,1.6120733182860638,-0.31365687139681175,0.42105263157894735,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2026,,22,-0.137914994715239,0.8169684836428074,-0.32517053486358194,0.3181818181818182,partial_year
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2020,,55,4.093666561335335,2.8255636865620173,-0.10330461453443396,0.4909090909090909,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2021,,57,1.849065172921833,1.2543640564280296,-1.105565817852196,0.3684210526315789,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2022,,29,-1.5326363079802658,0.6347061535363331,-1.6555252008783115,0.3448275862068966,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2023,,64,-0.6614863453812,0.8746310766052423,-0.9504241861573777,0.296875,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2024,,57,1.9610733734286125,1.3949605100601972,-0.47345746185804627,0.40350877192982454,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2025,,57,4.321862190415657,1.5149686646803493,-1.0474444351666943,0.42105263157894735,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2026,,22,-0.8723616101335122,0.789143625842482,-2.155073733555689,0.3181818181818182,partial_year
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2020,,55,9.216147092240375,2.536973642322791,-0.15207865243639962,0.4909090909090909,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2021,,57,4.67085008453038,1.2020689309777226,-1.4099300362324831,0.3684210526315789,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2022,,29,-4.872980704977374,0.6190324872251045,-10.754728770815019,0.3448275862068966,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2023,,64,-2.012499794899042,0.8666125126356993,-1.2177207076652998,0.296875,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2024,,57,4.77487846491109,1.3434636114003056,-0.6339101968931051,0.40350877192982454,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2025,,57,11.522293476897252,1.43617046800932,-1.7912913756199893,0.42105263157894735,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2026,,22,-3.128110710301622,0.7614009916876721,-15.64528026997428,0.3181818181818182,partial_year
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2020,,55,4.3080943136602,3.000941501288987,-0.09210450501552692,0.4909090909090909,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2021,,57,1.360438253548782,1.3218011435346257,-0.8378284235984477,0.3684210526315789,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2022,,29,-0.7382785478789433,0.6506531457847721,-0.7123841411913291,0.3448275862068966,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2023,,64,-0.31901454006529617,0.8856315167450429,-0.7250560670097457,0.296875,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2024,,57,1.1804457809424307,1.452482946170468,-0.34896426284407966,0.40350877192982454,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2025,,57,4.106532323732868,1.7076063292321204,-0.646118095635837,0.42105263157894735,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2026,,22,-0.3886891352905358,0.8169684836428075,-0.9796666855193559,0.3181818181818182,partial_year
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2020,,55,7.680507879284262,2.8438994686276327,-0.13531437558421322,0.4909090909090909,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2021,,57,2.4740198321798132,1.3172660973268147,-1.0450519343893114,0.3684210526315789,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2022,,29,-1.2349266406210018,0.6506531457847721,-1.2765782820168587,0.3448275862068966,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2023,,64,-0.533619127094952,0.8856315167450424,-0.9056926140254228,0.296875,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2024,,57,1.9745446307258843,1.4524829461704685,-0.4248232249573848,0.40350877192982454,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2025,,57,3.715306694909574,1.3844567814871869,-0.9448101707972211,0.42105263157894735,valid
ETHUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2026,,22,-0.5376854106763473,0.8169684836428073,-1.4131322687753227,0.3181818181818182,partial_year
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2020,,95,0.2347076649549339,1.3002594310409432,-0.14890840321820342,0.3473684210526316,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2021,,82,0.016976365097783906,1.020650793832553,-0.25600471099764277,0.36585365853658536,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2022,,43,0.07751434663106063,1.1838149681553538,-0.15801530968397903,0.37209302325581395,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2023,,71,0.3335023259094446,1.4386631483261862,-0.11697058591677745,0.29577464788732394,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2024,,79,1.0328712216040186,1.9817306439499227,-0.12986055679581587,0.43037974683544306,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2025,,82,0.10643646835075057,1.0847822804268046,-0.22580618744006065,0.2926829268292683,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_1x,2026,,36,-0.2566900586929159,0.5837646754274214,-0.24133189701811064,0.3055555555555556,partial_year
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2020,,95,0.4249478015567518,1.261686534887031,-0.2846762298866531,0.3473684210526316,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2021,,82,-0.027169841266389418,0.9856964813337619,-0.5056288362862458,0.36585365853658536,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2022,,43,0.14152879498529355,1.1512676021353574,-0.32952143709816084,0.37209302325581395,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2023,,71,0.7644074890554057,1.3523712791776346,-0.2271962998959033,0.29577464788732394,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2024,,79,3.4481336901615895,1.8584064971663226,-0.24894868021971694,0.43037974683544306,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2025,,82,0.3507811539880593,1.0608311248321713,-0.5270466404581488,0.2926829268292683,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_2x,2026,,36,-1.0905121867750711,0.5768232537102284,-1.0992652969440992,0.3055555555555556,partial_year
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2020,,95,0.5492926309620492,1.2222993334410122,-0.4058384356288882,0.3473684210526316,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2021,,82,-0.1398216582819074,0.953970670796789,-0.7075585675226359,0.36585365853658536,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2022,,43,0.16517647144963044,1.1184386527961736,-0.4681032848898665,0.37209302325581395,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2023,,71,1.1351476247154453,1.283500124272801,-0.3126318493909235,0.29577464788732394,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2024,,79,7.25026150958626,1.760442263881444,-0.33566538082650077,0.43037974683544306,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2025,,82,0.6398404002803857,1.0400750666044873,-0.7196388604680151,0.2926829268292683,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,fixed_3x,2026,,36,-2.7656957771860404,0.5698634977908906,-3.292344070319857,0.3055555555555556,partial_year
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2020,,95,0.2786285469785355,1.3221047134076263,-0.14890840321820353,0.3473684210526316,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2021,,82,0.0872148931693851,1.0942076051401397,-0.28206514303165553,0.36585365853658536,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2022,,43,0.084584015870944,1.1838149681553543,-0.17154588585609187,0.37209302325581395,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2023,,71,0.42665706336517006,1.362495616360588,-0.18121685561267387,0.29577464788732394,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2024,,79,1.3442035082147274,1.6120353212346303,-0.17340839725213086,0.43037974683544306,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2025,,82,-0.28725866527252486,0.8438908709823761,-0.4195005728942208,0.2926829268292683,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_3x_v1,2026,,36,-0.2687844087923658,0.5837646754274216,-0.2529488731159386,0.3055555555555556,partial_year
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2020,,95,0.37856869932843096,1.4051085800018506,-0.14890840321820353,0.3473684210526316,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2021,,82,0.16583825944558625,1.1531562130759605,-0.3166816493427841,0.36585365853658536,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2022,,43,0.09564210572918254,1.183814968155354,-0.1924347380856627,0.37209302325581395,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2023,,71,0.7626195913205545,1.4801153103606164,-0.18745336340106267,0.29577464788732394,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2024,,79,2.7533212273597147,1.7488493435651409,-0.2007921059619694,0.43037974683544306,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2025,,82,-0.33144661433776423,0.883477659691315,-0.5165539220461353,0.2926829268292683,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_NO_GATE,adaptive_1x_5x_v1,2026,,36,-0.44197308549828157,0.5837646754274215,-0.4218202066828388,0.3055555555555556,partial_year
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2020,,71,-0.08908486008466658,0.8385842028948792,-0.16029000699765417,0.3380281690140845,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2021,,49,0.19527695713766435,1.5691665233214485,-0.06082953582756445,0.5102040816326531,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2022,,33,0.017067574819069484,1.0541216134093778,-0.11859139784551409,0.3939393939393939,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2023,,56,0.29098410183917084,1.5702437362217976,-0.08500270950290822,0.3392857142857143,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2024,,61,0.8298901479343073,2.2590709610596673,-0.10128971230704809,0.47540983606557374,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2025,,56,0.20361524806593623,1.2877551476508544,-0.1256566257259093,0.3392857142857143,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_1x,2026,,23,-0.11131492870103757,0.6749458224638779,-0.14493226635284484,0.30434782608695654,partial_year
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2020,,71,-0.19739776526607147,0.8135944035875573,-0.300704897914857,0.3380281690140845,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2021,,49,0.34029695318790026,1.5231144285971323,-0.10828178279356226,0.5102040816326531,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2022,,33,0.013611981369397319,1.0210987161676128,-0.23516821304947866,0.3939393939393939,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2023,,56,0.6111754489735532,1.4835492858217956,-0.16329516691371604,0.3392857142857143,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2024,,61,2.4773716607244496,2.139377343717119,-0.19974781167208044,0.47540983606557374,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2025,,56,0.734303800514025,1.2456982814731383,-0.30367739467531685,0.3392857142857143,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_2x,2026,,23,-0.45765384255035163,0.6662309380988929,-0.5478052235507663,0.30434782608695654,partial_year
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2020,,71,-0.31395656703613745,0.7917480555594337,-0.4224103425079859,0.3380281690140845,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2021,,49,0.42408810452782936,1.480233189684775,-0.1427701590088395,0.5102040816326531,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2022,,33,-0.010103128401825458,0.9890664308910343,-0.33006458946458006,0.3939393939393939,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2023,,56,0.8753287344850496,1.4108150553098688,-0.22786430931895862,0.3392857142857143,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2024,,61,4.913149546046394,2.039251922090765,-0.27806579351124583,0.47540983606557374,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2025,,56,1.6848272017469703,1.2091885562582385,-0.4390867920342638,0.3392857142857143,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,fixed_3x,2026,,23,-1.1912567836919048,0.6577053302680733,-1.269723192640567,0.30434782608695654,partial_year
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2020,,71,-0.11042497561369191,0.8241802424342792,-0.16661407168035913,0.3380281690140845,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2021,,49,0.1391568157123337,1.3609099243665717,-0.07471854957527158,0.5102040816326531,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2022,,33,-0.02999146207164661,0.9142154030969672,-0.1051902875394648,0.3939393939393939,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2023,,56,0.27563791758718187,1.4074984948250573,-0.10684401129511412,0.3392857142857143,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2024,,61,0.9155949233866698,1.764719553642253,-0.13410802567628166,0.47540983606557374,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2025,,56,0.16755381377117085,1.1685819798550487,-0.23756794774140566,0.3392857142857143,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_3x_v1,2026,,23,-0.10721194671867385,0.674945822463878,-0.13970642364570895,0.30434782608695654,partial_year
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2020,,71,-0.1959680836194483,0.6811572867339085,-0.20377072388700623,0.3380281690140845,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2021,,49,0.12097081022047482,1.3439519201651704,-0.06514790736046472,0.5102040816326531,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2022,,33,0.014271981589966036,1.054121613409378,-0.09986101486496646,0.3939393939393939,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2023,,56,0.39162240856535646,1.5145046314214075,-0.13013520053877636,0.3392857142857143,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2024,,61,1.0688930230991918,1.7097984816421141,-0.1552528058174958,0.47540983606557374,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2025,,56,0.03949064228067991,1.0375802279297297,-0.2656454798149861,0.3392857142857143,valid
BTCUSDT,P4_BREAKOUT_TOP20,P4_G1_GATE,adaptive_1x_5x_v1,2026,,23,-0.11092981654542242,0.6749458224638781,-0.14444213063904854,0.30434782608695654,partial_year
